ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Start_Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
184,305,C1G0002,Running Memory,26,0,1.24,ARES_JSC1,1,1.27,26,2020-09-19,12:37,153,80,79,1,0,0,88,475,520,475,81,0,80,450,520,520,124,40,39,1,0,0,49,500,520,501,86,0,85,485,520,520,116,40,40,0,0,0,39,450,NA,450,68,NA,68,420,NA,NA,133,0,0,0,0,0,NA
185,311,C1G0002,Running Memory,27,0,1.24,ARES_JSC1,1,1.27,27,2020-09-19,18:25,162,80,78,2,0,0,88,433,475,434,102,162,103,420,475,475,134,40,40,0,0,0,49,413,NA,413,69,NA,69,405,NA,NA,145,40,38,2,0,0,39,454,475,455,126,162,126,430,475,475,125,0,0,0,0,0,NA
186,320,C1G0002,Running Memory,28,0,1.24,ARES_JSC1,1,1.27,28,2020-09-21,18:19,153,80,79,1,0,0,88,446,300,444,120,0,120,435,300,300,133,40,39,1,0,0,49,470,300,466,144,0,145,450,300,300,125,40,40,0,0,0,39,423,NA,423,86,NA,86,425,NA,NA,141,0,0,0,0,0,NA
187,326,C1G0002,Running Memory,29,0,1.24,ARES_JSC1,1,1.27,29,2020-09-22,06:21,164,80,79,1,0,0,88,492,470,492,112,0,111,470,470,470,120,40,39,1,0,0,49,497,470,496,106,0,105,480,470,470,117,40,40,0,0,0,39,487,NA,487,118,NA,118,450,NA,NA,123,0,0,0,0,0,NA
188,338,C1G0002,Running Memory,30,0,1.24,ARES_JSC1,1,1.27,30,2020-09-22,12:35,161,79,76,3,0,1,87,483,556,486,100,297,110,475,390,390,110,39,38,1,0,1,48,468,460,468,110,0,109,450,460,460,107,40,38,2,0,0,39,498,605,503,87,403,109,485,605,605,113,0,0,0,0,0,NA
189,349,C1G0002,Running Memory,31,0,1.24,ARES_JSC1,1,1.27,31,2020-09-22,19:06,163,78,74,4,0,2,88,519,470,516,139,215,143,485,410,410,95,38,36,2,0,2,49,521,600,525,142,254,146,480,600,600,83,40,38,2,0,0,39,517,340,508,139,84,141,510,340,340,112,0,0,0,0,0,NA
190,361,C1G0002,Running Memory,32,0,1.24,ARES_JSC1,1,1.27,32,2020-09-23,08:07,154,80,77,3,0,0,88,437,696,447,89,236,107,420,605,605,129,40,39,1,0,0,49,423,430,424,75,0,74,410,430,430,137,40,38,2,0,0,39,452,830,471,101,70,130,450,830,830,121,0,0,0,0,0,NA
191,367,C1G0002,Running Memory,33,0,1.24,ARES_JSC1,1,1.27,33,2020-09-23,12:22,151,80,79,1,0,0,88,445,310,443,120,0,120,415,310,310,133,40,40,0,0,0,49,471,NA,471,144,NA,144,445,NA,NA,127,40,39,1,0,0,39,418,310,415,82,0,83,400,310,310,140,0,0,0,0,0,NA
192,376,C1G0002,Running Memory,34,0,1.24,ARES_JSC1,1,1.27,34,2020-09-23,19:15,154,80,78,2,0,0,88,478,520,480,100,127,100,455,520,520,121,40,39,1,0,0,49,458,610,462,99,0,101,430,610,610,126,40,39,1,0,0,39,499,430,497,98,0,98,480,430,430,117,0,0,0,0,0,NA
193,382,C1G0002,Running Memory,35,0,1.24,ARES_JSC1,1,1.27,35,2020-09-24,07:46,159,80,78,2,0,0,88,490,510,490,112,113,111,470,510,510,119,40,38,2,0,0,49,503,510,503,120,113,118,485,510,510,113,40,40,0,0,0,39,477,NA,477,104,NA,104,455,NA,NA,125,0,0,0,0,0,NA
194,394,C1G0002,Running Memory,36,0,1.24,ARES_JSC1,1,1.27,36,2020-09-24,12:50,158,80,78,2,0,0,88,469,385,467,92,91,93,460,385,385,125,40,38,2,0,0,49,451,385,448,97,91,97,435,385,385,127,40,40,0,0,0,39,486,NA,486,85,NA,85,470,NA,NA,123,0,0,0,0,0,NA
195,400,C1G0002,Running Memory,37,0,1.24,ARES_JSC1,1,1.27,37,2020-09-24,18:25,154,80,80,0,0,0,88,461,NA,461,87,NA,87,450,NA,NA,130,40,40,0,0,0,49,466,NA,466,83,NA,83,460,NA,NA,128,40,40,0,0,0,39,456,NA,456,92,NA,92,445,NA,NA,131,0,0,0,0,0,NA
196,413,C1G0002,Running Memory,38,0,1.24,ARES_JSC1,1,1.27,38,2020-09-25,08:54,156,80,77,3,0,0,88,471,423,469,119,65,118,440,390,390,122,40,38,2,0,0,49,478,425,476,123,91,121,455,425,425,119,40,39,1,0,0,39,464,420,463,117,0,116,430,420,420,126,0,0,0,0,0,NA
197,419,C1G0002,Running Memory,39,0,1.24,ARES_JSC1,1,1.27,39,2020-09-25,13:20,155,80,79,1,0,0,88,471,420,470,96,0,95,460,420,420,125,40,40,0,0,0,49,459,NA,459,87,NA,87,460,NA,NA,130,40,39,1,0,0,39,483,420,481,104,0,103,455,420,420,121,0,0,0,0,0,NA
198,431,C1G0002,Running Memory,40,0,1.24,ARES_JSC1,1,1.27,40,2020-09-25,18:59,151,80,80,0,0,0,88,434,NA,434,89,NA,89,415,NA,NA,138,40,40,0,0,0,49,419,NA,419,67,NA,67,400,NA,NA,143,40,40,0,0,0,39,449,NA,449,105,NA,105,420,NA,NA,133,0,0,0,0,0,NA
199,437,C1G0002,Running Memory,41,0,1.24,ARES_JSC1,1,1.27,41,2020-09-26,10:09,158,80,75,5,0,0,88,488,520,490,109,99,108,470,515,515,114,40,38,2,0,0,49,485,480,484,121,141,120,455,480,480,117,40,37,3,0,0,39,491,546,495,98,83,97,475,520,520,112,0,0,0,0,0,NA
200,446,C1G0002,Running Memory,42,0,1.24,ARES_JSC1,1,1.27,42,2020-09-26,13:11,155,80,77,3,0,0,88,467,426,465,100,87,100,440,390,390,124,40,40,0,0,0,49,442,NA,442,91,NA,91,430,NA,NA,135,40,37,3,0,0,39,493,426,488,105,87,104,465,390,390,113,0,0,0,0,0,NA
201,455,C1G0002,Running Memory,43,0,1.24,ARES_JSC1,1,1.27,43,2020-09-26,20:41,151,80,78,2,0,0,88,447,430,446,99,84,98,425,430,430,130,40,39,1,0,0,49,426,370,425,91,0,90,410,370,370,137,40,39,1,0,0,39,467,490,468,103,0,102,450,490,490,125,0,0,0,0,0,NA
202,464,C1G0002,Running Memory,44,0,1.24,ARES_JSC1,1,1.27,44,2020-09-27,07:25,155,80,78,2,0,0,88,469,360,466,98,84,99,450,360,360,125,40,40,0,0,0,49,454,NA,454,84,NA,84,440,NA,NA,132,40,38,2,0,0,39,485,360,478,110,84,112,490,360,360,119,0,0,0,0,0,NA
203,476,C1G0002,Running Memory,45,0,1.24,ARES_JSC1,1,1.27,45,2020-09-27,12:25,157,80,79,1,0,0,88,473,440,473,117,0,116,445,440,440,125,40,39,1,0,0,49,485,440,484,115,0,114,480,440,440,120,40,40,0,0,0,39,462,NA,462,118,NA,118,425,NA,NA,129,0,0,0,0,0,NA
204,480,C1G0002,Running Memory,46,0,1.24,ARES_JSC1,1,1.27,46,2020-09-27,18:45,155,80,79,1,0,0,88,435,510,436,85,0,85,415,510,510,135,40,40,0,0,0,49,457,NA,457,91,NA,91,435,NA,NA,131,40,39,1,0,0,39,413,510,415,74,0,75,395,510,510,140,0,0,0,0,0,NA
205,486,C1G0002,Running Memory,47,0,1.24,ARES_JSC1,1,1.27,47,2020-09-28,07:44,159,80,76,4,0,0,88,457,430,456,112,75,111,435,435,435,125,40,39,1,0,0,49,458,400,456,98,0,97,440,400,400,128,40,37,3,0,0,39,456,440,455,127,88,124,420,405,405,121,0,0,0,0,0,NA
206,495,C1G0002,Running Memory,48,0,1.24,ARES_JSC1,1,1.27,48,2020-09-28,14:07,157,80,79,1,0,0,88,459,500,459,105,0,104,430,500,500,128,40,40,0,0,0,49,454,NA,454,88,NA,88,430,NA,NA,132,40,39,1,0,0,39,464,500,465,121,0,120,425,500,500,125,0,0,0,0,0,NA
207,507,C1G0002,Running Memory,49,0,1.24,ARES_JSC1,1,1.27,49,2020-09-28,18:28,150,80,79,1,0,0,88,419,450,420,86,0,86,395,450,450,141,40,39,1,0,0,49,441,450,441,94,0,92,415,450,450,132,40,40,0,0,0,39,399,NA,399,74,NA,74,380,NA,NA,150,0,0,0,0,0,NA
208,519,C1G0002,Running Memory,50,0,1.24,ARES_JSC1,1,1.27,50,2020-09-29,06:58,148,79,77,2,0,1,89,394,375,393,80,77,79,380,375,375,135,40,40,0,0,0,49,392,NA,392,79,NA,79,380,NA,NA,152,39,37,2,0,1,40,396,375,395,81,77,80,380,375,375,120,0,0,0,0,0,NA
209,528,C1G0002,Running Memory,51,0,1.24,ARES_JSC1,1,1.27,51,2020-09-29,15:17,149,80,77,3,0,0,89,436,306,432,92,56,94,420,275,275,133,40,38,2,0,0,49,434,315,428,76,77,79,445,315,315,133,40,39,1,0,0,40,439,290,435,106,0,108,410,290,290,134,0,0,0,0,0,NA
210,531,C1G0002,Running Memory,52,0,1.24,ARES_JSC1,1,1.27,52,2020-09-29,18:22,153,80,77,3,0,0,88,444,440,444,85,190,89,445,330,330,129,40,39,1,0,0,49,482,340,478,78,0,80,465,340,340,122,40,38,2,0,0,39,406,490,410,75,240,85,390,490,490,138,0,0,0,0,0,NA
211,546,C1G0002,Running Memory,53,0,1.24,ARES_JSC1,1,1.27,53,2020-09-30,08:00,156,79,78,1,0,1,88,465,380,464,92,0,92,440,380,380,117,40,40,0,0,0,49,472,NA,472,101,NA,101,445,NA,NA,127,39,38,1,0,1,39,458,380,456,84,0,83,440,380,380,109,0,0,0,0,0,NA
212,552,C1G0002,Running Memory,54,0,1.24,ARES_JSC1,1,1.27,54,2020-09-30,19:04,151,80,79,1,0,0,88,424,410,423,86,0,86,410,410,410,139,40,39,1,0,0,49,430,410,430,100,0,99,405,410,410,136,40,40,0,0,0,39,417,NA,417,72,NA,72,420,NA,NA,143,0,0,0,0,0,NA
213,561,C1G0002,Running Memory,55,0,1.24,ARES_JSC1,1,1.27,55,2020-10-01,07:56,154,80,78,2,0,0,88,426,360,424,100,28,99,395,360,360,137,40,40,0,0,0,49,447,NA,447,108,NA,108,435,NA,NA,134,40,38,2,0,0,39,403,360,401,87,28,86,380,360,360,141,0,0,0,0,0,NA
214,567,C1G0002,Running Memory,56,0,1.24,ARES_JSC1,1,1.27,56,2020-10-01,12:32,156,80,75,5,0,0,89,480,484,480,99,213,107,460,365,365,117,40,39,1,0,0,49,491,570,493,100,0,99,465,570,570,118,40,36,4,0,0,40,467,462,466,98,240,114,450,365,365,115,0,0,0,0,0,NA
215,582,C1G0002,Running Memory,57,0,1.24,ARES_JSC1,1,1.27,57,2020-10-01,20:36,151,80,79,1,0,0,88,450,820,455,100,0,107,430,820,820,130,40,40,0,0,0,49,450,NA,450,101,NA,101,435,NA,NA,133,40,39,1,0,0,39,450,820,460,100,0,114,425,820,820,127,0,0,0,0,0,NA
216,591,C1G0002,Running Memory,58,0,1.24,ARES_JSC1,1,1.27,58,2020-10-03,09:00,156,80,79,1,0,0,88,467,840,472,82,0,91,445,840,840,125,40,40,0,0,0,49,470,NA,470,91,NA,91,440,NA,NA,127,40,39,1,0,0,39,465,840,474,73,0,93,450,840,840,123,0,0,0,0,0,NA
217,597,C1G0002,Running Memory,59,0,1.24,ARES_JSC1,1,1.27,59,2020-10-03,13:51,152,80,78,2,0,0,88,466,455,466,108,120,108,445,455,455,125,40,39,1,0,0,49,472,540,474,98,0,97,470,540,540,123,40,39,1,0,0,39,460,370,458,119,0,118,425,370,370,127,0,0,0,0,0,NA
218,606,C1G0002,Running Memory,60,0,1.24,ARES_JSC1,1,1.27,60,2020-10-03,18:43,153,80,77,3,0,0,89,420,480,423,95,252,102,405,345,345,136,40,38,2,0,0,49,411,345,408,78,134,81,405,345,345,139,40,39,1,0,0,40,430,750,438,110,0,119,405,750,750,133,0,0,0,0,0,NA
219,615,C1G0002,Running Memory,61,0,1.24,ARES_JSC1,1,1.27,61,2020-10-04,07:25,157,80,78,2,0,0,88,462,365,459,96,21,96,440,365,365,127,40,40,0,0,0,49,466,NA,466,91,NA,91,450,NA,NA,128,40,38,2,0,0,39,458,365,453,102,21,101,435,365,365,125,0,0,0,0,0,NA
220,621,C1G0002,Running Memory,62,0,1.24,ARES_JSC1,1,1.27,62,2020-10-04,13:42,153,79,74,5,0,1,88,470,484,471,116,149,117,445,405,405,110,40,38,2,0,0,49,450,405,448,109,63,107,425,405,405,127,39,36,3,0,1,39,491,536,494,120,180,123,460,445,445,96,0,0,0,0,0,NA
221,630,C1G0002,Running Memory,63,0,1.24,ARES_JSC1,1,1.27,63,2020-10-04,17:18,151,80,80,0,0,0,88,449,NA,449,101,NA,101,425,NA,NA,133,40,40,0,0,0,49,466,NA,466,114,NA,114,445,NA,NA,128,40,40,0,0,0,39,433,NA,433,86,NA,86,405,NA,NA,138,0,0,0,0,0,NA
222,639,C1G0002,Running Memory,64,0,1.24,ARES_JSC1,1,1.27,64,2020-10-05,06:38,155,80,77,3,0,0,88,456,730,466,95,331,119,440,615,615,123,40,39,1,0,0,49,451,350,449,106,0,106,410,350,350,130,40,38,2,0,0,39,461,920,484,83,56,130,445,920,920,117,0,0,0,0,0,NA
223,651,C1G0002,Running Memory,65,0,1.24,ARES_JSC1,1,1.27,65,2020-10-05,12:36,150,80,79,1,0,0,88,426,400,426,82,0,81,410,400,400,138,40,40,0,0,0,49,444,NA,444,95,NA,95,425,NA,NA,135,40,39,1,0,0,39,409,400,409,62,0,61,390,400,400,143,0,0,0,0,0,NA
224,657,C1G0002,Running Memory,66,0,1.24,ARES_JSC1,1,1.27,66,2020-10-05,18:16,147,80,79,1,0,0,89,401,420,401,82,0,81,380,420,420,147,40,40,0,0,0,49,399,NA,399,89,NA,89,380,NA,NA,150,40,39,1,0,0,40,403,420,404,75,0,74,405,420,420,144,0,0,0,0,0,NA
225,672,C1G0002,Running Memory,67,0,1.24,ARES_JSC1,1,1.27,67,2020-10-06,14:04,146,80,79,1,0,0,88,417,330,416,82,0,82,405,330,330,142,40,39,1,0,0,49,415,330,413,78,0,79,395,330,330,141,40,40,0,0,0,39,420,NA,420,85,NA,85,415,NA,NA,142,0,0,0,0,0,NA
226,678,C1G0002,Running Memory,68,0,1.24,ARES_JSC1,1,1.27,68,2020-10-06,16:30,152,80,80,0,0,0,88,441,NA,441,106,NA,106,420,NA,NA,135,40,40,0,0,0,49,446,NA,446,108,NA,108,430,NA,NA,134,40,40,0,0,0,39,437,NA,437,105,NA,105,420,NA,NA,137,0,0,0,0,0,NA
227,687,C1G0002,Running Memory,69,0,1.24,ARES_JSC1,1,1.27,69,2020-10-06,19:08,150,80,80,0,0,0,88,424,NA,424,90,NA,90,390,NA,NA,141,40,40,0,0,0,49,453,NA,453,99,NA,99,445,NA,NA,132,40,40,0,0,0,39,395,NA,395,70,NA,70,375,NA,NA,151,0,0,0,0,0,NA
228,693,C1G0002,Running Memory,70,0,1.24,ARES_JSC1,1,1.27,70,2020-10-07,09:33,152,80,76,4,0,0,88,451,532,455,114,172,118,415,520,520,125,40,39,1,0,0,49,479,420,478,133,0,132,425,420,420,122,40,37,3,0,0,39,421,570,433,82,190,98,390,490,490,128,0,0,0,0,0,NA
229,704,C1G0002,Running Memory,71,0,1.24,ARES_JSC1,1,1.27,71,2020-10-07,19:27,153,80,78,2,0,0,88,448,465,449,91,247,94,425,465,465,130,40,39,1,0,0,49,455,640,460,94,0,97,430,640,640,127,40,39,1,0,0,39,442,290,438,88,0,90,410,290,290,133,0,0,0,0,0,NA
230,707,C1G0002,Running Memory,72,0,1.24,ARES_JSC1,1,1.27,72,2020-10-08,07:38,155,80,79,1,0,0,88,454,580,456,80,0,80,430,580,580,129,40,40,0,0,0,49,446,NA,446,65,NA,65,430,NA,NA,134,40,39,1,0,0,39,463,580,466,92,0,93,435,580,580,125,0,0,0,0,0,NA
231,715,C1G0002,Running Memory,73,0,1.24,ARES_JSC1,1,1.27,73,2020-10-08,19:00,153,79,74,5,0,1,88,466,518,469,130,213,135,450,425,425,110,39,38,1,0,1,49,462,430,461,149,0,147,410,430,430,108,40,36,4,0,0,39,470,540,477,108,239,124,455,485,485,113,0,0,0,0,0,NA
232,727,C1G0002,Running Memory,74,0,1.24,ARES_JSC1,1,1.27,74,2020-10-09,07:30,151,80,79,1,0,0,88,447,410,447,93,0,93,440,410,410,132,40,40,0,0,0,49,466,NA,466,101,NA,101,445,NA,NA,128,40,39,1,0,0,39,428,410,428,82,0,81,440,410,410,136,0,0,0,0,0,NA
233,736,C1G0002,Running Memory,75,0,1.24,ARES_JSC1,1,1.27,75,2020-10-09,13:38,153,79,77,2,0,1,88,460,340,457,117,98,117,420,340,340,118,39,37,2,0,1,49,474,340,467,121,98,123,445,340,340,104,40,40,0,0,0,39,447,NA,447,113,NA,113,410,NA,NA,134,0,0,0,0,0,NA
234,745,C1G0002,Running Memory,76,0,1.24,ARES_JSC1,1,1.27,76,2020-10-09,19:19,152,80,78,2,0,0,88,430,480,431,91,84,91,415,480,480,135,40,40,0,0,0,49,423,NA,423,70,NA,70,410,NA,NA,141,40,38,2,0,0,39,438,480,440,110,84,108,420,480,480,129,0,0,0,0,0,NA
235,754,C1G0002,Running Memory,77,0,1.24,ARES_JSC1,1,1.27,77,2020-10-10,08:07,155,80,78,2,0,0,88,468,435,467,84,120,84,460,435,435,125,40,39,1,0,0,49,482,520,483,78,0,78,465,520,520,120,40,39,1,0,0,39,453,350,451,88,0,88,450,350,350,129,0,0,0,0,0,NA
236,760,C1G0002,Running Memory,78,0,1.24,ARES_JSC1,1,1.27,78,2020-10-10,12:27,147,80,80,0,0,0,88,419,NA,419,100,NA,100,400,NA,NA,143,40,40,0,0,0,49,445,NA,445,106,NA,106,440,NA,NA,134,40,40,0,0,0,39,392,NA,392,88,NA,88,370,NA,NA,152,0,0,0,0,0,NA
237,771,C1G0002,Running Memory,79,0,1.24,ARES_JSC1,1,1.27,79,2020-10-10,19:16,151,79,74,5,0,1,88,465,638,475,108,146,118,440,545,545,109,40,39,1,0,0,49,444,830,453,85,0,104,420,830,830,128,39,35,4,0,1,39,488,590,498,126,115,127,445,545,545,93,0,0,0,0,0,NA
238,783,C1G0002,Running Memory,80,0,1.24,ARES_JSC1,1,1.27,80,2020-10-11,08:43,157,80,79,1,0,0,88,477,900,483,99,0,109,455,900,900,122,40,40,0,0,0,49,475,NA,475,94,NA,94,465,NA,NA,126,40,39,1,0,0,39,480,900,491,106,0,124,445,900,900,119,0,0,0,0,0,NA
239,789,C1G0002,Running Memory,81,0,1.24,ARES_JSC1,1,1.27,81,2020-10-11,12:57,156,79,77,2,0,1,88,465,385,463,111,63,110,440,385,385,116,40,38,2,0,0,49,483,385,478,102,63,102,455,385,385,119,39,39,0,0,1,39,448,NA,448,118,NA,118,410,NA,NA,114,0,0,0,0,0,NA
240,798,C1G0002,Running Memory,82,0,1.24,ARES_JSC1,1,1.27,82,2020-10-11,19:06,152,78,76,2,0,2,88,450,370,448,117,113,117,420,370,370,111,38,36,2,0,2,49,474,370,468,130,113,130,440,370,370,90,40,40,0,0,0,39,429,NA,429,100,NA,100,410,NA,NA,139,0,0,0,0,0,NA
241,804,C1G0002,Running Memory,83,0,1.24,ARES_JSC1,1,1.27,83,2020-10-12,07:09,153,79,79,0,0,1,88,459,NA,459,94,NA,94,435,NA,NA,120,39,39,0,0,1,49,489,NA,489,104,NA,104,485,NA,NA,105,40,40,0,0,0,39,430,NA,430,72,NA,72,405,NA,NA,139,0,0,0,0,0,NA
242,819,C1G0002,Running Memory,84,0,1.24,ARES_JSC1,1,1.27,84,2020-10-12,12:54,161,79,79,0,0,1,88,501,NA,501,155,NA,155,465,NA,NA,111,39,39,0,0,1,49,533,NA,533,152,NA,152,500,NA,NA,98,40,40,0,0,0,39,469,NA,469,153,NA,153,445,NA,NA,127,0,0,0,0,0,NA
243,822,C1G0002,Running Memory,85,0,1.24,ARES_JSC1,1,1.27,85,2020-10-12,18:34,152,79,77,2,0,1,88,455,740,462,96,113,106,440,740,740,116,40,39,1,0,0,49,453,660,459,93,0,97,435,660,660,127,39,38,1,0,1,39,457,820,466,100,0,115,440,820,820,107,0,0,0,0,0,NA
244,834,C1G0002,Running Memory,86,0,1.24,ARES_JSC1,1,1.27,86,2020-10-13,07:29,153,80,79,1,0,0,88,448,400,448,80,0,80,435,400,400,132,40,40,0,0,0,49,459,NA,459,83,NA,83,460,NA,NA,130,40,39,1,0,0,39,437,400,436,77,0,76,420,400,400,134,0,0,0,0,0,NA
245,841,C1G0002,Running Memory,87,0,1.24,ARES_JSC1,1,1.27,87,2020-10-13,13:21,149,80,79,1,0,0,88,437,400,436,100,0,100,430,400,400,135,40,40,0,0,0,49,434,NA,434,103,NA,103,430,NA,NA,138,40,39,1,0,0,39,440,400,439,99,0,98,425,400,400,133,0,0,0,0,0,NA
246,850,C1G0002,Running Memory,88,0,1.24,ARES_JSC1,1,1.27,88,2020-10-13,19:02,152,80,76,4,0,0,88,437,432,437,120,201,123,410,360,360,130,40,40,0,0,0,49,440,NA,440,132,NA,132,400,NA,NA,136,40,36,4,0,0,39,434,432,434,107,201,116,420,360,360,124,0,0,0,0,0,NA
247,856,C1G0002,Running Memory,89,0,1.24,ARES_JSC1,1,1.27,89,2020-10-14,07:22,151,80,78,2,0,0,88,445,540,448,98,353,106,430,540,540,130,40,40,0,0,0,49,479,NA,479,102,NA,102,465,NA,NA,125,40,38,2,0,0,39,410,540,417,81,353,101,390,540,540,136,0,0,0,0,0,NA
248,865,C1G0002,Running Memory,90,0,1.24,ARES_JSC1,1,1.27,90,2020-10-14,13:07,153,79,69,10,0,1,88,467,464,467,111,110,110,450,455,455,103,40,35,5,0,0,49,451,498,457,90,120,94,445,450,450,114,39,34,5,0,1,39,483,430,476,128,99,125,475,395,395,94,0,0,0,0,0,NA
249,877,C1G0002,Running Memory,91,0,1.24,ARES_JSC1,1,1.27,91,2020-10-14,19:06,150,80,76,4,0,0,89,432,460,433,109,201,113,405,420,420,131,40,38,2,0,0,50,444,330,438,114,98,115,410,330,330,129,40,38,2,0,0,39,420,590,428,103,212,112,390,590,590,132,0,0,0,0,0,NA
250,886,C1G0002,Running Memory,92,0,1.24,ARES_JSC1,1,1.27,92,2020-10-15,07:45,154,80,79,1,0,0,88,438,340,436,108,0,108,410,340,340,135,40,39,1,0,0,49,438,340,436,79,0,80,415,340,340,134,40,40,0,0,0,39,437,NA,437,131,NA,131,395,NA,NA,137,0,0,0,0,0,NA
251,895,C1G0002,Running Memory,93,0,1.24,ARES_JSC1,1,1.27,93,2020-10-15,12:32,154,79,75,4,0,1,88,468,422,466,128,204,131,450,350,350,112,39,39,0,0,1,48,489,NA,489,126,NA,126,465,NA,NA,105,40,36,4,0,0,40,446,422,444,127,204,134,440,350,350,121,0,0,0,0,0,NA
252,904,C1G0002,Running Memory,94,0,1.24,ARES_JSC1,1,1.27,94,2020-10-15,20:22,153,80,78,2,0,0,88,441,470,442,110,141,110,420,470,470,132,40,38,2,0,0,49,442,470,444,101,141,101,420,470,470,128,40,40,0,0,0,39,440,NA,440,120,NA,120,420,NA,NA,136,0,0,0,0,0,NA
253,916,C1G0002,Running Memory,95,0,1.24,ARES_JSC1,1,1.27,95,2020-10-16,08:02,149,80,77,3,0,0,88,443,343,439,121,45,120,415,320,320,131,40,39,1,0,0,49,472,390,470,144,0,143,425,390,390,124,40,38,2,0,0,39,413,320,408,83,28,83,400,320,320,139,0,0,0,0,0,NA
254,922,C1G0002,Running Memory,96,0,1.24,ARES_JSC1,1,1.27,96,2020-10-16,12:48,152,79,77,2,0,1,88,439,395,438,125,7,124,415,395,395,122,40,39,1,0,0,49,452,400,451,126,0,125,420,400,400,129,39,38,1,0,1,39,425,390,424,125,0,124,400,390,390,116,0,0,0,0,0,NA
255,928,C1G0002,Running Memory,97,0,1.24,ARES_JSC1,1,1.27,97,2020-10-16,19:36,150,80,79,1,0,0,88,432,290,431,104,0,105,420,290,290,137,40,39,1,0,0,49,438,290,434,108,0,109,420,290,290,134,40,40,0,0,0,39,427,NA,427,101,NA,101,420,NA,NA,140,0,0,0,0,0,NA
256,943,C1G0002,Running Memory,98,0,1.24,ARES_JSC1,1,1.27,98,2020-10-17,08:20,152,79,76,3,0,1,88,448,470,449,118,72,116,425,430,430,118,39,38,1,0,1,49,457,450,457,118,0,116,450,450,450,109,40,38,2,0,0,39,440,480,442,119,98,117,415,480,480,128,0,0,0,0,0,NA
257,949,C1G0002,Running Memory,99,0,1.24,ARES_JSC1,1,1.27,99,2020-10-17,12:33,157,80,77,3,0,0,88,492,576,495,141,222,144,445,510,510,116,40,39,1,0,0,49,507,700,512,144,0,146,455,700,700,114,40,38,2,0,0,39,475,515,477,138,275,142,425,515,515,119,0,0,0,0,0,NA
258,953,C1G0002,Running Memory,100,0,1.24,ARES_JSC1,1,1.27,100,2020-10-17,18:54,149,80,78,2,0,0,88,442,545,444,93,318,100,420,545,545,131,40,39,1,0,0,49,425,770,434,79,0,95,415,770,770,134,40,39,1,0,0,39,458,320,455,103,0,104,420,320,320,128,0,0,0,0,0,NA
259,962,C1G0002,Running Memory,101,0,1.24,ARES_JSC1,1,1.27,101,2020-10-18,07:07,160,78,76,2,0,2,88,470,695,476,104,190,111,450,695,695,105,39,37,2,0,1,49,438,695,451,83,190,104,415,695,695,107,39,39,0,0,1,39,501,NA,501,114,NA,114,485,NA,NA,103,0,0,0,0,0,NA
260,974,C1G0002,Running Memory,102,0,1.24,ARES_JSC1,1,1.27,102,2020-10-18,14:02,150,80,77,3,0,0,89,414,503,418,84,352,101,405,300,300,138,40,38,2,0,0,50,430,615,439,100,417,125,410,615,615,129,40,39,1,0,0,39,399,280,396,64,0,66,385,280,280,147,0,0,0,0,0,NA
261,984,C1G0002,Running Memory,103,0,1.24,ARES_JSC1,1,1.27,103,2020-10-18,19:47,140,80,75,5,0,0,88,373,382,374,99,129,100,360,300,300,150,40,39,1,0,0,49,358,480,361,82,0,83,360,480,480,161,40,36,4,0,0,39,390,357,386,114,135,115,355,300,300,139,0,0,0,0,0,NA
262,990,C1G0002,Running Memory,104,0,1.24,ARES_JSC1,1,1.27,104,2020-10-19,07:40,155,80,79,1,0,0,88,468,290,466,90,0,92,460,290,290,127,40,40,0,0,0,49,485,NA,485,108,NA,108,460,NA,NA,123,40,39,1,0,0,39,450,290,446,64,0,68,445,290,290,131,0,0,0,0,0,NA
263,999,C1G0002,Running Memory,105,0,1.24,ARES_JSC1,1,1.27,105,2020-10-19,13:04,151,80,77,3,0,0,88,433,363,430,112,120,112,420,300,300,134,40,39,1,0,0,49,476,490,476,130,0,128,460,490,490,122,40,38,2,0,0,39,389,300,384,68,70,70,380,300,300,148,0,0,0,0,0,NA
264,1011,C1G0002,Running Memory,106,0,1.24,ARES_JSC1,1,1.27,106,2020-10-19,19:53,147,80,77,3,0,0,88,402,373,401,81,11,79,390,370,370,143,40,39,1,0,0,49,422,360,421,81,0,80,405,360,360,138,40,38,2,0,0,39,381,380,381,76,NA,74,365,380,380,149,0,0,0,0,0,NA
265,1017,C1G0002,Running Memory,107,0,1.24,ARES_JSC1,1,1.27,107,2020-10-20,09:30,153,80,76,4,0,0,88,437,462,439,92,156,95,420,440,440,129,40,38,2,0,0,49,461,515,464,110,205,112,425,515,515,122,40,38,2,0,0,39,413,410,413,64,141,67,415,410,410,137,0,0,0,0,0,NA
