ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Start_Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
266,1029,C1G0002,Running Memory,108,0,1.24,ARES_JSC1,1,1.27,108,2020-10-20,13:15,151,80,75,5,0,0,89,424,420,424,107,123,107,410,375,375,132,40,38,2,0,0,50,440,525,444,96,134,97,425,525,525,128,40,37,3,0,0,39,409,350,404,116,55,113,370,320,320,137,0,0,0,0,0,NA
267,1032,C1G0002,Running Memory,109,0,1.24,ARES_JSC1,1,1.27,109,2020-10-20,18:47,147,80,77,3,0,0,89,414,500,417,92,130,94,410,425,425,138,40,40,0,0,0,49,442,NA,442,96,NA,96,435,NA,NA,135,40,37,3,0,0,40,383,500,392,79,130,87,370,425,425,141,0,0,0,0,0,NA
268,1044,C1G0002,Running Memory,110,0,1.24,ARES_JSC1,1,1.27,110,2020-10-21,07:59,151,80,77,3,0,0,89,434,493,436,99,187,102,410,385,385,132,40,39,1,0,0,49,456,390,455,115,0,114,430,390,390,128,40,38,2,0,0,40,410,545,417,73,233,86,405,545,545,136,0,0,0,0,0,NA
269,1056,C1G0002,Running Memory,111,0,1.24,ARES_JSC1,1,1.27,111,2020-10-21,12:26,155,80,76,4,0,0,88,451,600,459,104,137,110,420,590,590,124,40,39,1,0,0,49,485,770,492,110,0,117,450,770,770,118,40,37,3,0,0,39,416,543,426,87,95,92,395,495,495,130,0,0,0,0,0,NA
270,1062,C1G0002,Running Memory,112,0,1.24,ARES_JSC1,1,1.27,112,2020-10-21,18:53,153,80,77,3,0,0,88,451,386,449,118,47,117,410,360,360,128,40,40,0,0,0,49,432,NA,432,118,NA,118,405,NA,NA,138,40,37,3,0,0,39,473,386,466,117,47,115,445,360,360,118,0,0,0,0,0,NA
271,1074,C1G0002,Running Memory,113,0,1.24,ARES_JSC1,1,1.27,113,2020-10-22,08:28,153,80,78,2,0,0,88,452,530,454,116,240,118,420,530,530,128,40,40,0,0,0,49,456,NA,456,119,NA,119,425,NA,NA,131,40,38,2,0,0,39,449,530,453,114,240,119,420,530,530,125,0,0,0,0,0,NA
272,1082,C1G0002,Running Memory,114,0,1.24,ARES_JSC1,1,1.27,114,2020-10-22,13:54,154,80,73,7,0,0,88,462,482,464,106,200,115,440,360,360,117,40,38,2,0,0,49,455,535,459,96,332,109,440,535,535,124,40,35,5,0,0,39,470,462,469,116,175,122,445,360,360,111,0,0,0,0,0,NA
273,1088,C1G0002,Running Memory,115,0,1.24,ARES_JSC1,1,1.27,115,2020-10-22,19:36,157,80,78,2,0,0,88,422,515,424,79,190,82,410,515,515,137,40,39,1,0,0,49,435,380,434,77,0,76,420,380,380,134,40,39,1,0,0,39,408,650,414,79,0,87,395,650,650,141,0,0,0,0,0,NA
274,1094,C1G0002,Running Memory,116,0,1.24,ARES_JSC1,1,1.27,116,2020-10-23,07:26,155,80,71,9,0,0,88,455,473,457,106,159,112,445,390,390,116,40,35,5,0,0,49,456,458,456,112,136,113,440,380,380,115,40,36,4,0,0,39,455,492,459,103,206,113,460,495,495,117,0,0,0,0,0,NA
275,1103,C1G0002,Running Memory,117,0,1.24,ARES_JSC1,1,1.27,117,2020-10-23,12:38,153,80,75,5,0,0,88,444,450,445,104,180,109,430,350,350,126,40,36,4,0,0,49,464,472,465,85,200,98,455,400,400,116,40,39,1,0,0,39,426,360,425,117,0,116,395,360,360,137,0,0,0,0,0,NA
276,1115,C1G0002,Running Memory,118,0,1.24,ARES_JSC1,1,1.27,118,2020-10-23,19:17,152,80,75,5,0,0,88,442,446,442,101,201,107,440,345,345,127,40,39,1,0,0,49,441,310,438,94,0,95,440,310,310,133,40,36,4,0,0,39,442,480,446,109,215,120,425,415,415,120,0,0,0,0,0,NA
277,1121,C1G0002,Running Memory,119,0,1.24,ARES_JSC1,1,1.27,119,2020-10-24,07:38,153,80,79,1,0,0,88,452,310,450,100,0,101,420,310,310,131,40,39,1,0,0,49,478,310,474,111,0,113,430,310,310,123,40,40,0,0,0,39,427,NA,427,82,NA,82,400,NA,NA,140,0,0,0,0,0,NA
278,1130,C1G0002,Running Memory,120,0,1.24,ARES_JSC1,1,1.27,120,2020-10-24,12:51,154,78,77,1,0,2,87,465,900,470,109,0,119,460,900,900,108,38,37,1,0,2,48,502,900,512,101,0,119,485,900,900,87,40,40,0,0,0,39,431,NA,431,106,NA,106,420,NA,NA,139,0,0,0,0,0,NA
279,1136,C1G0002,Running Memory,121,0,1.24,ARES_JSC1,1,1.27,121,2020-10-24,18:13,156,80,74,6,0,0,88,441,431,440,107,54,104,430,420,420,125,40,37,3,0,0,49,485,396,478,120,25,118,465,385,385,115,40,37,3,0,0,39,397,466,402,71,56,72,375,435,435,137,0,0,0,0,0,NA
280,1145,C1G0002,Running Memory,122,0,1.24,ARES_JSC1,1,1.27,122,2020-10-25,08:38,156,80,76,4,0,0,89,475,685,485,121,149,130,440,705,705,117,40,38,2,0,0,49,461,640,470,117,197,124,435,640,640,121,40,38,2,0,0,40,488,730,501,125,141,135,440,730,730,113,0,0,0,0,0,NA
281,1160,C1G0002,Running Memory,123,0,1.24,ARES_JSC1,1,1.27,123,2020-10-25,13:27,150,80,76,4,0,0,88,449,315,442,131,70,131,415,280,280,128,40,38,2,0,0,49,444,280,436,144,NA,145,400,280,280,130,40,38,2,0,0,39,454,350,449,117,98,118,440,350,350,126,0,0,0,0,0,NA
282,1166,C1G0002,Running Memory,124,0,1.24,ARES_JSC1,1,1.27,124,2020-10-25,19:18,156,79,73,6,0,1,87,468,536,473,152,309,166,440,395,395,108,39,35,4,0,1,48,513,450,506,181,306,193,460,305,305,92,40,38,2,0,0,39,426,710,440,105,325,131,420,710,710,129,0,0,0,0,0,NA
283,1178,C1G0002,Running Memory,125,0,1.24,ARES_JSC1,1,1.27,125,2020-10-26,07:58,155,80,78,2,0,0,88,429,420,429,75,70,74,420,420,420,136,40,39,1,0,0,49,442,470,443,73,0,72,425,470,470,131,40,39,1,0,0,39,416,370,415,75,0,75,420,370,370,140,0,0,0,0,0,NA
284,1184,C1G0002,Running Memory,126,0,1.24,ARES_JSC1,1,1.27,126,2020-10-26,12:51,156,80,78,2,0,0,88,475,780,483,117,212,127,460,780,780,121,40,40,0,0,0,49,491,NA,491,136,NA,136,465,NA,NA,122,40,38,2,0,0,39,458,780,475,93,212,120,460,780,780,120,0,0,0,0,0,NA
285,1196,C1G0002,Running Memory,127,0,1.24,ARES_JSC1,1,1.27,127,2020-10-26,19:10,154,80,76,4,0,0,89,426,365,423,91,81,91,415,375,375,134,40,40,0,0,0,49,411,NA,411,85,NA,85,400,NA,NA,145,40,36,4,0,0,40,442,365,435,95,81,96,430,375,375,124,0,0,0,0,0,NA
286,1205,C1G0002,Running Memory,128,0,1.24,ARES_JSC1,1,1.27,128,2020-10-27,06:56,155,78,76,2,0,2,88,459,525,461,111,247,113,435,525,525,108,38,37,1,0,2,49,475,700,481,127,0,131,435,700,700,91,40,39,1,0,0,39,444,350,442,92,0,92,430,350,350,132,0,0,0,0,0,NA
287,1214,C1G0002,Running Memory,129,0,1.24,ARES_JSC1,1,1.27,129,2020-10-27,18:47,157,80,78,2,0,0,89,479,545,481,91,91,91,470,545,545,121,40,40,0,0,0,49,487,NA,487,99,NA,99,470,NA,NA,123,40,38,2,0,0,40,470,545,474,81,91,82,470,545,545,120,0,0,0,0,0,NA
288,1223,C1G0002,Running Memory,130,0,1.24,ARES_JSC1,1,1.27,130,2020-10-28,06:49,159,80,78,2,0,0,88,491,760,498,119,197,127,460,760,760,117,40,40,0,0,0,49,526,NA,526,133,NA,133,495,NA,NA,114,40,38,2,0,0,39,454,760,470,91,197,115,445,760,760,121,0,0,0,0,0,NA
289,1229,C1G0002,Running Memory,131,0,1.24,ARES_JSC1,1,1.27,131,2020-10-28,11:48,148,80,78,2,0,0,88,409,395,408,87,77,87,410,395,395,143,40,39,1,0,0,49,406,340,405,94,0,93,400,340,340,144,40,39,1,0,0,39,411,450,412,82,0,81,415,450,450,141,0,0,0,0,0,NA
290,1240,C1G0002,Running Memory,132,0,1.24,ARES_JSC1,1,1.27,132,2020-10-28,19:58,149,80,74,6,0,0,89,439,436,439,90,58,88,420,445,445,126,40,37,3,0,0,50,441,436,441,91,50,88,420,410,410,125,40,37,3,0,0,39,437,436,437,90,77,88,420,405,405,127,0,0,0,0,0,NA
291,1249,C1G0002,Running Memory,133,0,1.24,ARES_JSC1,1,1.27,133,2020-10-29,07:49,152,80,79,1,0,0,88,462,710,465,113,0,116,445,710,710,127,40,39,1,0,0,49,451,710,458,115,0,120,430,710,710,127,40,40,0,0,0,39,473,NA,473,113,NA,113,470,NA,NA,126,0,0,0,0,0,NA
292,1261,C1G0002,Running Memory,134,0,1.24,ARES_JSC1,1,1.27,134,2020-10-29,11:46,155,80,74,6,0,0,88,469,653,483,109,161,122,475,635,635,114,40,37,3,0,0,49,490,753,510,122,164,141,490,660,660,108,40,37,3,0,0,39,448,553,456,90,90,93,460,510,510,121,0,0,0,0,0,NA
293,1267,C1G0002,Running Memory,135,0,1.24,ARES_JSC1,1,1.27,135,2020-10-29,18:00,151,80,77,3,0,0,88,436,573,441,98,373,116,430,365,365,130,40,39,1,0,0,49,476,990,489,101,0,128,450,990,990,119,40,38,2,0,0,39,394,365,393,76,134,77,380,365,365,145,0,0,0,0,0,NA
294,1275,C1G0002,Running Memory,136,0,1.24,ARES_JSC1,1,1.27,136,2020-10-30,06:36,150,80,77,3,0,0,88,437,400,436,89,43,87,420,375,375,132,40,37,3,0,0,49,443,400,440,89,43,87,420,375,375,125,40,40,0,0,0,39,432,NA,432,89,NA,89,415,NA,NA,138,0,0,0,0,0,NA
295,1284,C1G0002,Running Memory,137,0,1.24,ARES_JSC1,1,1.27,137,2020-10-30,11:57,151,80,75,5,0,0,88,456,446,455,131,183,133,410,370,370,123,40,37,3,0,0,49,453,383,448,144,92,141,390,345,345,123,40,38,2,0,0,39,458,540,462,118,296,125,420,540,540,123,0,0,0,0,0,NA
296,1296,C1G0002,Running Memory,138,0,1.24,ARES_JSC1,1,1.27,138,2020-10-30,18:56,148,80,80,0,0,0,88,430,NA,430,80,NA,80,420,NA,NA,139,40,40,0,0,0,49,421,NA,421,75,NA,75,405,NA,NA,142,40,40,0,0,0,39,439,NA,439,84,NA,84,420,NA,NA,136,0,0,0,0,0,NA
297,1305,C1G0002,Running Memory,139,0,1.24,ARES_JSC1,1,1.27,139,2020-10-31,09:05,152,80,76,4,0,0,88,469,732,482,116,153,130,455,695,695,118,40,38,2,0,0,49,482,770,496,128,254,146,435,770,770,114,40,38,2,0,0,39,457,695,469,103,21,113,465,695,695,121,0,0,0,0,0,NA
298,1314,C1G0002,Running Memory,140,0,1.24,ARES_JSC1,1,1.27,140,2020-10-31,14:11,150,80,75,5,0,0,88,459,424,457,97,91,97,445,395,395,123,40,37,3,0,0,49,474,443,471,111,90,109,465,395,395,117,40,38,2,0,0,39,445,395,442,81,120,82,440,395,395,128,0,0,0,0,0,NA
299,1323,C1G0002,Running Memory,141,0,1.24,ARES_JSC1,1,1.27,141,2020-10-31,19:05,155,80,76,4,0,0,88,456,575,462,111,289,125,440,575,575,123,40,37,3,0,0,49,467,653,481,98,297,126,450,560,560,115,40,39,1,0,0,39,446,340,443,123,0,122,415,340,340,131,0,0,0,0,0,NA
300,1329,C1G0002,Running Memory,142,0,1.24,ARES_JSC1,1,1.27,142,2020-11-01,07:54,155,80,75,5,0,0,88,461,488,462,99,175,104,440,380,380,121,40,38,2,0,0,49,461,465,461,99,120,98,435,465,465,123,40,37,3,0,0,39,460,503,464,101,231,110,440,370,370,119,0,0,0,0,0,NA
301,1338,C1G0002,Running Memory,143,0,1.24,ARES_JSC1,1,1.27,143,2020-11-01,11:44,155,80,78,2,0,0,88,464,485,465,81,176,82,455,485,485,125,40,40,0,0,0,49,461,NA,461,76,NA,76,440,NA,NA,129,40,38,2,0,0,39,468,485,469,87,176,89,470,485,485,121,0,0,0,0,0,NA
302,1349,C1G0002,Running Memory,144,0,1.24,ARES_JSC1,1,1.27,144,2020-11-01,18:56,156,80,73,7,0,0,88,433,480,437,93,50,91,410,465,465,125,40,37,3,0,0,49,452,460,453,109,36,105,415,445,445,122,40,36,4,0,0,39,414,495,422,70,60,73,405,495,495,127,0,0,0,0,0,NA
303,1355,C1G0002,Running Memory,145,0,1.24,ARES_JSC1,1,1.27,145,2020-11-02,07:44,155,78,75,3,0,2,88,462,493,463,101,212,105,445,375,375,106,39,38,1,0,1,49,458,320,454,87,0,89,440,320,320,109,39,37,2,0,1,39,466,580,472,115,212,119,455,580,580,103,0,0,0,0,0,NA
304,1367,C1G0002,Running Memory,146,0,1.24,ARES_JSC1,1,1.27,146,2020-11-02,13:05,150,80,78,2,0,0,88,439,410,439,92,56,91,440,410,410,133,40,39,1,0,0,49,456,450,456,95,0,93,455,450,450,128,40,39,1,0,0,39,423,370,422,88,0,87,410,370,370,138,0,0,0,0,0,NA
305,1373,C1G0002,Running Memory,147,0,1.24,ARES_JSC1,1,1.27,147,2020-11-02,19:22,148,80,77,3,0,0,88,447,420,446,101,78,100,430,395,395,129,40,38,2,0,0,49,451,400,448,102,98,102,430,400,400,127,40,39,1,0,0,39,443,460,444,101,0,99,415,460,460,131,0,0,0,0,0,NA
306,1379,C1G0002,Running Memory,148,0,1.24,ARES_JSC1,1,1.27,148,2020-11-03,11:32,148,80,78,2,0,0,88,421,455,422,98,176,99,395,455,455,138,40,38,2,0,0,49,406,455,409,98,176,100,385,455,455,139,40,40,0,0,0,39,436,NA,436,97,NA,97,415,NA,NA,137,0,0,0,0,0,NA
307,1394,C1G0002,Running Memory,149,0,1.24,ARES_JSC1,1,1.27,149,2020-11-03,19:06,153,80,79,1,0,0,88,443,460,444,105,0,104,430,460,460,133,40,39,1,0,0,49,425,460,426,77,0,76,395,460,460,137,40,40,0,0,0,39,461,NA,461,125,NA,125,445,NA,NA,130,0,0,0,0,0,NA
308,1397,C1G0002,Running Memory,150,0,1.24,ARES_JSC1,1,1.27,150,2020-11-04,08:42,150,79,76,3,0,1,88,443,436,443,97,122,97,420,370,370,119,39,36,3,0,1,49,453,436,452,101,122,101,430,370,370,104,40,40,0,0,0,39,434,NA,434,94,NA,94,415,NA,NA,138,0,0,0,0,0,NA
309,1415,C1G0002,Running Memory,151,0,1.24,ARES_JSC1,1,1.27,151,2020-11-04,18:57,151,80,77,3,0,0,88,470,443,469,129,120,129,445,380,380,122,40,39,1,0,0,49,483,570,486,142,0,141,435,570,570,120,40,38,2,0,0,39,457,380,453,116,70,115,445,380,380,125,0,0,0,0,0,NA
310,1418,C1G0002,Running Memory,152,0,1.24,ARES_JSC1,1,1.27,152,2020-11-05,07:38,154,80,76,4,0,0,88,437,427,437,79,131,81,420,425,425,130,40,40,0,0,0,49,436,NA,436,66,NA,66,420,NA,NA,137,40,36,4,0,0,39,438,427,437,92,131,94,430,425,425,123,0,0,0,0,0,NA
311,1433,C1G0002,Running Memory,153,0,1.24,ARES_JSC1,1,1.27,153,2020-11-05,13:00,155,80,76,4,0,0,88,467,590,474,102,173,108,460,505,505,120,40,38,2,0,0,49,480,675,490,108,247,121,480,675,675,116,40,38,2,0,0,39,455,505,458,95,7,93,445,505,505,124,0,0,0,0,0,NA
312,1439,C1G0002,Running Memory,154,0,1.24,ARES_JSC1,1,1.27,154,2020-11-05,18:43,155,80,72,8,0,0,89,447,610,463,103,157,119,430,600,600,116,40,34,6,0,0,50,444,610,469,96,184,125,420,590,590,108,40,38,2,0,0,39,449,610,457,110,42,113,430,610,610,124,0,0,0,0,0,NA
313,1448,C1G0002,Running Memory,155,0,1.24,ARES_JSC1,1,1.27,155,2020-11-06,07:37,154,79,77,2,0,1,87,471,420,470,117,113,117,450,420,420,115,39,38,1,0,1,48,509,500,509,112,0,110,485,500,500,99,40,39,1,0,0,39,434,340,431,112,0,111,420,340,340,135,0,0,0,0,0,NA
314,1457,C1G0002,Running Memory,156,0,1.24,ARES_JSC1,1,1.27,156,2020-11-06,12:46,148,80,75,5,0,0,88,417,408,417,88,101,88,400,375,375,134,40,39,1,0,0,49,407,300,404,80,0,80,380,300,300,144,40,36,4,0,0,39,429,435,430,96,94,94,405,410,410,125,0,0,0,0,0,NA
315,1469,C1G0002,Running Memory,157,0,1.24,ARES_JSC1,1,1.27,157,2020-11-06,20:07,155,80,76,4,0,0,88,463,557,468,98,194,105,450,575,575,121,40,38,2,0,0,49,480,700,491,108,98,117,465,700,700,116,40,38,2,0,0,39,446,415,444,86,148,88,445,415,415,128,0,0,0,0,0,NA
316,1475,C1G0002,Running Memory,158,0,1.24,ARES_JSC1,1,1.27,158,2020-11-07,07:25,152,80,77,3,0,0,88,415,553,420,83,185,90,400,460,460,137,40,38,2,0,0,49,429,555,435,91,261,102,420,555,555,130,40,39,1,0,0,39,401,550,405,72,0,75,390,550,550,144,0,0,0,0,0,NA
317,1481,C1G0002,Running Memory,159,0,1.24,ARES_JSC1,1,1.27,159,2020-11-07,13:23,157,80,77,3,0,0,88,483,560,486,92,191,96,475,495,495,118,40,39,1,0,0,49,490,650,494,92,0,94,475,650,650,118,40,38,2,0,0,39,476,515,478,93,247,99,470,515,515,119,0,0,0,0,0,NA
318,1491,C1G0002,Running Memory,160,0,1.24,ARES_JSC1,1,1.27,160,2020-11-07,19:00,154,79,75,4,0,1,89,427,537,432,92,188,100,405,535,535,121,40,38,2,0,0,50,443,700,456,100,28,112,420,700,700,124,39,37,2,0,1,39,410,375,408,82,21,80,400,375,375,117,0,0,0,0,0,NA
319,1497,C1G0002,Running Memory,161,0,1.24,ARES_JSC1,1,1.27,161,2020-11-09,07:54,152,80,74,6,0,0,88,443,401,440,109,123,110,425,345,345,126,40,38,2,0,0,49,450,330,444,108,56,109,425,330,330,128,40,36,4,0,0,39,436,437,436,111,138,112,425,420,420,123,0,0,0,0,0,NA
320,1509,C1G0002,Running Memory,162,0,1.24,ARES_JSC1,1,1.27,162,2020-11-09,16:10,149,80,79,1,0,0,88,421,500,422,81,0,81,400,500,500,140,40,40,0,0,0,49,439,NA,439,90,NA,90,420,NA,NA,136,40,39,1,0,0,39,403,500,406,66,0,67,385,500,500,144,0,0,0,0,0,NA
321,1512,C1G0002,Running Memory,163,0,1.24,ARES_JSC1,1,1.27,163,2020-11-09,19:53,154,80,76,4,0,0,88,416,475,419,94,200,100,390,395,395,136,40,38,2,0,0,49,435,565,441,103,289,114,405,565,565,129,40,38,2,0,0,39,396,385,396,80,63,78,390,385,385,143,0,0,0,0,0,NA
322,107,C1G0002,Running Memory,4,0,1.24,ARES_JSC1,1,1.27,4,2020-01-01,00:20,166,79,79,0,0,1,88,577,NA,577,109,NA,109,550,NA,NA,97,40,40,0,0,0,49,589,NA,589,112,NA,112,555,NA,NA,101,39,39,0,0,1,39,565,NA,565,105,NA,105,540,NA,NA,93,0,0,0,0,0,NA
323,113,C1G0002,Running Memory,5,0,1.24,ARES_JSC1,1,1.27,5,2020-01-01,04:39,163,80,80,0,0,0,88,532,NA,532,110,NA,110,505,NA,NA,112,40,40,0,0,0,49,541,NA,541,109,NA,109,510,NA,NA,110,40,40,0,0,0,39,522,NA,522,111,NA,111,505,NA,NA,114,0,0,0,0,0,NA
324,125,C1G0002,Running Memory,6,0,1.24,ARES_JSC1,1,1.27,6,2020-01-01,10:29,165,79,79,0,0,1,88,544,NA,544,126,NA,126,500,NA,NA,102,39,39,0,0,1,49,562,NA,562,120,NA,120,520,NA,NA,93,40,40,0,0,0,39,527,NA,527,131,NA,131,485,NA,NA,113,0,0,0,0,0,NA
325,77,C1G0002,Running Memory,1,0,1.24,ARES_JSC1,1,1.27,1,2020-01-02,14:23,167,79,78,1,0,1,88,590,550,590,124,0,123,570,550,550,94,39,38,1,0,1,49,589,550,588,117,0,116,570,550,550,87,40,40,0,0,0,39,591,NA,591,131,NA,131,565,NA,NA,101,0,0,0,0,0,NA
326,86,C1G0002,Running Memory,2,0,1.24,ARES_JSC1,1,1.27,2,2020-01-02,22:08,168,77,74,3,0,3,89,564,446,560,125,47,124,540,420,420,85,39,37,2,0,1,50,549,455,544,119,63,118,525,455,455,91,38,37,1,0,2,39,579,430,575,130,0,131,555,430,430,79,0,0,0,0,0,NA
327,92,C1G0002,Running Memory,3,0,1.24,ARES_JSC1,1,1.27,3,2020-01-03,03:10,166,80,77,3,0,0,88,586,426,580,141,32,142,570,415,415,99,40,38,2,0,0,49,609,420,600,149,42,151,585,420,420,94,40,39,1,0,0,39,563,440,560,131,0,131,560,440,440,104,0,0,0,0,0,NA
328,132,C1G0002,Simple Reaction Time,7,0,1.23,ARES_JSC1,1,1.27,7,2020-09-13,09:49,37,20,20,0,0,0,0,284,NA,284,48,NA,48,270,NA,NA,211,10,10,0,0,0,0,289,NA,289,66,NA,66,260,NA,NA,207,10,10,0,0,0,0,279,NA,279,22,NA,22,280,NA,NA,215,0,0,0,0,0,NA
329,138,C1G0002,Simple Reaction Time,8,0,1.23,ARES_JSC1,1,1.27,8,2020-09-13,13:33,37,20,20,0,0,0,0,302,NA,302,60,NA,60,290,NA,NA,198,10,10,0,0,0,0,271,NA,271,40,NA,40,260,NA,NA,221,10,10,0,0,0,0,333,NA,333,63,NA,63,300,NA,NA,180,0,0,0,0,0,NA
330,144,C1G0002,Simple Reaction Time,9,0,1.23,ARES_JSC1,1,1.27,9,2020-09-13,18:29,34,20,20,0,0,0,0,252,NA,252,40,NA,40,240,NA,NA,237,10,10,0,0,0,0,241,NA,241,20,NA,20,240,NA,NA,248,10,10,0,0,0,0,264,NA,264,52,NA,52,250,NA,NA,227,0,0,0,0,0,NA
331,153,C1G0002,Simple Reaction Time,10,0,1.23,ARES_JSC1,1,1.27,10,2020-09-14,06:32,33,20,20,0,0,0,0,264,NA,264,54,NA,54,250,NA,NA,226,10,10,0,0,0,0,277,NA,277,70,NA,70,250,NA,NA,216,10,10,0,0,0,0,252,NA,252,33,NA,33,250,NA,NA,238,0,0,0,0,0,NA
332,168,C1G0002,Simple Reaction Time,11,0,1.23,ARES_JSC1,1,1.27,11,2020-09-14,13:12,35,20,20,0,0,0,0,266,NA,266,33,NA,33,265,NA,NA,225,10,10,0,0,0,0,263,NA,263,42,NA,42,250,NA,NA,228,10,10,0,0,0,0,269,NA,269,23,NA,23,270,NA,NA,223,0,0,0,0,0,NA
333,174,C1G0002,Simple Reaction Time,12,0,1.23,ARES_JSC1,1,1.27,12,2020-09-14,18:21,36,20,20,0,0,0,1,277,NA,277,58,NA,58,265,NA,NA,216,10,10,0,0,0,1,280,NA,280,79,NA,79,260,NA,NA,214,10,10,0,0,0,0,274,NA,274,31,NA,31,270,NA,NA,218,0,0,0,0,0,NA
334,183,C1G0002,Simple Reaction Time,13,0,1.23,ARES_JSC1,1,1.27,13,2020-09-15,06:39,35,20,20,0,0,0,0,259,NA,259,47,NA,47,245,NA,NA,231,10,10,0,0,0,0,265,NA,265,61,NA,61,250,NA,NA,226,10,10,0,0,0,0,253,NA,253,29,NA,29,240,NA,NA,237,0,0,0,0,0,NA
335,189,C1G0002,Simple Reaction Time,14,0,1.23,ARES_JSC1,1,1.27,14,2020-09-15,13:25,35,20,20,0,0,0,0,253,NA,253,26,NA,26,250,NA,NA,237,10,10,0,0,0,0,250,NA,250,33,NA,33,240,NA,NA,240,10,10,0,0,0,0,256,NA,256,17,NA,17,250,NA,NA,234,0,0,0,0,0,NA
336,201,C1G0002,Simple Reaction Time,15,0,1.23,ARES_JSC1,1,1.27,15,2020-09-15,18:58,37,20,20,0,0,0,0,232,NA,232,39,NA,39,230,NA,NA,258,10,10,0,0,0,0,242,NA,242,37,NA,37,245,NA,NA,247,10,10,0,0,0,0,223,NA,223,40,NA,40,210,NA,NA,269,0,0,0,0,0,NA
337,210,C1G0002,Simple Reaction Time,16,0,1.23,ARES_JSC1,1,1.27,16,2020-09-16,06:43,39,20,20,0,0,0,0,271,NA,271,35,NA,35,270,NA,NA,220,10,10,0,0,0,0,285,NA,285,38,NA,38,285,NA,NA,210,10,10,0,0,0,0,258,NA,258,26,NA,26,255,NA,NA,232,0,0,0,0,0,NA
338,219,C1G0002,Simple Reaction Time,17,0,1.23,ARES_JSC1,1,1.27,17,2020-09-16,12:32,33,20,20,0,0,0,0,231,NA,231,24,NA,24,230,NA,NA,259,10,10,0,0,0,0,221,NA,221,29,NA,29,220,NA,NA,271,10,10,0,0,0,0,241,NA,241,15,NA,15,235,NA,NA,248,0,0,0,0,0,NA
339,228,C1G0002,Simple Reaction Time,18,0,1.23,ARES_JSC1,1,1.27,18,2020-09-16,18:30,34,20,20,0,0,0,0,218,NA,218,29,NA,29,220,NA,NA,275,10,10,0,0,0,0,222,NA,222,36,NA,36,220,NA,NA,270,10,10,0,0,0,0,214,NA,214,20,NA,20,210,NA,NA,280,0,0,0,0,0,NA
340,237,C1G0002,Simple Reaction Time,19,0,1.23,ARES_JSC1,1,1.27,19,2020-09-17,06:30,33,20,20,0,0,0,0,265,NA,265,31,NA,31,255,NA,NA,226,10,10,0,0,0,0,272,NA,272,38,NA,38,260,NA,NA,220,10,10,0,0,0,0,258,NA,258,22,NA,22,255,NA,NA,232,0,0,0,0,0,NA
341,246,C1G0002,Simple Reaction Time,20,0,1.23,ARES_JSC1,1,1.27,20,2020-09-17,12:42,34,20,20,0,0,0,1,214,NA,214,51,NA,51,220,NA,NA,280,10,10,0,0,0,1,195,NA,195,58,NA,58,210,NA,NA,307,10,10,0,0,0,0,233,NA,233,35,NA,35,220,NA,NA,257,0,0,0,0,0,NA
342,255,C1G0002,Simple Reaction Time,21,0,1.23,ARES_JSC1,1,1.27,21,2020-09-17,19:12,37,20,20,0,0,0,0,265,NA,265,38,NA,38,265,NA,NA,225,10,10,0,0,0,0,259,NA,259,27,NA,27,255,NA,NA,231,10,10,0,0,0,0,272,NA,272,46,NA,46,270,NA,NA,220,0,0,0,0,0,NA
343,264,C1G0002,Simple Reaction Time,22,0,1.23,ARES_JSC1,1,1.27,22,2020-09-18,06:46,32,20,20,0,0,0,0,227,NA,227,35,NA,35,225,NA,NA,263,10,10,0,0,0,0,236,NA,236,41,NA,41,225,NA,NA,254,10,10,0,0,0,0,219,NA,219,26,NA,26,225,NA,NA,273,0,0,0,0,0,NA
344,270,C1G0002,Simple Reaction Time,23,0,1.23,ARES_JSC1,1,1.27,23,2020-09-18,12:48,36,20,20,0,0,0,0,248,NA,248,24,NA,24,250,NA,NA,241,10,10,0,0,0,0,239,NA,239,24,NA,24,235,NA,NA,251,10,10,0,0,0,0,257,NA,257,22,NA,22,255,NA,NA,233,0,0,0,0,0,NA
345,279,C1G0002,Simple Reaction Time,24,0,1.23,ARES_JSC1,1,1.27,24,2020-09-18,18:17,33,20,20,0,0,0,0,257,NA,257,73,NA,73,240,NA,NA,233,10,10,0,0,0,0,239,NA,239,40,NA,40,225,NA,NA,251,10,10,0,0,0,0,275,NA,275,95,NA,95,240,NA,NA,218,0,0,0,0,0,NA
