ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Start_Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
73,767,C1G0001,Matching To Sample,79,0,1.23,ARES_JSC1,1,1.27,79,10/10/2002,19:01,160,10,9,1,0,0,11,1964,2210,1989,929,0,879,1385,2210,2210,27,5,5,0,0,0,7,1418,NA,1418,597,NA,597,1115,NA,NA,42,5,4,1,0,0,4,2647,2210,2560,841,0,754,2810,2210,2210,18,0,0,0,0,0,NA
74,776,C1G0001,Matching To Sample,80,0,1.23,ARES_JSC1,1,1.27,80,10/11/2002,7:39,140,10,7,3,0,0,11,1400,2570,1751,496,529,738,1235,2270,2270,23,5,4,1,0,0,7,1290,2370,1506,500,0,649,1315,2370,2370,31,5,3,2,0,0,4,1546,2670,1996,554,707,810,1235,2670,2670,18,0,0,0,0,0,NA
75,791,C1G0001,Matching To Sample,81,0,1.23,ARES_JSC1,1,1.27,81,10/11/2002,13:09,142,10,8,2,0,0,11,1781,2620,1949,745,296,753,1615,2620,2620,24,5,4,1,0,0,7,1695,2410,1838,801,0,764,1515,2410,2410,26,5,4,1,0,0,4,1867,2830,2060,797,0,813,1790,2830,2830,23,0,0,0,0,0,NA
76,794,C1G0001,Matching To Sample,82,0,1.23,ARES_JSC1,1,1.27,82,10/11/2002,18:48,149,10,10,0,0,0,11,1814,NA,1814,429,NA,429,1860,NA,NA,33,5,5,0,0,0,7,1714,NA,1714,329,NA,329,1815,NA,NA,35,5,5,0,0,0,4,1914,NA,1914,529,NA,529,1840,NA,NA,31,0,0,0,0,0,NA
77,809,C1G0001,Matching To Sample,83,0,1.23,ARES_JSC1,1,1.27,83,10/12/2002,7:24,142,10,10,0,0,0,11,1970,NA,1970,772,NA,772,1740,NA,NA,30,5,5,0,0,0,7,2044,NA,2044,950,NA,950,1410,NA,NA,29,5,5,0,0,0,4,1896,NA,1896,650,NA,650,1740,NA,NA,31,0,0,0,0,0,NA
78,812,C1G0001,Matching To Sample,84,0,1.23,ARES_JSC1,1,1.27,84,10/12/2002,12:34,141,10,9,1,0,0,11,1255,3240,1454,230,0,664,1180,3240,3240,37,5,5,0,0,0,7,1330,NA,1330,276,NA,276,1200,NA,NA,45,5,4,1,0,0,4,1162,3240,1578,140,0,937,1180,3240,3240,30,0,0,0,0,0,NA
79,827,C1G0001,Matching To Sample,85,0,1.23,ARES_JSC1,1,1.27,85,10/12/2002,19:26,153,10,10,0,0,0,11,1578,NA,1578,616,NA,616,1425,NA,NA,38,5,5,0,0,0,7,1536,NA,1536,604,NA,604,1275,NA,NA,39,5,5,0,0,0,4,1620,NA,1620,696,NA,696,1440,NA,NA,37,0,0,0,0,0,NA
80,830,C1G0001,Matching To Sample,86,0,1.23,ARES_JSC1,1,1.27,86,10/13/2002,7:15,149,10,10,0,0,0,11,1808,NA,1808,873,NA,873,1365,NA,NA,33,5,5,0,0,0,7,1304,NA,1304,256,NA,256,1230,NA,NA,46,5,5,0,0,0,4,2312,NA,2312,1007,NA,1007,2015,NA,NA,25,0,0,0,0,0,NA
81,837,C1G0001,Matching To Sample,87,0,1.23,ARES_JSC1,1,1.27,87,10/13/2002,12:41,142,10,7,3,0,0,11,2192,1693,2043,688,941,755,1970,1300,1300,20,5,3,2,0,0,7,2376,2215,2312,645,374,500,2145,2215,2215,15,5,4,1,0,0,4,2055,650,1774,782,0,924,1915,650,650,27,0,0,0,0,0,NA
82,846,C1G0001,Matching To Sample,88,0,1.23,ARES_JSC1,1,1.27,88,10/13/2002,18:32,141,10,10,0,0,0,11,1927,NA,1927,643,NA,643,1770,NA,NA,31,5,5,0,0,0,7,1608,NA,1608,176,NA,176,1530,NA,NA,37,5,5,0,0,0,4,2246,NA,2246,803,NA,803,2005,NA,NA,26,0,0,0,0,0,NA
83,861,C1G0001,Matching To Sample,89,0,1.23,ARES_JSC1,1,1.27,89,10/14/2002,7:37,143,10,9,1,0,0,11,2002,2650,2067,1009,0,973,1485,2650,2650,26,5,5,0,0,0,7,2338,NA,2338,1286,NA,1286,1690,NA,NA,25,5,4,1,0,0,4,1582,2650,1796,295,0,541,1455,2650,2650,26,0,0,0,0,0,NA
84,867,C1G0001,Matching To Sample,90,0,1.23,ARES_JSC1,1,1.27,90,10/14/2002,13:28,141,10,10,0,0,0,11,1851,NA,1851,860,NA,860,1610,NA,NA,32,5,5,0,0,0,7,1978,NA,1978,921,NA,921,1580,NA,NA,30,5,5,0,0,0,4,1724,NA,1724,879,NA,879,1245,NA,NA,34,0,0,0,0,0,NA
85,879,C1G0001,Matching To Sample,91,0,1.23,ARES_JSC1,1,1.27,91,10/14/2002,19:12,146,10,8,2,0,0,11,1602,2010,1684,787,1329,841,1395,2010,2010,28,5,4,1,0,0,7,1130,2950,1494,217,0,835,1075,2950,2950,32,5,4,1,0,0,4,2075,1070,1874,896,0,897,1805,1070,1070,25,1,0,0,0,0,NA
86,888,C1G0001,Matching To Sample,92,0,1.23,ARES_JSC1,1,1.27,92,10/15/2002,7:49,141,10,8,2,0,0,11,1648,2840,1887,713,579,828,1445,2840,2840,25,5,5,0,0,0,7,1790,NA,1790,615,NA,615,1445,NA,NA,33,5,3,2,0,0,4,1413,2840,1984,945,579,1068,870,2840,2840,18,0,0,0,0,0,NA
87,891,C1G0001,Matching To Sample,93,0,1.23,ARES_JSC1,1,1.27,93,10/15/2002,12:23,138,10,9,1,0,0,11,1317,4630,1649,490,0,1145,1100,4630,4630,32,5,5,0,0,0,7,1058,NA,1058,201,NA,201,955,NA,NA,56,5,4,1,0,0,4,1642,4630,2240,579,0,1427,1560,4630,4630,21,0,0,0,0,0,NA
88,900,C1G0001,Matching To Sample,94,0,1.23,ARES_JSC1,1,1.27,94,10/15/2002,20:12,137,10,10,0,0,0,11,1649,NA,1649,806,NA,806,1265,NA,NA,36,5,5,0,0,0,7,1526,NA,1526,667,NA,667,1120,NA,NA,39,5,5,0,0,0,4,1772,NA,1772,990,NA,990,1265,NA,NA,33,0,0,0,0,0,NA
89,909,C1G0001,Matching To Sample,95,0,1.23,ARES_JSC1,1,1.27,95,10/16/2002,7:38,147,10,10,0,0,0,11,2102,NA,2102,941,NA,941,1890,NA,NA,28,5,5,0,0,0,7,1328,NA,1328,152,NA,152,1265,NA,NA,45,5,5,0,0,0,4,2876,NA,2876,687,NA,687,2625,NA,NA,20,0,0,0,0,0,NA
90,918,C1G0001,Matching To Sample,96,0,1.23,ARES_JSC1,1,1.27,96,10/16/2002,12:39,141,10,9,1,0,0,11,1714,2530,1796,689,0,699,1435,2530,2530,30,5,4,1,0,0,7,1322,2530,1564,212,0,570,1230,2530,2530,30,5,5,0,0,0,4,2028,NA,2028,800,NA,800,1490,NA,NA,29,0,0,0,0,0,NA
91,933,C1G0001,Matching To Sample,97,0,1.23,ARES_JSC1,1,1.27,97,10/16/2002,20:22,132,10,10,0,0,0,11,1136,NA,1136,323,NA,323,1085,NA,NA,52,5,5,0,0,0,7,1130,NA,1130,402,NA,402,910,NA,NA,53,5,5,0,0,0,4,1142,NA,1142,271,NA,271,1090,NA,NA,52,0,0,0,0,0,NA
92,936,C1G0001,Matching To Sample,98,0,1.23,ARES_JSC1,1,1.27,98,10/17/2002,8:03,147,10,8,2,0,0,11,1932,1960,1938,657,565,609,1790,1960,1960,24,5,4,1,0,0,7,2452,1560,2274,465,0,567,2485,1560,1560,21,5,4,1,0,0,4,1412,2360,1602,265,0,481,1390,2360,2360,29,0,0,0,0,0,NA
93,945,C1G0001,Matching To Sample,99,0,1.23,ARES_JSC1,1,1.27,99,10/17/2002,12:20,155,10,10,0,0,0,11,1565,NA,1565,550,NA,550,1380,NA,NA,38,5,5,0,0,0,7,1304,NA,1304,220,NA,220,1295,NA,NA,46,5,5,0,0,0,4,1826,NA,1826,679,NA,679,1380,NA,NA,32,0,0,0,0,0,NA
94,955,C1G0001,Matching To Sample,100,0,1.23,ARES_JSC1,1,1.27,100,10/17/2002,19:01,144,10,8,2,0,0,11,1751,3050,2011,1015,2220,1284,1355,3050,3050,23,5,3,2,0,0,7,1160,3050,1916,226,2220,1526,1040,3050,3050,18,5,5,0,0,0,4,2106,NA,2106,1166,NA,1166,1415,NA,NA,28,0,0,0,0,0,NA
95,967,C1G0001,Matching To Sample,101,0,1.23,ARES_JSC1,1,1.27,101,10/18/2002,7:28,140,10,9,1,0,0,11,1230,2480,1355,400,0,546,1030,2480,2480,39,5,4,1,0,0,7,1040,2480,1328,140,0,655,1005,2480,2480,36,5,5,0,0,0,4,1382,NA,1382,490,NA,490,1155,NA,NA,43,0,0,0,0,0,NA
96,976,C1G0001,Matching To Sample,102,0,1.23,ARES_JSC1,1,1.27,102,10/18/2002,14:06,141,10,7,3,0,0,11,1262,2710,1697,411,1958,1205,1105,2115,2115,24,5,4,1,0,0,7,1145,450,1006,465,0,508,1000,450,450,47,5,3,2,0,0,4,1420,3840,2388,343,84,1348,1290,3840,3840,15,0,0,0,0,0,NA
97,979,C1G0001,Matching To Sample,103,0,1.23,ARES_JSC1,1,1.27,103,10/18/2002,18:57,177,10,10,0,0,0,11,2172,NA,2172,1051,NA,1051,1820,NA,NA,27,5,5,0,0,0,7,2446,NA,2446,1134,NA,1134,1800,NA,NA,24,5,5,0,0,0,4,1898,NA,1898,1005,NA,1005,1340,NA,NA,31,0,0,0,0,0,NA
98,986,C1G0001,Matching To Sample,104,0,1.23,ARES_JSC1,1,1.27,104,10/19/2002,7:28,156,10,7,3,0,0,11,2071,3440,2482,934,1203,1158,1860,3085,3085,16,5,3,2,0,0,7,2860,4135,3370,468,21,773,2710,4135,4135,10,5,4,1,0,0,4,1480,2050,1594,714,0,669,1245,2050,2050,30,0,0,0,0,0,NA
99,995,C1G0001,Matching To Sample,105,0,1.23,ARES_JSC1,1,1.27,105,10/19/2002,12:54,156,10,8,2,0,0,11,2685,2770,2702,1496,240,1322,2045,2770,2770,17,5,5,0,0,0,7,2734,NA,2734,1595,NA,1595,1875,NA,NA,21,5,3,2,0,0,4,2603,2770,2670,1650,240,1177,1680,2770,2770,13,0,0,0,0,0,NA
100,1004,C1G0001,Matching To Sample,106,0,1.23,ARES_JSC1,1,1.27,106,10/19/2002,19:09,144,10,9,1,0,0,11,1615,3280,1782,719,0,858,1405,3280,3280,30,5,5,0,0,0,7,1754,NA,1754,978,NA,978,1290,NA,NA,34,5,4,1,0,0,4,1442,3280,1810,177,0,835,1405,3280,3280,26,0,0,0,0,0,NA
101,1013,C1G0001,Matching To Sample,107,0,1.23,ARES_JSC1,1,1.27,107,10/20/2002,9:19,138,10,7,3,0,0,11,1002,2373,1414,277,707,775,975,1965,1965,29,5,4,1,0,0,7,872,1970,1092,287,0,550,820,1970,1970,43,5,3,2,0,0,4,1176,2575,1736,164,869,888,1115,2575,2575,20,0,0,0,0,0,NA
102,1025,C1G0001,Matching To Sample,108,0,1.23,ARES_JSC1,1,1.27,108,10/20/2002,12:20,139,10,10,0,0,0,11,1497,NA,1497,651,NA,651,1315,NA,NA,40,5,5,0,0,0,7,1714,NA,1714,901,NA,901,1300,NA,NA,35,5,5,0,0,0,4,1280,NA,1280,160,NA,160,1280,NA,NA,46,0,0,0,0,0,NA
103,1034,C1G0001,Matching To Sample,109,0,1.23,ARES_JSC1,1,1.27,109,10/20/2002,18:51,145,10,9,1,0,0,11,1795,3720,1988,836,0,996,1335,3720,3720,27,5,5,0,0,0,7,1838,NA,1838,1072,NA,1072,1265,NA,NA,32,5,4,1,0,0,4,1742,3720,2138,570,0,1013,1710,3720,3720,22,0,0,0,0,0,NA
104,1046,C1G0001,Matching To Sample,110,0,1.23,ARES_JSC1,1,1.27,110,10/21/2002,8:07,142,10,10,0,0,0,11,1965,NA,1965,918,NA,918,1725,NA,NA,30,5,5,0,0,0,7,1672,NA,1672,922,NA,922,1145,NA,NA,35,5,5,0,0,0,4,2258,NA,2258,912,NA,912,1840,NA,NA,26,0,0,0,0,0,NA
105,1052,C1G0001,Matching To Sample,111,0,1.23,ARES_JSC1,1,1.27,111,10/21/2002,12:17,146,10,9,1,0,0,11,1978,3350,2116,1083,0,1109,1550,3350,3350,25,5,4,1,0,0,7,1797,3350,2108,894,0,1040,1540,3350,3350,22,5,5,0,0,0,4,2124,NA,2124,1299,NA,1299,1550,NA,NA,28,0,0,0,0,0,NA
106,1058,C1G0001,Matching To Sample,112,0,1.23,ARES_JSC1,1,1.27,112,10/21/2002,18:43,140,10,8,2,0,0,11,1406,2290,1583,353,622,528,1405,2290,2290,30,5,5,0,0,0,7,1454,NA,1454,286,NA,286,1405,NA,NA,41,5,3,2,0,0,4,1326,2290,1712,507,622,709,1035,2290,2290,21,0,0,0,0,0,NA
107,1067,C1G0001,Matching To Sample,113,0,1.23,ARES_JSC1,1,1.27,113,10/22/2002,7:30,136,10,10,0,0,0,11,1157,NA,1157,302,NA,302,1105,NA,NA,51,5,5,0,0,0,7,996,NA,996,160,NA,160,905,NA,NA,60,5,5,0,0,0,4,1318,NA,1318,339,NA,339,1170,NA,NA,45,0,0,0,0,0,NA
108,1078,C1G0001,Matching To Sample,114,0,1.23,ARES_JSC1,1,1.27,114,10/22/2002,13:11,136,10,9,1,0,0,11,1328,2600,1456,476,0,602,1160,2600,2600,37,5,4,1,0,0,7,1072,2600,1378,166,0,698,1080,2600,2600,34,5,5,0,0,0,4,1534,NA,1534,561,NA,561,1235,NA,NA,39,0,0,0,0,0,NA
109,1084,C1G0001,Matching To Sample,115,0,1.23,ARES_JSC1,1,1.27,115,10/22/2002,19:11,136,10,10,0,0,0,11,1236,NA,1236,312,NA,312,1155,NA,NA,48,5,5,0,0,0,7,1434,NA,1434,307,NA,307,1290,NA,NA,41,5,5,0,0,0,4,1038,NA,1038,164,NA,164,1000,NA,NA,57,0,0,0,0,0,NA
110,1090,C1G0001,Matching To Sample,116,0,1.23,ARES_JSC1,1,1.27,116,10/23/2002,7:15,144,10,9,1,0,0,11,1985,3310,2118,643,0,737,1970,3310,3310,25,5,4,1,0,0,7,1630,3310,1966,794,0,1018,1410,3310,3310,24,5,5,0,0,0,4,2270,NA,2270,355,NA,355,2065,NA,NA,26,0,0,0,0,0,NA
111,1099,C1G0001,Matching To Sample,117,0,1.23,ARES_JSC1,1,1.27,117,10/23/2002,12:28,143,10,8,2,0,0,11,1741,2900,1973,937,947,1010,1300,2900,2900,24,5,5,0,0,0,7,1548,NA,1548,754,NA,754,1245,NA,NA,38,5,3,2,0,0,4,2063,2900,2398,1298,947,1130,1350,2900,2900,15,0,0,0,0,0,NA
112,1111,C1G0001,Matching To Sample,118,0,1.23,ARES_JSC1,1,1.27,118,10/23/2002,19:07,140,10,8,2,0,0,11,1647,1945,1707,740,997,743,1225,1945,1945,28,5,5,0,0,0,7,1664,NA,1664,650,NA,650,1225,NA,NA,36,5,3,2,0,0,4,1620,1945,1750,1033,997,902,1025,1945,1945,20,0,0,0,0,0,NA
113,1117,C1G0001,Matching To Sample,119,0,1.23,ARES_JSC1,1,1.27,119,10/24/2002,7:27,143,10,9,1,0,0,11,1841,4140,2071,941,0,1147,1385,4140,4140,26,5,4,1,0,0,7,2030,4140,2452,1168,0,1383,1750,4140,4140,19,5,5,0,0,0,4,1690,NA,1690,827,NA,827,1205,NA,NA,35,0,0,0,0,0,NA
114,1126,C1G0001,Matching To Sample,120,0,1.23,ARES_JSC1,1,1.27,120,10/24/2002,12:42,138,10,10,0,0,0,11,1669,NA,1669,822,NA,822,1460,NA,NA,35,5,5,0,0,0,7,1734,NA,1734,768,NA,768,1245,NA,NA,34,5,5,0,0,0,4,1604,NA,1604,958,NA,958,1240,NA,NA,37,0,0,0,0,0,NA
115,1141,C1G0001,Matching To Sample,121,0,1.23,ARES_JSC1,1,1.27,121,10/24/2002,18:37,148,10,10,0,0,0,11,2178,NA,2178,1057,NA,1057,1990,NA,NA,27,5,5,0,0,0,7,1898,NA,1898,1113,NA,1113,1275,NA,NA,31,5,5,0,0,0,4,2458,NA,2458,1039,NA,1039,1990,NA,NA,24,0,0,0,0,0,NA
116,1150,C1G0001,Matching To Sample,122,0,1.23,ARES_JSC1,1,1.27,122,10/25/2002,8:55,154,10,10,0,0,0,11,2253,NA,2253,1060,NA,1060,1705,NA,NA,26,5,5,0,0,0,7,2006,NA,2006,980,NA,980,1610,NA,NA,29,5,5,0,0,0,4,2500,NA,2500,1189,NA,1189,1885,NA,NA,24,0,0,0,0,0,NA
117,1153,C1G0001,Matching To Sample,123,0,1.23,ARES_JSC1,1,1.27,123,10/25/2002,12:56,138,10,8,2,0,0,11,1656,1705,1666,729,459,661,1475,1705,1705,28,5,4,1,0,0,7,1480,2030,1590,551,0,537,1300,2030,2030,30,5,4,1,0,0,4,1832,1380,1742,924,0,825,1730,1380,1380,27,0,0,0,0,0,NA
118,1162,C1G0001,Matching To Sample,124,0,1.23,ARES_JSC1,1,1.27,124,10/25/2002,19:08,136,10,7,3,0,0,11,1122,1146,1130,311,125,261,1115,1075,1075,37,5,4,1,0,0,7,1107,1290,1144,309,0,279,1120,1290,1290,41,5,3,2,0,0,4,1143,1075,1116,384,21,274,980,1075,1075,32,0,0,0,0,0,NA
119,1171,C1G0001,Matching To Sample,125,0,1.23,ARES_JSC1,1,1.27,125,10/26/2002,7:23,144,10,10,0,0,0,11,2158,NA,2158,652,NA,652,2070,NA,NA,27,5,5,0,0,0,7,2036,NA,2036,659,NA,659,1810,NA,NA,29,5,5,0,0,0,4,2280,NA,2280,696,NA,696,2060,NA,NA,26,0,0,0,0,0,NA
120,1180,C1G0001,Matching To Sample,126,0,1.23,ARES_JSC1,1,1.27,126,10/26/2002,12:30,143,10,10,0,0,0,11,1296,NA,1296,282,NA,282,1240,NA,NA,46,5,5,0,0,0,7,1268,NA,1268,302,NA,302,1210,NA,NA,47,5,5,0,0,0,4,1324,NA,1324,294,NA,294,1195,NA,NA,45,0,0,0,0,0,NA
121,1189,C1G0001,Matching To Sample,127,0,1.23,ARES_JSC1,1,1.27,127,10/26/2002,18:51,133,10,10,0,0,0,11,1157,NA,1157,511,NA,511,1020,NA,NA,51,5,5,0,0,0,7,894,NA,894,173,NA,173,805,NA,NA,67,5,5,0,0,0,4,1420,NA,1420,620,NA,620,1100,NA,NA,42,0,0,0,0,0,NA
122,1201,C1G0001,Matching To Sample,128,0,1.23,ARES_JSC1,1,1.27,128,10/27/2002,6:33,142,10,8,2,0,0,11,2158,1485,2024,1484,544,1352,1590,1485,1485,23,5,3,2,0,0,7,3683,1485,2804,1372,544,1570,2915,1485,1485,12,5,5,0,0,0,4,1244,NA,1244,355,NA,355,1135,NA,NA,48,0,0,0,0,0,NA
123,1207,C1G0001,Matching To Sample,129,0,1.23,ARES_JSC1,1,1.27,129,10/27/2002,12:39,135,10,10,0,0,0,11,1319,NA,1319,366,NA,366,1200,NA,NA,45,5,5,0,0,0,7,1222,NA,1222,198,NA,198,1145,NA,NA,49,5,5,0,0,0,4,1416,NA,1416,488,NA,488,1205,NA,NA,42,0,0,0,0,0,NA
124,1210,C1G0001,Matching To Sample,130,0,1.23,ARES_JSC1,1,1.27,130,10/27/2002,18:00,152,10,7,3,0,0,11,2330,2873,2493,1066,1196,1070,1930,2185,2185,16,5,4,1,0,0,7,2072,2280,2114,1080,0,940,1810,2280,2280,22,5,3,2,0,0,4,2673,3170,2872,1163,1527,1155,2120,3170,3170,12,0,0,0,0,0,NA
125,1219,C1G0001,Matching To Sample,131,0,1.23,ARES_JSC1,1,1.27,131,10/28/2002,6:34,145,10,7,3,0,0,11,2132,2260,2171,868,918,833,1940,1750,1750,19,5,4,1,0,0,7,1695,1500,1656,927,0,807,1270,1500,1500,28,5,3,2,0,0,4,2716,2640,2686,281,905,496,2555,2640,2640,13,0,0,0,0,0,NA
126,1231,C1G0001,Matching To Sample,132,0,1.23,ARES_JSC1,1,1.27,132,10/28/2002,11:56,141,10,9,1,0,0,11,1580,2080,1630,756,0,730,1195,2080,2080,33,5,5,0,0,0,7,1560,NA,1560,594,NA,594,1440,NA,NA,38,5,4,1,0,0,4,1605,2080,1700,1027,0,914,1195,2080,2080,28,0,0,0,0,0,NA
127,1242,C1G0001,Matching To Sample,133,0,1.23,ARES_JSC1,1,1.27,133,10/28/2002,20:02,143,10,9,1,0,0,11,1312,2420,1423,541,0,618,1170,2420,2420,37,5,4,1,0,0,7,980,2420,1268,259,0,682,1060,2420,2420,37,5,5,0,0,0,4,1578,NA,1578,580,NA,580,1320,NA,NA,38,0,0,0,0,0,NA
128,1245,C1G0001,Matching To Sample,134,0,1.23,ARES_JSC1,1,1.27,134,10/29/2002,6:39,139,10,10,0,0,0,11,1129,NA,1129,336,NA,336,1040,NA,NA,53,5,5,0,0,0,7,1116,NA,1116,449,NA,449,940,NA,NA,53,5,5,0,0,0,4,1142,NA,1142,227,NA,227,1065,NA,NA,52,0,0,0,0,0,NA
129,1257,C1G0001,Matching To Sample,135,0,1.23,ARES_JSC1,1,1.27,135,10/29/2002,11:36,144,10,10,0,0,0,11,1546,NA,1546,729,NA,729,1305,NA,NA,38,5,5,0,0,0,7,1706,NA,1706,845,NA,845,1290,NA,NA,35,5,5,0,0,0,4,1386,NA,1386,647,NA,647,1105,NA,NA,43,0,0,0,0,0,NA
130,1263,C1G0001,Matching To Sample,136,0,1.23,ARES_JSC1,1,1.27,136,10/29/2002,17:50,137,10,9,1,0,0,11,1397,2650,1523,627,0,711,1095,2650,2650,35,5,5,0,0,0,7,1534,NA,1534,664,NA,664,1310,NA,NA,39,5,4,1,0,0,4,1227,2650,1512,624,0,835,985,2650,2650,31,0,0,0,0,0,NA
131,1271,C1G0001,Matching To Sample,137,0,1.23,ARES_JSC1,1,1.27,137,10/30/2002,6:17,143,10,8,2,0,0,11,1752,1875,1777,911,190,808,1730,1875,1875,27,5,5,0,0,0,7,1660,NA,1660,1073,NA,1073,990,NA,NA,36,5,3,2,0,0,4,1906,1875,1894,742,190,533,1685,1875,1875,19,0,0,0,0,0,NA
132,1280,C1G0001,Matching To Sample,138,0,1.23,ARES_JSC1,1,1.27,138,10/30/2002,11:48,138,10,8,2,0,0,11,1303,3125,1668,464,247,874,1150,3125,3125,28,5,4,1,0,0,7,1177,3300,1602,201,0,965,1140,3300,3300,29,5,4,1,0,0,4,1430,2950,1734,648,0,881,1215,2950,2950,27,0,0,0,0,0,NA
133,1292,C1G0001,Matching To Sample,139,0,1.23,ARES_JSC1,1,1.27,139,10/30/2002,18:46,149,10,8,2,0,0,11,1758,1480,1703,619,155,560,1700,1480,1480,28,5,4,1,0,0,7,1812,1370,1724,682,0,623,1700,1370,1370,27,5,4,1,0,0,4,1705,1590,1682,648,0,563,1665,1590,1590,28,0,0,0,0,0,NA
134,1298,C1G0001,Matching To Sample,140,0,1.23,ARES_JSC1,1,1.27,140,10/31/2002,8:21,142,10,10,0,0,0,11,2137,NA,2137,695,NA,695,2095,NA,NA,28,5,5,0,0,0,7,1912,NA,1912,421,NA,421,1790,NA,NA,31,5,5,0,0,0,4,2362,NA,2362,886,NA,886,2135,NA,NA,25,0,0,0,0,0,NA
135,1307,C1G0001,Matching To Sample,141,0,1.23,ARES_JSC1,1,1.27,141,10/31/2002,13:21,139,10,9,1,0,0,11,1757,3320,1914,1433,0,1438,1055,3320,3320,28,5,4,1,0,0,7,1035,3320,1492,81,0,1024,1055,3320,3320,32,5,5,0,0,0,4,2336,NA,2336,1778,NA,1778,1105,NA,NA,25,0,0,0,0,0,NA
136,1319,C1G0001,Matching To Sample,142,0,1.23,ARES_JSC1,1,1.27,142,10/31/2002,18:25,144,10,9,1,0,0,11,1755,1690,1749,855,0,806,1285,1690,1690,30,5,4,1,0,0,7,1527,1690,1560,763,0,665,1215,1690,1690,30,5,5,0,0,0,4,1938,NA,1938,965,NA,965,1340,NA,NA,30,0,0,0,0,0,NA
137,1331,C1G0001,Matching To Sample,143,0,1.23,ARES_JSC1,1,1.27,143,11/1/2002,7:59,138,10,8,2,0,0,11,1501,1485,1498,576,487,533,1340,1485,1485,32,5,5,0,0,0,7,1500,NA,1500,503,NA,503,1340,NA,NA,40,5,3,2,0,0,4,1503,1485,1496,810,487,622,1040,1485,1485,24,0,0,0,0,0,NA
138,1334,C1G0001,Matching To Sample,144,0,1.23,ARES_JSC1,1,1.27,144,11/1/2002,11:30,139,10,9,1,0,0,11,1580,3040,1726,479,0,645,1570,3040,3040,31,5,4,1,0,0,7,1212,3040,1578,338,0,868,1160,3040,3040,30,5,5,0,0,0,4,1874,NA,1874,360,NA,360,1640,NA,NA,32,0,0,0,0,0,NA
139,1345,C1G0001,Matching To Sample,145,0,1.23,ARES_JSC1,1,1.27,145,11/1/2002,18:46,142,10,7,3,0,0,11,1461,2233,1693,606,334,639,1335,2045,2045,24,5,5,0,0,0,7,1712,NA,1712,526,NA,526,1455,NA,NA,35,5,2,3,0,0,4,835,2233,1674,21,334,801,835,2045,2045,14,0,0,0,0,0,NA
140,1357,C1G0001,Matching To Sample,146,0,1.23,ARES_JSC1,1,1.27,146,11/2/2002,8:03,140,10,8,2,0,0,11,1561,1280,1505,812,593,753,1275,1280,1280,31,5,3,2,0,0,7,1306,1280,1296,400,593,410,1100,1280,1280,27,5,5,0,0,0,4,1714,NA,1714,999,NA,999,1240,NA,NA,35,0,0,0,0,0,NA
141,1363,C1G0001,Matching To Sample,147,0,1.23,ARES_JSC1,1,1.27,147,11/2/2002,12:37,139,10,8,2,0,0,11,1546,1895,1616,659,1407,761,1240,1895,1895,29,5,4,1,0,0,7,1710,900,1548,724,0,724,1820,900,900,31,5,4,1,0,0,4,1382,2890,1684,647,0,876,1085,2890,2890,28,0,0,0,0,0,NA
142,1375,C1G0001,Matching To Sample,148,0,1.23,ARES_JSC1,1,1.27,148,11/2/2002,19:41,138,10,10,0,0,0,11,1534,NA,1534,493,NA,493,1545,NA,NA,39,5,5,0,0,0,7,1726,NA,1726,475,NA,475,1610,NA,NA,34,5,5,0,0,0,4,1342,NA,1342,479,NA,479,1090,NA,NA,44,0,0,0,0,0,NA
143,1384,C1G0001,Matching To Sample,149,0,1.23,ARES_JSC1,1,1.27,149,11/3/2002,12:03,135,10,8,2,0,0,11,1278,1185,1260,630,162,560,1000,1185,1185,38,5,3,2,0,0,7,960,1185,1050,104,162,165,925,1185,1185,34,5,5,0,0,0,4,1470,NA,1470,754,NA,754,950,NA,NA,40,0,0,0,0,0,NA
144,1390,C1G0001,Matching To Sample,150,0,1.23,ARES_JSC1,1,1.27,150,11/3/2002,18:34,146,10,10,0,0,0,11,1591,NA,1591,556,NA,556,1435,NA,NA,37,5,5,0,0,0,7,1408,NA,1408,497,NA,497,1200,NA,NA,42,5,5,0,0,0,4,1774,NA,1774,603,NA,603,1425,NA,NA,33,0,0,0,0,0,NA
145,1399,C1G0001,Matching To Sample,151,0,1.23,ARES_JSC1,1,1.27,151,11/4/2002,9:54,135,10,8,2,0,0,11,1306,1850,1415,339,410,400,1205,1850,1850,33,5,4,1,0,0,7,1322,2140,1486,302,0,449,1200,2140,2140,32,5,4,1,0,0,4,1290,1560,1344,419,0,383,1210,1560,1560,35,0,0,0,0,0,NA
