ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Start_Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
11,223,C1G0001,Matching To Sample,17,0,1.23,ARES_JSC1,1,1.27,17,9/16/2002,12:56,144,10,8,2,0,0,11,1170,2475,1431,191,926,653,1135,2475,2475,33,5,5,0,0,0,7,1170,NA,1170,167,NA,167,1110,NA,NA,51,5,3,2,0,0,4,1170,2475,1692,268,926,872,1050,2475,2475,21,0,0,0,0,0,NA
12,232,C1G0001,Matching To Sample,18,0,1.23,ARES_JSC1,1,1.27,18,9/16/2002,18:37,138,10,10,0,0,0,11,1553,NA,1553,639,NA,639,1480,NA,NA,38,5,5,0,0,0,7,1468,NA,1468,355,NA,355,1480,NA,NA,40,5,5,0,0,0,4,1638,NA,1638,881,NA,881,1215,NA,NA,36,0,0,0,0,0,NA
13,235,C1G0001,Matching To Sample,19,0,1.23,ARES_JSC1,1,1.27,19,9/17/2002,6:23,142,10,8,2,0,0,11,1561,1670,1583,438,70,389,1365,1670,1670,30,5,3,2,0,0,7,1400,1670,1508,173,70,195,1300,1670,1670,23,5,5,0,0,0,4,1658,NA,1658,538,NA,538,1350,NA,NA,36,0,0,0,0,0,NA
14,244,C1G0001,Matching To Sample,20,0,1.23,ARES_JSC1,1,1.27,20,9/17/2002,12:35,147,10,9,1,0,0,11,1256,2860,1417,267,0,566,1270,2860,2860,38,5,5,0,0,0,7,1276,NA,1276,56,NA,56,1270,NA,NA,47,5,4,1,0,0,4,1232,2860,1558,430,0,817,1145,2860,2860,30,1,0,0,0,0,NA
15,259,C1G0001,Matching To Sample,21,0,1.23,ARES_JSC1,1,1.27,21,9/17/2002,19:26,144,10,10,0,0,0,11,1416,NA,1416,322,NA,322,1410,NA,NA,42,5,5,0,0,0,7,1618,NA,1618,254,NA,254,1520,NA,NA,37,5,5,0,0,0,4,1214,NA,1214,259,NA,259,1040,NA,NA,49,0,0,0,0,0,NA
16,262,C1G0001,Matching To Sample,22,0,1.23,ARES_JSC1,1,1.27,22,9/18/2002,6:26,148,10,9,1,0,0,11,2037,4170,2251,833,0,1035,1895,4170,4170,23,5,5,0,0,0,7,2094,NA,2094,1142,NA,1142,1505,NA,NA,28,5,4,1,0,0,4,1967,4170,2408,316,0,1022,2090,4170,4170,19,0,0,0,0,0,NA
17,277,C1G0001,Matching To Sample,23,0,1.23,ARES_JSC1,1,1.27,23,9/18/2002,13:24,140,10,9,1,0,0,11,1561,1620,1567,687,0,648,1230,1620,1620,34,5,5,0,0,0,7,1256,NA,1256,241,NA,241,1195,NA,NA,47,5,4,1,0,0,4,1942,1620,1878,912,0,803,1660,1620,1620,25,0,0,0,0,0,NA
18,283,C1G0001,Matching To Sample,24,0,1.23,ARES_JSC1,1,1.27,24,9/18/2002,18:30,139,10,9,1,0,0,11,1542,2190,1607,577,0,582,1255,2190,2190,33,5,4,1,0,0,7,1940,2190,1990,688,0,606,1850,2190,2190,24,5,5,0,0,0,4,1224,NA,1224,165,NA,165,1135,NA,NA,49,0,0,0,0,0,NA
19,295,C1G0001,Matching To Sample,25,0,1.23,ARES_JSC1,1,1.27,25,9/19/2002,8:29,137,10,10,0,0,0,11,1582,NA,1582,576,NA,576,1715,NA,NA,37,5,5,0,0,0,7,1496,NA,1496,495,NA,495,1370,NA,NA,40,5,5,0,0,0,4,1668,NA,1668,696,NA,696,1515,NA,NA,35,0,0,0,0,0,NA
20,298,C1G0001,Matching To Sample,26,0,1.23,ARES_JSC1,1,1.27,26,9/19/2002,12:18,150,10,8,2,0,0,11,1457,2855,1737,445,671,742,1375,2855,2855,27,5,4,1,0,0,7,1635,3330,1974,580,0,909,1425,3330,3330,24,5,4,1,0,0,4,1280,2380,1500,203,0,522,1320,2380,2380,32,0,0,0,0,0,NA
21,307,C1G0001,Matching To Sample,27,0,1.23,ARES_JSC1,1,1.27,27,9/19/2002,18:14,141,10,10,0,0,0,11,1533,NA,1533,467,NA,467,1545,NA,NA,39,5,5,0,0,0,7,1540,NA,1540,656,NA,656,1285,NA,NA,38,5,5,0,0,0,4,1526,NA,1526,244,NA,244,1455,NA,NA,39,0,0,0,0,0,NA
22,322,C1G0001,Matching To Sample,28,0,1.23,ARES_JSC1,1,1.27,28,9/21/2002,19:01,137,10,8,2,0,0,11,1562,1450,1540,395,424,379,1515,1450,1450,31,5,5,0,0,0,7,1788,NA,1788,311,NA,311,1775,NA,NA,33,5,3,2,0,0,4,1186,1450,1292,113,424,268,1140,1450,1450,27,0,0,0,0,0,NA
23,328,C1G0001,Matching To Sample,29,0,1.23,ARES_JSC1,1,1.27,29,9/22/2002,6:25,141,10,8,2,0,0,11,1663,2660,1863,977,410,968,1305,2660,2660,25,5,5,0,0,0,7,1118,NA,1118,263,NA,263,1120,NA,NA,53,5,3,2,0,0,4,2573,2660,2608,1105,410,809,2155,2660,2660,13,0,0,0,0,0,NA
24,334,C1G0001,Matching To Sample,30,0,1.23,ARES_JSC1,1,1.27,30,9/22/2002,12:21,144,10,10,0,0,0,11,1478,NA,1478,641,NA,641,1210,NA,NA,40,5,5,0,0,0,7,1206,NA,1206,50,NA,50,1175,NA,NA,49,5,5,0,0,0,4,1750,NA,1750,859,NA,859,1210,NA,NA,34,0,0,0,0,0,NA
25,351,C1G0001,Matching To Sample,31,0,1.23,ARES_JSC1,1,1.27,31,9/22/2002,19:12,156,10,10,0,0,0,11,1497,NA,1497,686,NA,686,1125,NA,NA,40,5,5,0,0,0,7,1274,NA,1274,529,NA,529,1075,NA,NA,47,5,5,0,0,0,4,1720,NA,1720,810,NA,810,1420,NA,NA,34,0,0,0,0,0,NA
26,354,C1G0001,Matching To Sample,32,0,1.23,ARES_JSC1,1,1.27,32,9/23/2002,7:38,154,10,8,2,0,0,11,2437,2810,2512,867,2107,1050,2535,2810,2810,19,5,5,0,0,0,7,2524,NA,2524,795,NA,795,2165,NA,NA,23,5,3,2,0,0,4,2293,2810,2500,1148,2107,1360,1925,2810,2810,14,0,0,0,0,0,NA
27,369,C1G0001,Matching To Sample,33,0,1.23,ARES_JSC1,1,1.27,33,9/23/2002,12:28,136,10,10,0,0,0,11,1163,NA,1163,140,NA,140,1145,NA,NA,51,5,5,0,0,0,7,1216,NA,1216,106,NA,106,1175,NA,NA,49,5,5,0,0,0,4,1110,NA,1110,160,NA,160,1090,NA,NA,54,0,0,0,0,0,NA
28,378,C1G0001,Matching To Sample,34,0,1.23,ARES_JSC1,1,1.27,34,9/23/2002,19:19,140,10,8,2,0,0,11,1197,2345,1427,205,586,552,1205,2345,2345,33,5,4,1,0,0,7,1135,1930,1294,118,0,370,1180,1930,1930,37,5,4,1,0,0,4,1260,2760,1560,272,0,711,1320,2760,2760,30,0,0,0,0,0,NA
29,384,C1G0001,Matching To Sample,35,0,1.23,ARES_JSC1,1,1.27,35,9/24/2002,7:52,158,10,9,1,0,0,11,2226,1070,2111,843,0,875,2180,1070,1070,25,5,5,0,0,0,7,2014,NA,2014,830,NA,830,1910,NA,NA,29,5,4,1,0,0,4,2492,1070,2208,897,0,1004,2500,1070,1070,21,0,0,0,0,0,NA
30,390,C1G0001,Matching To Sample,36,0,1.23,ARES_JSC1,1,1.27,36,9/24/2002,12:41,141,10,6,4,0,0,11,1703,2382,1975,506,463,580,1560,2355,2355,18,5,4,1,0,0,7,1932,2040,1954,463,0,404,1875,2040,2040,24,5,2,3,0,0,4,1245,2496,1996,91,493,770,1245,2305,2305,12,0,0,0,0,0,NA
31,403,C1G0001,Matching To Sample,37,0,1.23,ARES_JSC1,1,1.27,37,9/24/2002,18:34,184,10,8,2,0,0,11,1563,2930,1837,675,466,843,1345,2930,2930,26,5,4,1,0,0,7,1805,3260,2096,775,0,935,1605,3260,3260,22,5,4,1,0,0,4,1322,2600,1578,554,0,746,1175,2600,2600,30,0,0,0,0,0,NA
32,406,C1G0001,Matching To Sample,38,0,1.23,ARES_JSC1,1,1.27,38,9/25/2002,8:06,140,10,10,0,0,0,11,1864,NA,1864,768,NA,768,1760,NA,NA,32,5,5,0,0,0,7,1564,NA,1564,436,NA,436,1375,NA,NA,38,5,5,0,0,0,4,2164,NA,2164,956,NA,956,1685,NA,NA,27,0,0,0,0,0,NA
33,415,C1G0001,Matching To Sample,39,0,1.23,ARES_JSC1,1,1.27,39,9/25/2002,13:09,138,10,7,3,0,0,11,1391,2223,1641,474,414,591,1235,2035,2035,25,5,4,1,0,0,7,1540,2600,1752,612,0,711,1325,2600,2600,27,5,3,2,0,0,4,1193,2035,1530,104,360,500,1135,2035,2035,23,0,0,0,0,0,NA
34,424,C1G0001,Matching To Sample,40,0,1.23,ARES_JSC1,1,1.27,40,9/25/2002,18:32,141,10,10,0,0,0,11,1911,NA,1911,1048,NA,1048,1535,NA,NA,31,5,5,0,0,0,7,1356,NA,1356,246,NA,246,1385,NA,NA,44,5,5,0,0,0,4,2466,NA,2466,1282,NA,1282,2080,NA,NA,24,0,0,0,0,0,NA
35,439,C1G0001,Matching To Sample,41,0,1.23,ARES_JSC1,1,1.27,41,9/26/2002,10:21,143,10,9,1,0,0,11,1587,1920,1621,524,0,505,1355,1920,1920,33,5,4,1,0,0,7,1712,1920,1754,639,0,561,1465,1920,1920,27,5,5,0,0,0,4,1488,NA,1488,463,NA,463,1185,NA,NA,40,0,0,0,0,0,NA
36,442,C1G0001,Matching To Sample,42,0,1.23,ARES_JSC1,1,1.27,42,9/26/2002,13:01,153,10,10,0,0,0,11,1695,NA,1695,844,NA,844,1375,NA,NA,35,5,5,0,0,0,7,1688,NA,1688,1116,NA,1116,1150,NA,NA,35,5,5,0,0,0,4,1702,NA,1702,599,NA,599,1375,NA,NA,35,0,0,0,0,0,NA
37,451,C1G0001,Matching To Sample,43,0,1.23,ARES_JSC1,1,1.27,43,9/26/2002,20:32,142,10,8,2,0,0,11,1677,1755,1693,719,261,641,1565,1755,1755,28,5,5,0,0,0,7,1510,NA,1510,856,NA,856,1120,NA,NA,39,5,3,2,0,0,4,1956,1755,1876,395,261,327,1755,1755,1755,19,0,0,0,0,0,NA
38,466,C1G0001,Matching To Sample,44,0,1.23,ARES_JSC1,1,1.27,44,9/27/2002,7:31,140,10,9,1,0,0,11,1428,3790,1665,518,0,892,1185,3790,3790,32,5,5,0,0,0,7,1366,NA,1366,557,NA,557,1095,NA,NA,43,5,4,1,0,0,4,1507,3790,1964,537,0,1121,1305,3790,3790,24,0,0,0,0,0,NA
39,472,C1G0001,Matching To Sample,45,0,1.23,ARES_JSC1,1,1.27,45,9/27/2002,12:16,157,10,8,2,0,0,11,1826,2685,1998,572,1477,792,1675,2685,2685,24,5,5,0,0,0,7,1628,NA,1628,607,NA,607,1450,NA,NA,36,5,3,2,0,0,4,2156,2685,2368,382,1477,838,1980,2685,2685,15,0,0,0,0,0,NA
40,482,C1G0001,Matching To Sample,46,0,1.23,ARES_JSC1,1,1.27,46,9/27/2002,18:57,136,10,8,2,0,0,11,1170,1760,1288,380,494,448,1200,1760,1760,37,5,4,1,0,0,7,1195,2110,1378,452,0,566,1090,2110,2110,34,5,4,1,0,0,4,1145,1410,1198,361,0,334,1235,1410,1410,40,0,0,0,0,0,NA
41,488,C1G0001,Matching To Sample,47,0,1.23,ARES_JSC1,1,1.27,47,9/28/2002,7:49,143,10,8,2,0,0,11,1566,2550,1763,619,1004,763,1610,2550,2550,27,5,3,2,0,0,7,1550,2550,1950,365,1004,786,1405,2550,2550,18,5,5,0,0,0,4,1576,NA,1576,777,NA,777,1275,NA,NA,38,0,0,0,0,0,NA
42,497,C1G0001,Matching To Sample,48,0,1.23,ARES_JSC1,1,1.27,48,9/28/2002,14:11,139,10,9,1,0,0,11,1767,880,1679,293,0,394,1825,880,880,32,5,4,1,0,0,7,1705,880,1540,368,0,488,1825,880,880,31,5,5,0,0,0,4,1818,NA,1818,251,NA,251,1740,NA,NA,33,0,0,0,0,0,NA
43,503,C1G0001,Matching To Sample,49,0,1.23,ARES_JSC1,1,1.27,49,9/28/2002,18:19,138,10,10,0,0,0,11,1478,NA,1478,582,NA,582,1275,NA,NA,40,5,5,0,0,0,7,1856,NA,1856,609,NA,609,1805,NA,NA,32,5,5,0,0,0,4,1100,NA,1100,184,NA,184,1035,NA,NA,54,0,0,0,0,0,NA
44,512,C1G0001,Matching To Sample,50,0,1.23,ARES_JSC1,1,1.27,50,9/29/2002,6:35,149,10,8,2,0,0,11,1680,3555,2055,1088,21,1243,1235,3555,3555,23,5,5,0,0,0,7,1522,NA,1522,910,NA,910,1155,NA,NA,39,5,3,2,0,0,4,1943,3555,2588,1523,21,1392,1070,3555,3555,13,0,0,0,0,0,NA
45,524,C1G0001,Matching To Sample,51,0,1.23,ARES_JSC1,1,1.27,51,9/29/2002,13:00,151,10,9,1,0,0,11,1686,3040,1822,582,0,696,1430,3040,3040,29,5,5,0,0,0,7,1814,NA,1814,656,NA,656,1560,NA,NA,33,5,4,1,0,0,4,1527,3040,1830,518,0,812,1365,3040,3040,26,0,0,0,0,0,NA
46,533,C1G0001,Matching To Sample,52,0,1.23,ARES_JSC1,1,1.27,52,9/29/2002,18:26,138,10,8,2,0,0,11,1537,1280,1486,1166,678,1058,1220,1280,1280,32,5,5,0,0,0,7,1620,NA,1620,1479,NA,1479,1030,NA,NA,37,5,3,2,0,0,4,1400,1280,1352,582,678,537,1085,1280,1280,26,0,0,0,0,0,NA
47,542,C1G0001,Matching To Sample,53,0,1.23,ARES_JSC1,1,1.27,53,9/30/2002,7:39,139,10,9,1,0,0,11,1534,2010,1582,523,0,516,1365,2010,2010,34,5,5,0,0,0,7,1732,NA,1732,657,NA,657,1405,NA,NA,34,5,4,1,0,0,4,1287,2010,1432,89,0,332,1290,2010,2010,33,0,0,0,0,0,NA
48,554,C1G0001,Matching To Sample,54,0,1.23,ARES_JSC1,1,1.27,54,9/30/2002,19:51,141,10,8,2,0,0,11,1491,2365,1666,380,459,521,1495,2365,2365,28,5,4,1,0,0,7,1330,2040,1472,272,0,395,1355,2040,2040,32,5,4,1,0,0,4,1652,2690,1860,441,0,600,1595,2690,2690,25,0,0,0,0,0,NA
49,563,C1G0001,Matching To Sample,55,0,1.23,ARES_JSC1,1,1.27,55,10/1/2002,8:04,139,10,9,1,0,0,11,1371,3060,1540,581,0,765,1170,3060,3060,35,5,5,0,0,0,7,1430,NA,1430,628,NA,628,1170,NA,NA,41,5,4,1,0,0,4,1297,3060,1650,602,0,945,1265,3060,3060,29,0,0,0,0,0,NA
50,569,C1G0001,Matching To Sample,56,0,1.23,ARES_JSC1,1,1.27,56,10/1/2002,12:45,141,10,9,1,0,0,11,1535,1320,1514,461,0,440,1530,1320,1320,35,5,4,1,0,0,7,1385,1320,1372,389,0,338,1325,1320,1320,34,5,5,0,0,0,4,1656,NA,1656,520,NA,520,1580,NA,NA,36,0,0,0,0,0,NA
51,578,C1G0001,Matching To Sample,57,0,1.23,ARES_JSC1,1,1.27,57,10/1/2002,20:26,145,10,8,2,0,0,11,1505,2870,1778,411,141,682,1370,2870,2870,26,5,4,1,0,0,7,1242,2970,1588,172,0,786,1215,2970,2970,30,5,4,1,0,0,4,1767,2770,1968,427,0,581,1780,2770,2770,24,0,0,0,0,0,NA
52,584,C1G0001,Matching To Sample,58,0,1.23,ARES_JSC1,1,1.27,58,10/3/2002,8:23,143,10,8,2,0,0,11,1847,1885,1855,906,1166,889,1620,1885,1885,25,5,5,0,0,0,7,1988,NA,1988,1017,NA,1017,1620,NA,NA,30,5,3,2,0,0,4,1613,1885,1722,822,1166,837,1145,1885,1885,20,1,0,0,0,0,NA
53,599,C1G0001,Matching To Sample,59,0,1.23,ARES_JSC1,1,1.27,59,10/3/2002,13:55,148,10,10,0,0,0,11,1487,NA,1487,731,NA,731,1155,NA,NA,40,5,5,0,0,0,7,1126,NA,1126,280,NA,280,1030,NA,NA,53,5,5,0,0,0,4,1848,NA,1848,895,NA,895,1465,NA,NA,32,0,0,0,0,0,NA
54,608,C1G0001,Matching To Sample,60,0,1.23,ARES_JSC1,1,1.27,60,10/3/2002,18:48,139,10,9,1,0,0,11,1592,2380,1671,471,0,509,1360,2380,2380,32,5,5,0,0,0,7,1750,NA,1750,499,NA,499,1430,NA,NA,34,5,4,1,0,0,4,1395,2380,1592,407,0,564,1235,2380,2380,30,0,0,0,0,0,NA
55,617,C1G0001,Matching To Sample,61,0,1.23,ARES_JSC1,1,1.27,61,10/4/2002,7:30,151,10,7,3,0,0,11,1317,2733,1742,285,850,826,1300,2380,2380,24,5,5,0,0,0,7,1266,NA,1266,303,NA,303,1155,NA,NA,47,5,2,3,0,0,4,1445,2733,2218,275,850,937,1445,2380,2380,10,0,0,0,0,0,NA
56,623,C1G0001,Matching To Sample,62,0,1.23,ARES_JSC1,1,1.27,62,10/4/2002,13:46,138,10,9,1,0,0,11,1771,1030,1697,536,0,557,1620,1030,1030,31,5,5,0,0,0,7,1510,NA,1510,369,NA,369,1370,NA,NA,39,5,4,1,0,0,4,2097,1030,1884,573,0,689,2090,1030,1030,25,0,0,0,0,0,NA
57,632,C1G0001,Matching To Sample,63,0,1.23,ARES_JSC1,1,1.27,63,10/4/2002,19:18,150,10,8,2,0,0,11,1496,3835,1964,832,106,1229,1145,3835,3835,24,5,4,1,0,0,7,1297,3760,1790,378,0,1149,1145,3760,3760,26,5,4,1,0,0,4,1695,3910,2138,1168,0,1416,1180,3910,3910,22,0,0,0,0,0,NA
58,644,C1G0001,Matching To Sample,64,0,1.23,ARES_JSC1,1,1.27,64,10/5/2002,7:12,146,10,10,0,0,0,11,2329,NA,2329,1109,NA,1109,2455,NA,NA,25,5,5,0,0,0,7,2328,NA,2328,1117,NA,1117,1980,NA,NA,25,5,5,0,0,0,4,2330,NA,2330,1233,NA,1233,1855,NA,NA,25,0,0,0,0,0,NA
59,647,C1G0001,Matching To Sample,65,0,1.23,ARES_JSC1,1,1.27,65,10/5/2002,12:26,154,10,9,1,0,0,11,1835,2010,1853,728,0,689,1630,2010,2010,29,5,5,0,0,0,7,1722,NA,1722,548,NA,548,1495,NA,NA,34,5,4,1,0,0,4,1977,2010,1984,983,0,851,2060,2010,2010,24,0,0,0,0,0,NA
60,659,C1G0001,Matching To Sample,66,0,1.23,ARES_JSC1,1,1.27,66,10/5/2002,18:21,145,10,9,1,0,0,11,2002,3280,2130,554,0,661,1880,3280,3280,25,5,4,1,0,0,7,1727,3280,2038,647,0,892,1610,3280,3280,23,5,5,0,0,0,4,2222,NA,2222,406,NA,406,2115,NA,NA,27,0,0,0,0,0,NA
61,665,C1G0001,Matching To Sample,67,0,1.23,ARES_JSC1,1,1.27,67,10/6/2002,13:02,141,10,7,3,0,0,11,1804,2330,1962,881,632,819,1285,1990,1990,21,5,4,1,0,0,7,2030,1760,1976,1129,0,985,1995,1760,1760,24,5,3,2,0,0,4,1503,2615,1948,421,558,733,1265,2615,2615,18,0,0,0,0,0,NA
62,674,C1G0001,Matching To Sample,68,0,1.23,ARES_JSC1,1,1.27,68,10/6/2002,16:06,146,10,8,2,0,0,11,1571,2240,1705,480,1456,703,1430,2240,2240,28,5,4,1,0,0,7,1397,3270,1772,298,0,876,1400,3270,3270,27,5,4,1,0,0,4,1745,1210,1638,608,0,578,1720,1210,1210,29,0,0,0,0,0,NA
63,680,C1G0001,Matching To Sample,69,0,1.23,ARES_JSC1,1,1.27,69,10/6/2002,18:51,145,10,8,2,0,0,11,1282,3465,1719,485,21,1014,1155,3465,3465,27,5,4,1,0,0,7,1090,3450,1562,270,0,1081,1030,3450,3450,30,5,4,1,0,0,4,1475,3480,1876,613,0,1042,1330,3480,3480,25,0,0,0,0,0,NA
64,695,C1G0001,Matching To Sample,70,0,1.23,ARES_JSC1,1,1.27,70,10/7/2002,9:41,138,10,10,0,0,0,11,1440,NA,1440,372,NA,372,1365,NA,NA,41,5,5,0,0,0,7,1334,NA,1334,238,NA,238,1200,NA,NA,44,5,5,0,0,0,4,1546,NA,1546,476,NA,476,1495,NA,NA,38,0,0,0,0,0,NA
65,700,C1G0001,Matching To Sample,71,0,1.23,ARES_JSC1,1,1.27,71,10/7/2002,19:16,145,10,9,1,0,0,11,1910,2170,1936,1019,0,964,1630,2170,2170,27,5,4,1,0,0,7,2047,2170,2072,754,0,655,1790,2170,2170,23,5,5,0,0,0,4,1800,NA,1800,1272,NA,1272,1285,NA,NA,33,0,0,0,0,0,NA
66,711,C1G0001,Matching To Sample,72,0,1.23,ARES_JSC1,1,1.27,72,10/8/2002,7:52,136,10,8,2,0,0,11,1256,1355,1276,321,261,299,1190,1355,1355,37,5,5,0,0,0,7,1388,NA,1388,331,NA,331,1245,NA,NA,43,5,3,2,0,0,4,1036,1355,1164,161,261,246,985,1355,1355,30,0,0,0,0,0,NA
67,720,C1G0001,Matching To Sample,73,0,1.23,ARES_JSC1,1,1.27,73,10/8/2002,19:28,137,10,8,2,0,0,11,1160,1205,1169,327,374,314,1180,1205,1205,41,5,3,2,0,0,7,1413,1205,1330,370,374,341,1200,1205,1205,27,5,5,0,0,0,4,1008,NA,1008,203,NA,203,925,NA,NA,59,0,0,0,0,0,NA
68,723,C1G0001,Matching To Sample,74,0,1.23,ARES_JSC1,1,1.27,74,10/9/2002,7:20,146,10,8,2,0,0,11,1937,1695,1889,755,176,676,1770,1695,1695,25,5,4,1,0,0,7,1705,1820,1728,791,0,687,1525,1820,1820,27,5,4,1,0,0,4,2170,1570,2050,749,0,702,2250,1570,1570,23,0,0,0,0,0,NA
69,738,C1G0001,Matching To Sample,75,0,1.23,ARES_JSC1,1,1.27,75,10/9/2002,13:45,144,10,8,2,0,0,11,1676,1865,1714,275,106,257,1680,1865,1865,28,5,4,1,0,0,7,1790,1790,1790,238,0,206,1830,1790,1790,26,5,4,1,0,0,4,1562,1940,1638,292,0,304,1500,1940,1940,29,0,0,0,0,0,NA
70,747,C1G0001,Matching To Sample,76,0,1.23,ARES_JSC1,1,1.27,76,10/9/2002,21:00,135,10,9,1,0,0,11,1267,1110,1252,494,0,468,1070,1110,1110,43,5,5,0,0,0,7,1156,NA,1156,330,NA,330,945,NA,NA,51,5,4,1,0,0,4,1407,1110,1348,677,0,601,1180,1110,1110,35,0,0,0,0,0,NA
71,750,C1G0001,Matching To Sample,77,0,1.23,ARES_JSC1,1,1.27,77,10/10/2002,7:56,141,10,10,0,0,0,11,1867,NA,1867,761,NA,761,1660,NA,NA,32,5,5,0,0,0,7,1744,NA,1744,729,NA,729,1470,NA,NA,34,5,5,0,0,0,4,1990,NA,1990,857,NA,857,1590,NA,NA,30,0,0,0,0,0,NA
72,764,C1G0001,Matching To Sample,78,0,1.23,ARES_JSC1,1,1.27,78,10/10/2002,12:41,141,10,10,0,0,0,11,1841,NA,1841,742,NA,742,1645,NA,NA,32,5,5,0,0,0,7,1552,NA,1552,176,NA,176,1510,NA,NA,38,5,5,0,0,0,4,2130,NA,2130,999,NA,999,1865,NA,NA,28,0,0,0,0,0,NA
