ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
393,679,C1G0001,Simple Reaction Time,69,0,1.23,ARES_JSC1,1,1.27,69,10/6/2004,2:18:50 AM,34,20,20,0,0,0,0,215,NA,215,22,NA,22,210,NA,NA,279,10,10,0,0,0,0,214,NA,214,19,NA,19,205,NA,NA,280,10,10,0,0,0,0,216,NA,216,26,NA,26,210,NA,NA,277,0,0,0,0,0,NA
394,694,C1G0001,Simple Reaction Time,70,0,1.23,ARES_JSC1,1,1.27,70,10/7/2004,2:09:40 AM,34,20,20,0,0,0,1,212,NA,212,74,NA,74,205,NA,NA,283,10,10,0,0,0,0,231,NA,231,94,NA,94,205,NA,NA,259,10,10,0,0,0,1,193,NA,193,43,NA,43,205,NA,NA,310,0,0,0,0,0,NA
395,699,C1G0001,Simple Reaction Time,71,0,1.23,ARES_JSC1,1,1.27,71,10/7/2004,2:19:15 AM,37,20,20,0,0,0,1,209,NA,209,29,NA,29,200,NA,NA,287,10,10,0,0,0,1,218,NA,218,30,NA,30,220,NA,NA,275,10,10,0,0,0,0,200,NA,200,27,NA,27,200,NA,NA,300,0,0,0,0,0,NA
396,710,C1G0001,Simple Reaction Time,72,0,1.23,ARES_JSC1,1,1.27,72,10/8/2004,2:07:51 AM,35,20,20,0,0,0,1,231,NA,231,27,NA,27,230,NA,NA,259,10,10,0,0,0,0,218,NA,218,18,NA,18,215,NA,NA,275,10,10,0,0,0,1,245,NA,245,29,NA,29,245,NA,NA,244,0,0,0,0,0,NA
397,719,C1G0001,Simple Reaction Time,73,0,1.23,ARES_JSC1,1,1.27,73,10/8/2004,2:19:28 AM,34,19,19,0,1,0,1,195,NA,195,25,NA,25,200,NA,NA,306,9,9,0,1,0,1,188,NA,188,34,NA,34,200,NA,NA,317,10,10,0,0,0,0,202,NA,202,13,NA,13,200,NA,NA,297,0,0,0,0,0,NA
398,722,C1G0001,Simple Reaction Time,74,0,1.23,ARES_JSC1,1,1.27,74,10/9/2004,2:07:19 AM,41,20,20,0,0,0,1,204,NA,204,34,NA,34,210,NA,NA,294,10,10,0,0,0,1,195,NA,195,41,NA,41,205,NA,NA,307,10,10,0,0,0,0,213,NA,213,24,NA,24,210,NA,NA,281,0,0,0,0,0,NA
399,737,C1G0001,Simple Reaction Time,75,0,1.23,ARES_JSC1,1,1.27,75,10/9/2004,2:13:44 AM,32,20,20,0,0,0,0,199,NA,199,49,NA,49,200,NA,NA,301,10,10,0,0,0,0,216,NA,216,41,NA,41,205,NA,NA,277,10,10,0,0,0,0,182,NA,182,52,NA,52,200,NA,NA,329,0,0,0,0,0,NA
400,746,C1G0001,Simple Reaction Time,76,0,1.23,ARES_JSC1,1,1.27,76,10/9/2004,2:20:59 AM,36,20,20,0,0,0,2,175,NA,175,32,NA,32,185,NA,NA,341,10,10,0,0,0,2,164,NA,164,42,NA,42,170,NA,NA,365,10,10,0,0,0,0,187,NA,187,10,NA,10,190,NA,NA,320,0,0,0,0,0,NA
401,749,C1G0001,Simple Reaction Time,77,0,1.23,ARES_JSC1,1,1.27,77,10/10/2004,2:07:56 AM,35,20,20,0,0,0,1,226,NA,226,51,NA,51,215,NA,NA,265,10,10,0,0,0,1,207,NA,207,18,NA,18,205,NA,NA,289,10,10,0,0,0,0,245,NA,245,66,NA,66,225,NA,NA,244,0,0,0,0,0,NA
402,763,C1G0001,Simple Reaction Time,78,0,1.23,ARES_JSC1,1,1.27,78,10/10/2004,2:12:40 AM,33,20,20,0,0,0,0,205,NA,205,53,NA,53,200,NA,NA,291,10,10,0,0,0,0,213,NA,213,45,NA,45,200,NA,NA,281,10,10,0,0,0,0,198,NA,198,62,NA,62,205,NA,NA,303,0,0,0,0,0,NA
403,766,C1G0001,Simple Reaction Time,79,0,1.23,ARES_JSC1,1,1.27,79,10/10/2004,2:19:00 AM,35,20,20,0,0,0,2,210,NA,210,21,NA,21,210,NA,NA,285,10,10,0,0,0,2,197,NA,197,19,NA,19,195,NA,NA,304,10,10,0,0,0,0,224,NA,224,15,NA,15,220,NA,NA,267,0,0,0,0,0,NA
404,775,C1G0001,Simple Reaction Time,80,0,1.23,ARES_JSC1,1,1.27,80,10/11/2004,2:07:38 AM,37,20,20,0,0,0,0,217,NA,217,22,NA,22,210,NA,NA,275,10,10,0,0,0,0,214,NA,214,21,NA,21,210,NA,NA,280,10,10,0,0,0,0,221,NA,221,24,NA,24,220,NA,NA,271,0,0,0,0,0,NA
405,790,C1G0001,Simple Reaction Time,81,0,1.23,ARES_JSC1,1,1.27,81,10/11/2004,2:13:08 AM,35,20,20,0,0,0,0,257,NA,257,101,NA,101,230,NA,NA,233,10,10,0,0,0,0,222,NA,222,25,NA,25,230,NA,NA,270,10,10,0,0,0,0,292,NA,292,134,NA,134,240,NA,NA,205,0,0,0,0,0,NA
406,793,C1G0001,Simple Reaction Time,82,0,1.23,ARES_JSC1,1,1.27,82,10/11/2004,2:18:47 AM,34,20,20,0,0,0,1,215,NA,215,15,NA,15,220,NA,NA,278,10,10,0,0,0,1,208,NA,208,16,NA,16,200,NA,NA,288,10,10,0,0,0,0,223,NA,223,9,NA,9,220,NA,NA,269,0,0,0,0,0,NA
407,808,C1G0001,Simple Reaction Time,83,0,1.23,ARES_JSC1,1,1.27,83,10/12/2004,2:07:24 AM,32,19,19,0,1,0,0,226,NA,226,29,NA,29,220,NA,NA,264,9,9,0,1,0,0,232,NA,232,33,NA,33,230,NA,NA,258,10,10,0,0,0,0,222,NA,222,25,NA,25,220,NA,NA,270,0,0,0,0,0,NA
408,811,C1G0001,Simple Reaction Time,84,0,1.23,ARES_JSC1,1,1.27,84,10/12/2004,2:12:33 AM,34,20,20,0,0,0,1,240,NA,240,104,NA,104,220,NA,NA,250,10,10,0,0,0,0,227,NA,227,28,NA,28,220,NA,NA,264,10,10,0,0,0,1,253,NA,253,147,NA,147,210,NA,NA,237,0,0,0,0,0,NA
409,826,C1G0001,Simple Reaction Time,85,0,1.23,ARES_JSC1,1,1.27,85,10/12/2004,2:19:25 AM,33,20,20,0,0,0,2,187,NA,187,49,NA,49,190,NA,NA,320,10,10,0,0,0,0,184,NA,184,71,NA,71,190,NA,NA,326,10,10,0,0,0,2,190,NA,190,10,NA,10,190,NA,NA,315,0,0,0,0,0,NA
410,829,C1G0001,Simple Reaction Time,86,0,1.23,ARES_JSC1,1,1.27,86,10/13/2004,2:07:15 AM,33,20,20,0,0,0,0,247,NA,247,37,NA,37,245,NA,NA,242,10,10,0,0,0,0,226,NA,226,20,NA,20,225,NA,NA,265,10,10,0,0,0,0,269,NA,269,39,NA,39,285,NA,NA,223,0,0,0,0,0,NA
411,836,C1G0001,Simple Reaction Time,87,0,1.23,ARES_JSC1,1,1.27,87,10/13/2004,2:12:40 AM,38,20,20,0,0,0,1,230,NA,230,84,NA,84,210,NA,NA,260,10,10,0,0,0,1,219,NA,219,15,NA,15,215,NA,NA,273,10,10,0,0,0,0,242,NA,242,120,NA,120,205,NA,NA,247,0,0,0,0,0,NA
412,845,C1G0001,Simple Reaction Time,88,0,1.23,ARES_JSC1,1,1.27,88,10/13/2004,2:18:32 AM,35,20,20,0,0,0,2,183,NA,183,49,NA,49,190,NA,NA,326,10,10,0,0,0,1,181,NA,181,34,NA,34,185,NA,NA,331,10,10,0,0,0,1,186,NA,186,62,NA,62,200,NA,NA,322,0,0,0,0,0,NA
413,860,C1G0001,Simple Reaction Time,89,0,1.23,ARES_JSC1,1,1.27,89,10/14/2004,2:07:36 AM,31,19,19,0,1,0,0,205,NA,205,33,NA,33,200,NA,NA,292,10,10,0,0,0,0,206,NA,206,40,NA,40,200,NA,NA,291,9,9,0,1,0,0,204,NA,204,26,NA,26,205,NA,NA,293,0,0,0,0,0,NA
414,866,C1G0001,Simple Reaction Time,90,0,1.23,ARES_JSC1,1,1.27,90,10/14/2004,2:13:28 AM,33,20,20,0,0,0,1,235,NA,235,25,NA,25,230,NA,NA,255,10,10,0,0,0,1,225,NA,225,22,NA,22,220,NA,NA,266,10,10,0,0,0,0,245,NA,245,24,NA,24,240,NA,NA,244,0,0,0,0,0,NA
415,878,C1G0001,Simple Reaction Time,91,0,1.23,ARES_JSC1,1,1.27,91,10/14/2004,2:19:11 AM,36,20,20,0,0,0,1,353,NA,353,544,NA,544,225,NA,NA,169,10,10,0,0,0,1,251,NA,251,50,NA,50,235,NA,NA,239,10,10,0,0,0,0,456,NA,456,774,NA,774,205,NA,NA,131,0,0,0,0,0,NA
416,887,C1G0001,Simple Reaction Time,92,0,1.23,ARES_JSC1,1,1.27,92,10/15/2004,2:07:49 AM,35,20,20,0,0,0,0,209,NA,209,21,NA,21,200,NA,NA,287,10,10,0,0,0,0,209,NA,209,24,NA,24,200,NA,NA,287,10,10,0,0,0,0,209,NA,209,19,NA,19,210,NA,NA,287,0,0,0,0,0,NA
417,890,C1G0001,Simple Reaction Time,93,0,1.23,ARES_JSC1,1,1.27,93,10/15/2004,2:12:22 AM,32,19,19,0,1,0,0,218,NA,218,61,NA,61,200,NA,NA,274,9,9,0,1,0,0,248,NA,248,79,NA,79,220,NA,NA,241,10,10,0,0,0,0,191,NA,191,18,NA,18,195,NA,NA,314,0,0,0,0,0,NA
418,899,C1G0001,Simple Reaction Time,94,0,1.23,ARES_JSC1,1,1.27,94,10/15/2004,2:20:11 AM,33,20,20,0,0,0,1,200,NA,200,55,NA,55,190,NA,NA,299,10,10,0,0,0,1,190,NA,190,9,NA,9,190,NA,NA,315,10,10,0,0,0,0,211,NA,211,78,NA,78,190,NA,NA,284,0,0,0,0,0,NA
419,908,C1G0001,Simple Reaction Time,95,0,1.23,ARES_JSC1,1,1.27,95,10/16/2004,2:07:38 AM,34,20,20,0,1,0,1,202,NA,202,70,NA,70,200,NA,NA,297,10,10,0,1,0,0,211,NA,211,37,NA,37,215,NA,NA,284,10,10,0,0,0,1,193,NA,193,93,NA,93,190,NA,NA,310,0,0,0,0,0,NA
420,917,C1G0001,Simple Reaction Time,96,0,1.23,ARES_JSC1,1,1.27,96,10/16/2004,2:12:39 AM,35,20,20,0,0,0,1,224,NA,224,23,NA,23,220,NA,NA,267,10,10,0,0,0,1,217,NA,217,19,NA,19,210,NA,NA,276,10,10,0,0,0,0,232,NA,232,24,NA,24,230,NA,NA,258,0,0,0,0,0,NA
421,932,C1G0001,Simple Reaction Time,97,0,1.23,ARES_JSC1,1,1.27,97,10/16/2004,2:20:21 AM,36,20,20,0,0,1,1,214,NA,214,79,NA,79,200,NA,NA,22,10,10,0,0,1,1,194,NA,194,8,NA,8,190,NA,NA,11,10,10,0,0,0,0,234,NA,234,111,NA,111,200,NA,NA,256,0,0,0,0,0,NA
422,935,C1G0001,Simple Reaction Time,98,0,1.23,ARES_JSC1,1,1.27,98,10/17/2004,2:08:03 AM,34,20,20,0,0,0,0,238,NA,238,48,NA,48,225,NA,NA,251,10,10,0,0,0,0,257,NA,257,59,NA,59,235,NA,NA,233,10,10,0,0,0,0,220,NA,220,24,NA,24,215,NA,NA,272,0,0,0,0,0,NA
423,944,C1G0001,Simple Reaction Time,99,0,1.23,ARES_JSC1,1,1.27,99,10/17/2004,2:12:20 AM,33,20,20,0,0,0,0,246,NA,246,78,NA,78,215,NA,NA,243,10,10,0,0,0,0,232,NA,232,74,NA,74,205,NA,NA,258,10,10,0,0,0,0,260,NA,260,83,NA,83,235,NA,NA,230,0,0,0,0,0,NA
424,954,C1G0001,Simple Reaction Time,100,0,1.23,ARES_JSC1,1,1.27,100,10/17/2004,2:19:00 AM,32,20,20,0,0,0,0,263,NA,263,87,NA,87,225,NA,NA,228,10,10,0,0,0,0,265,NA,265,106,NA,106,220,NA,NA,226,10,10,0,0,0,0,261,NA,261,69,NA,69,240,NA,NA,229,0,0,0,0,0,NA
425,966,C1G0001,Simple Reaction Time,101,0,1.23,ARES_JSC1,1,1.27,101,10/18/2004,2:07:28 AM,32,20,20,0,0,0,0,239,NA,239,63,NA,63,220,NA,NA,251,10,10,0,0,0,0,228,NA,228,78,NA,78,215,NA,NA,263,10,10,0,0,0,0,250,NA,250,44,NA,44,230,NA,NA,240,0,0,0,0,0,NA
426,975,C1G0001,Simple Reaction Time,102,0,1.23,ARES_JSC1,1,1.27,102,10/18/2004,2:14:06 AM,33,20,20,0,0,0,0,212,NA,212,108,NA,108,210,NA,NA,283,10,10,0,0,0,0,235,NA,235,135,NA,135,210,NA,NA,255,10,10,0,0,0,0,189,NA,189,72,NA,72,195,NA,NA,317,0,0,0,0,0,NA
427,978,C1G0001,Simple Reaction Time,103,0,1.23,ARES_JSC1,1,1.27,103,10/18/2004,2:18:56 AM,33,20,20,0,0,0,2,190,NA,190,17,NA,17,190,NA,NA,314,10,10,0,0,0,1,185,NA,185,18,NA,18,180,NA,NA,324,10,10,0,0,0,1,196,NA,196,15,NA,15,195,NA,NA,306,0,0,0,0,0,NA
428,985,C1G0001,Simple Reaction Time,104,0,1.23,ARES_JSC1,1,1.27,104,10/19/2004,2:07:27 AM,36,20,20,0,0,0,1,212,NA,212,23,NA,23,220,NA,NA,282,10,10,0,0,0,1,206,NA,206,23,NA,23,220,NA,NA,291,10,10,0,0,0,0,219,NA,219,23,NA,23,215,NA,NA,273,0,0,0,0,0,NA
429,994,C1G0001,Simple Reaction Time,105,0,1.23,ARES_JSC1,1,1.27,105,10/19/2004,2:12:53 AM,33,20,20,0,0,0,0,210,NA,210,18,NA,18,210,NA,NA,285,10,10,0,0,0,0,211,NA,211,12,NA,12,210,NA,NA,284,10,10,0,0,0,0,210,NA,210,23,NA,23,205,NA,NA,285,0,0,0,0,0,NA
430,1003,C1G0001,Simple Reaction Time,106,0,1.23,ARES_JSC1,1,1.27,106,10/19/2004,2:19:08 AM,30,20,20,0,0,0,0,220,NA,220,38,NA,38,215,NA,NA,272,10,10,0,0,0,0,204,NA,204,33,NA,33,200,NA,NA,294,10,10,0,0,0,0,237,NA,237,36,NA,36,225,NA,NA,253,0,0,0,0,0,NA
431,1012,C1G0001,Simple Reaction Time,107,0,1.23,ARES_JSC1,1,1.27,107,10/20/2004,2:09:19 AM,32,20,20,0,0,0,0,191,NA,191,52,NA,52,210,NA,NA,313,10,10,0,0,0,0,216,NA,216,9,NA,9,215,NA,NA,277,10,10,0,0,0,0,167,NA,167,66,NA,66,195,NA,NA,359,0,0,0,0,0,NA
432,1024,C1G0001,Simple Reaction Time,108,0,1.23,ARES_JSC1,1,1.27,108,10/20/2004,2:12:19 AM,32,20,20,0,0,0,0,222,NA,222,46,NA,46,225,NA,NA,270,10,10,0,0,0,0,209,NA,209,30,NA,30,205,NA,NA,287,10,10,0,0,0,0,235,NA,235,57,NA,57,260,NA,NA,255,0,0,0,0,0,NA
433,1033,C1G0001,Simple Reaction Time,109,0,1.23,ARES_JSC1,1,1.27,109,10/20/2004,2:18:51 AM,36,20,20,0,0,0,1,190,NA,190,19,NA,19,190,NA,NA,314,10,10,0,0,0,1,188,NA,188,10,NA,10,190,NA,NA,319,10,10,0,0,0,0,193,NA,193,26,NA,26,190,NA,NA,310,0,0,0,0,0,NA
434,1045,C1G0001,Simple Reaction Time,110,0,1.23,ARES_JSC1,1,1.27,110,10/21/2004,2:08:06 AM,33,20,20,0,0,0,1,211,NA,211,49,NA,49,210,NA,NA,283,10,10,0,0,0,0,209,NA,209,27,NA,27,210,NA,NA,287,10,10,0,0,0,1,214,NA,214,66,NA,66,210,NA,NA,280,0,0,0,0,0,NA
435,1051,C1G0001,Simple Reaction Time,111,0,1.23,ARES_JSC1,1,1.27,111,10/21/2004,2:12:16 AM,38,20,20,0,0,0,1,219,NA,219,55,NA,55,210,NA,NA,273,10,10,0,0,0,0,211,NA,211,20,NA,20,210,NA,NA,284,10,10,0,0,0,1,228,NA,228,76,NA,76,205,NA,NA,263,0,0,0,0,0,NA
436,1057,C1G0001,Simple Reaction Time,112,0,1.23,ARES_JSC1,1,1.27,112,10/21/2004,2:18:42 AM,36,20,20,0,0,0,2,221,NA,221,24,NA,24,220,NA,NA,270,10,10,0,0,0,2,219,NA,219,31,NA,31,210,NA,NA,273,10,10,0,0,0,0,224,NA,224,17,NA,17,230,NA,NA,267,0,0,0,0,0,NA
437,1066,C1G0001,Simple Reaction Time,113,0,1.23,ARES_JSC1,1,1.27,113,10/22/2004,2:07:29 AM,34,20,20,0,0,0,1,206,NA,206,31,NA,31,210,NA,NA,290,10,10,0,0,0,0,209,NA,209,17,NA,17,210,NA,NA,287,10,10,0,0,0,1,204,NA,204,41,NA,41,205,NA,NA,294,0,0,0,0,0,NA
438,1077,C1G0001,Simple Reaction Time,114,0,1.23,ARES_JSC1,1,1.27,114,10/22/2004,2:13:11 AM,36,20,20,0,0,0,1,247,NA,247,95,NA,95,220,NA,NA,242,10,10,0,0,0,0,253,NA,253,103,NA,103,225,NA,NA,237,10,10,0,0,0,1,242,NA,242,91,NA,91,215,NA,NA,247,0,0,0,0,0,NA
439,1083,C1G0001,Simple Reaction Time,115,0,1.23,ARES_JSC1,1,1.27,115,10/22/2004,2:19:10 AM,33,20,20,0,0,0,0,219,NA,219,35,NA,35,215,NA,NA,273,10,10,0,0,0,0,215,NA,215,38,NA,38,215,NA,NA,279,10,10,0,0,0,0,224,NA,224,33,NA,33,215,NA,NA,267,0,0,0,0,0,NA
440,1089,C1G0001,Simple Reaction Time,116,0,1.23,ARES_JSC1,1,1.27,116,10/23/2004,2:07:14 AM,33,20,20,0,0,0,0,246,NA,246,48,NA,48,235,NA,NA,243,10,10,0,0,0,0,247,NA,247,63,NA,63,240,NA,NA,242,10,10,0,0,0,0,245,NA,245,32,NA,32,230,NA,NA,244,0,0,0,0,0,NA
441,1098,C1G0001,Simple Reaction Time,117,0,1.23,ARES_JSC1,1,1.27,117,10/23/2004,2:12:27 AM,32,20,20,0,0,0,1,245,NA,245,47,NA,47,230,NA,NA,244,10,10,0,0,0,1,228,NA,228,18,NA,18,230,NA,NA,263,10,10,0,0,0,0,262,NA,262,61,NA,61,245,NA,NA,229,0,0,0,0,0,NA
442,1110,C1G0001,Simple Reaction Time,118,0,1.23,ARES_JSC1,1,1.27,118,10/23/2004,2:19:07 AM,33,20,20,0,0,0,0,222,NA,222,31,NA,31,215,NA,NA,269,10,10,0,0,0,0,229,NA,229,40,NA,40,215,NA,NA,262,10,10,0,0,0,0,216,NA,216,17,NA,17,215,NA,NA,277,0,0,0,0,0,NA
443,1116,C1G0001,Simple Reaction Time,119,0,1.23,ARES_JSC1,1,1.27,119,10/24/2004,2:07:26 AM,33,20,20,0,0,0,0,229,NA,229,45,NA,45,220,NA,NA,261,10,10,0,0,0,0,248,NA,248,59,NA,59,225,NA,NA,241,10,10,0,0,0,0,211,NA,211,9,NA,9,210,NA,NA,284,0,0,0,0,0,NA
444,1125,C1G0001,Simple Reaction Time,120,0,1.23,ARES_JSC1,1,1.27,120,10/24/2004,2:12:41 AM,33,20,20,0,0,0,0,234,NA,234,78,NA,78,220,NA,NA,255,10,10,0,0,0,0,196,NA,196,44,NA,44,205,NA,NA,306,10,10,0,0,0,0,273,NA,273,87,NA,87,230,NA,NA,219,0,0,0,0,0,NA
445,1140,C1G0001,Simple Reaction Time,121,0,1.23,ARES_JSC1,1,1.27,121,10/24/2004,2:18:36 AM,34,20,20,0,0,0,0,235,NA,235,47,NA,47,220,NA,NA,254,10,10,0,0,0,0,230,NA,230,57,NA,57,220,NA,NA,260,10,10,0,0,0,0,241,NA,241,37,NA,37,225,NA,NA,248,0,0,0,0,0,NA
446,1149,C1G0001,Simple Reaction Time,122,0,1.23,ARES_JSC1,1,1.27,122,10/25/2004,2:08:54 AM,37,20,20,0,0,0,0,243,NA,243,35,NA,35,230,NA,NA,246,10,10,0,0,0,0,226,NA,226,19,NA,19,230,NA,NA,265,10,10,0,0,0,0,261,NA,261,40,NA,40,250,NA,NA,229,0,0,0,0,0,NA
447,1152,C1G0001,Simple Reaction Time,123,0,1.23,ARES_JSC1,1,1.27,123,10/25/2004,2:12:55 AM,34,20,20,0,0,0,2,197,NA,197,19,NA,19,195,NA,NA,303,10,10,0,0,0,0,193,NA,193,22,NA,22,190,NA,NA,310,10,10,0,0,0,2,202,NA,202,14,NA,14,200,NA,NA,297,0,0,0,0,0,NA
448,1161,C1G0001,Simple Reaction Time,124,0,1.23,ARES_JSC1,1,1.27,124,10/25/2004,2:19:08 AM,32,20,20,0,0,0,0,205,NA,205,46,NA,46,205,NA,NA,292,10,10,0,0,0,0,219,NA,219,23,NA,23,220,NA,NA,273,10,10,0,0,0,0,191,NA,191,60,NA,60,200,NA,NA,314,0,0,0,0,0,NA
449,1170,C1G0001,Simple Reaction Time,125,0,1.23,ARES_JSC1,1,1.27,125,10/26/2004,2:07:22 AM,34,20,20,0,0,0,1,246,NA,246,49,NA,49,240,NA,NA,243,10,10,0,0,0,1,256,NA,256,66,NA,66,240,NA,NA,234,10,10,0,0,0,0,237,NA,237,22,NA,22,235,NA,NA,253,0,0,0,0,0,NA
450,1179,C1G0001,Simple Reaction Time,126,0,1.23,ARES_JSC1,1,1.27,126,10/26/2004,2:12:29 AM,33,20,20,0,0,0,0,220,NA,220,27,NA,27,210,NA,NA,272,10,10,0,0,0,0,231,NA,231,27,NA,27,230,NA,NA,259,10,10,0,0,0,0,209,NA,209,23,NA,23,210,NA,NA,287,0,0,0,0,0,NA
451,1188,C1G0001,Simple Reaction Time,127,0,1.23,ARES_JSC1,1,1.27,127,10/26/2004,2:18:51 AM,34,20,20,0,0,0,0,213,NA,213,32,NA,32,210,NA,NA,281,10,10,0,0,0,0,209,NA,209,28,NA,28,205,NA,NA,287,10,10,0,0,0,0,218,NA,218,37,NA,37,215,NA,NA,275,0,0,0,0,0,NA
452,1200,C1G0001,Simple Reaction Time,128,0,1.23,ARES_JSC1,1,1.27,128,10/27/2004,2:06:32 AM,36,20,20,0,0,0,0,226,NA,226,51,NA,51,215,NA,NA,264,10,10,0,0,0,0,229,NA,229,70,NA,70,210,NA,NA,262,10,10,0,0,0,0,224,NA,224,23,NA,23,225,NA,NA,267,0,0,0,0,0,NA
453,1206,C1G0001,Simple Reaction Time,129,0,1.23,ARES_JSC1,1,1.27,129,10/27/2004,2:12:39 AM,35,20,20,0,0,0,1,234,NA,234,42,NA,42,230,NA,NA,255,10,10,0,0,0,1,238,NA,238,46,NA,46,230,NA,NA,252,10,10,0,0,0,0,231,NA,231,39,NA,39,225,NA,NA,259,0,0,0,0,0,NA
454,1209,C1G0001,Simple Reaction Time,130,0,1.23,ARES_JSC1,1,1.27,130,10/27/2004,2:17:59 AM,32,20,20,0,0,0,0,205,NA,205,22,NA,22,205,NA,NA,291,10,10,0,0,0,0,198,NA,198,13,NA,13,200,NA,NA,303,10,10,0,0,0,0,213,NA,213,28,NA,28,210,NA,NA,281,0,0,0,0,0,NA
455,1218,C1G0001,Simple Reaction Time,131,0,1.23,ARES_JSC1,1,1.27,131,10/28/2004,2:06:34 AM,30,20,20,0,0,0,0,222,NA,222,22,NA,22,220,NA,NA,270,10,10,0,0,0,0,220,NA,220,20,NA,20,220,NA,NA,272,10,10,0,0,0,0,224,NA,224,26,NA,26,220,NA,NA,267,0,0,0,0,0,NA
456,1230,C1G0001,Simple Reaction Time,132,0,1.23,ARES_JSC1,1,1.27,132,10/28/2004,2:11:56 AM,32,20,20,0,0,0,1,204,NA,204,47,NA,47,210,NA,NA,294,10,10,0,0,0,0,182,NA,182,51,NA,51,195,NA,NA,329,10,10,0,0,0,1,226,NA,226,32,NA,32,225,NA,NA,265,0,0,0,0,0,NA
457,1241,C1G0001,Simple Reaction Time,133,0,1.23,ARES_JSC1,1,1.27,133,10/28/2004,2:20:02 AM,35,20,20,0,0,0,0,207,NA,207,46,NA,46,215,NA,NA,289,10,10,0,0,0,0,203,NA,203,21,NA,21,200,NA,NA,295,10,10,0,0,0,0,212,NA,212,63,NA,63,225,NA,NA,283,0,0,0,0,0,NA
458,1244,C1G0001,Simple Reaction Time,134,0,1.23,ARES_JSC1,1,1.27,134,10/29/2004,2:06:38 AM,42,20,20,0,0,0,1,285,NA,285,100,NA,100,245,NA,NA,210,10,10,0,0,0,1,279,NA,279,106,NA,106,240,NA,NA,215,10,10,0,0,0,0,291,NA,291,99,NA,99,265,NA,NA,206,0,0,0,0,0,NA
459,1256,C1G0001,Simple Reaction Time,135,0,1.23,ARES_JSC1,1,1.27,135,10/29/2004,2:11:35 AM,33,20,20,0,0,0,0,244,NA,244,17,NA,17,240,NA,NA,245,10,10,0,0,0,0,251,NA,251,21,NA,21,250,NA,NA,239,10,10,0,0,0,0,238,NA,238,9,NA,9,240,NA,NA,252,0,0,0,0,0,NA
460,1262,C1G0001,Simple Reaction Time,136,0,1.23,ARES_JSC1,1,1.27,136,10/29/2004,2:17:49 AM,33,20,20,0,0,0,0,193,NA,193,20,NA,20,200,NA,NA,310,10,10,0,0,0,0,196,NA,196,19,NA,19,200,NA,NA,306,10,10,0,0,0,0,191,NA,191,21,NA,21,195,NA,NA,314,0,0,0,0,0,NA
461,1270,C1G0001,Simple Reaction Time,137,0,1.23,ARES_JSC1,1,1.27,137,10/30/2004,2:06:16 AM,34,20,20,0,0,0,1,219,NA,219,24,NA,24,215,NA,NA,273,10,10,0,0,0,0,205,NA,205,14,NA,14,200,NA,NA,292,10,10,0,0,0,1,233,NA,233,24,NA,24,225,NA,NA,257,0,0,0,0,0,NA
462,1279,C1G0001,Simple Reaction Time,138,0,1.23,ARES_JSC1,1,1.27,138,10/30/2004,2:11:48 AM,32,19,19,0,1,0,0,214,NA,214,40,NA,40,210,NA,NA,280,10,10,0,0,0,0,209,NA,209,23,NA,23,210,NA,NA,287,9,9,0,1,0,0,220,NA,220,54,NA,54,200,NA,NA,272,0,0,0,0,0,NA
463,1291,C1G0001,Simple Reaction Time,139,0,1.23,ARES_JSC1,1,1.27,139,10/30/2004,2:18:45 AM,32,20,20,0,0,0,0,266,NA,266,32,NA,32,260,NA,NA,225,10,10,0,0,0,0,266,NA,266,33,NA,33,265,NA,NA,225,10,10,0,0,0,0,267,NA,267,34,NA,34,260,NA,NA,224,0,0,0,0,0,NA
464,1297,C1G0001,Simple Reaction Time,140,0,1.23,ARES_JSC1,1,1.27,140,10/31/2004,2:08:21 AM,33,20,20,0,0,0,0,215,NA,215,66,NA,66,210,NA,NA,278,10,10,0,0,0,0,232,NA,232,76,NA,76,210,NA,NA,258,10,10,0,0,0,0,199,NA,199,54,NA,54,215,NA,NA,301,0,0,0,0,0,NA
465,1306,C1G0001,Simple Reaction Time,141,0,1.23,ARES_JSC1,1,1.27,141,10/31/2004,2:13:21 AM,33,20,20,0,0,0,0,219,NA,219,39,NA,39,205,NA,NA,273,10,10,0,0,0,0,210,NA,210,21,NA,21,200,NA,NA,285,10,10,0,0,0,0,228,NA,228,51,NA,51,215,NA,NA,263,0,0,0,0,0,NA
466,1318,C1G0001,Simple Reaction Time,142,0,1.23,ARES_JSC1,1,1.27,142,10/31/2004,2:18:24 AM,35,20,20,0,0,0,0,226,NA,226,62,NA,62,220,NA,NA,264,10,10,0,0,0,0,239,NA,239,65,NA,65,220,NA,NA,251,10,10,0,0,0,0,214,NA,214,60,NA,60,205,NA,NA,280,0,0,0,0,0,NA
