ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
1166,358,C1G0003,Running Memory,32,0,1.24,ARES_JSC1,1,1.27,32,9/23/2004,2:07:49 AM,161,72,71,1,0,8,83,504,590,505,170,0,169,435,590,590,70,38,37,1,0,2,48,442,590,446,125,0,126,415,590,590,96,34,34,0,0,6,35,570,NA,570,188,NA,188,505,NA,NA,54,0,0,0,0,0,NA
1167,364,C1G0003,Running Memory,33,0,1.24,ARES_JSC1,1,1.27,33,9/23/2004,2:12:15 AM,149,80,80,0,0,0,88,402,NA,402,88,NA,88,390,NA,NA,148,40,40,0,0,0,49,405,NA,405,100,NA,100,390,NA,NA,148,40,40,0,0,0,39,400,NA,400,75,NA,75,390,NA,NA,149,0,0,0,0,0,NA
1168,373,C1G0003,Running Memory,34,0,1.24,ARES_JSC1,1,1.27,34,9/23/2004,2:18:53 AM,149,70,69,1,0,10,78,401,290,399,108,0,108,360,290,290,71,32,32,0,0,8,41,408,NA,408,114,NA,114,370,NA,NA,51,38,37,1,0,2,37,394,290,392,104,0,104,350,290,290,106,0,0,0,0,0,NA
1169,388,C1G0003,Running Memory,35,0,1.24,ARES_JSC1,1,1.27,35,9/24/2004,2:08:06 AM,161,64,64,0,0,16,74,449,NA,449,121,NA,121,415,NA,NA,50,38,38,0,0,2,47,466,NA,466,124,NA,124,425,NA,NA,96,26,26,0,0,14,27,424,NA,424,114,NA,114,405,NA,NA,29,0,0,0,0,0,NA
1170,397,C1G0003,Running Memory,36,0,1.24,ARES_JSC1,1,1.27,36,9/24/2004,2:12:58 AM,150,68,68,0,0,12,76,373,NA,373,76,NA,76,360,NA,NA,66,31,31,0,0,9,40,362,NA,362,69,NA,69,355,NA,NA,48,37,37,0,0,3,36,382,NA,382,82,NA,82,375,NA,NA,95,0,0,0,0,0,NA
1171,410,C1G0003,Running Memory,37,0,1.24,ARES_JSC1,1,1.27,37,9/25/2004,2:08:25 AM,152,80,79,1,0,0,88,395,300,394,70,0,71,385,300,300,150,40,40,0,0,0,49,390,NA,390,62,NA,62,375,NA,NA,153,40,39,1,0,0,39,400,300,397,78,0,79,390,300,300,147,0,0,0,0,0,NA
1172,422,C1G0003,Running Memory,38,0,1.24,ARES_JSC1,1,1.27,38,9/25/2004,2:13:27 AM,147,73,69,4,0,7,81,405,472,409,108,206,114,380,450,450,81,33,32,1,0,7,42,411,340,409,120,0,119,390,340,340,55,40,37,3,0,0,39,400,516,409,98,228,112,380,415,415,135,0,0,0,0,0,NA
1173,428,C1G0003,Running Memory,39,0,1.24,ARES_JSC1,1,1.27,39,9/25/2004,2:18:44 AM,150,77,76,1,0,3,85,415,560,417,91,0,92,385,560,560,110,40,40,0,0,0,49,396,NA,396,75,NA,75,380,NA,NA,151,37,36,1,0,3,36,436,560,440,104,0,105,405,560,560,85,0,0,0,0,0,NA
1174,434,C1G0003,Running Memory,40,0,1.24,ARES_JSC1,1,1.27,40,9/26/2004,2:10:02 AM,152,80,80,0,0,0,88,455,NA,455,118,NA,118,430,NA,NA,131,40,40,0,0,0,49,439,NA,439,113,NA,113,400,NA,NA,136,40,40,0,0,0,39,472,NA,472,122,NA,122,450,NA,NA,127,0,0,0,0,0,NA
1175,449,C1G0003,Running Memory,41,0,1.24,ARES_JSC1,1,1.27,41,9/26/2004,2:13:19 AM,168,68,60,8,0,12,81,546,555,547,171,158,168,515,555,555,49,35,30,5,0,5,46,579,472,563,172,126,169,530,415,415,51,33,30,3,0,7,35,513,693,529,166,100,168,480,640,640,46,0,0,0,0,0,NA
1176,458,C1G0003,Running Memory,42,0,1.24,ARES_JSC1,1,1.27,42,9/26/2004,2:20:52 AM,149,79,64,15,0,1,88,429,332,411,147,111,145,385,280,280,108,39,34,5,0,1,49,471,374,458,159,179,162,415,270,270,97,40,30,10,0,0,39,382,312,364,117,61,109,370,285,285,123,0,0,0,0,0,NA
1177,461,C1G0003,Running Memory,43,0,1.24,ARES_JSC1,1,1.27,43,9/27/2004,2:07:15 AM,166,77,74,3,0,3,87,533,713,540,130,116,133,510,650,650,87,39,38,1,0,1,49,533,610,535,142,0,140,500,610,610,95,38,36,2,0,2,38,534,765,546,118,106,127,515,765,765,80,0,0,0,0,0,NA
1178,470,C1G0003,Running Memory,44,0,1.24,ARES_JSC1,1,1.27,44,9/27/2004,2:12:11 AM,152,80,80,0,0,0,88,454,NA,454,114,NA,114,425,NA,NA,131,40,40,0,0,0,49,459,NA,459,94,NA,94,445,NA,NA,130,40,40,0,0,0,39,450,NA,450,131,NA,131,405,NA,NA,133,0,0,0,0,0,NA
1179,492,C1G0003,Running Memory,45,0,1.24,ARES_JSC1,1,1.27,45,9/28/2004,2:08:54 AM,157,80,80,0,0,0,88,481,NA,481,109,NA,109,455,NA,NA,124,40,40,0,0,0,49,499,NA,499,117,NA,117,470,NA,NA,120,40,40,0,0,0,39,462,NA,462,97,NA,97,440,NA,NA,129,0,0,0,0,0,NA
1180,501,C1G0003,Running Memory,46,0,1.24,ARES_JSC1,1,1.27,46,9/28/2004,2:14:56 AM,155,79,75,4,0,1,88,469,460,468,116,129,116,440,430,430,112,39,39,0,0,1,49,495,NA,495,127,NA,127,455,NA,NA,104,40,36,4,0,0,39,441,460,443,97,129,99,425,430,430,121,0,0,0,0,0,NA
1181,510,C1G0003,Running Memory,47,0,1.24,ARES_JSC1,1,1.27,47,9/28/2004,2:18:38 AM,155,80,79,1,0,0,88,436,760,440,99,0,104,425,760,760,134,40,39,1,0,0,49,438,760,446,99,0,110,445,760,760,131,40,40,0,0,0,39,435,NA,435,99,NA,99,415,NA,NA,137,0,0,0,0,0,NA
1182,516,C1G0003,Running Memory,48,0,1.24,ARES_JSC1,1,1.27,48,9/29/2004,2:06:47 AM,167,34,33,1,0,30,44,657,800,661,159,0,159,635,800,800,17,34,33,1,0,6,44,657,800,661,159,0,159,635,800,800,48,0,0,0,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1183,522,C1G0003,Running Memory,49,0,1.24,ARES_JSC1,1,1.27,49,9/29/2004,2:12:16 AM,195,69,64,5,0,11,78,465,420,462,161,234,165,415,270,270,59,33,32,1,0,7,43,465,790,475,160,0,167,410,790,790,52,36,32,4,0,4,35,465,327,450,165,128,165,430,270,270,68,0,0,0,0,0,NA
1184,537,C1G0003,Running Memory,50,0,1.24,ARES_JSC1,1,1.27,50,9/29/2004,2:18:38 AM,158,80,78,2,0,0,88,423,335,421,77,63,78,400,335,335,138,40,40,0,0,0,49,428,NA,428,89,NA,89,400,NA,NA,139,40,38,2,0,0,39,418,335,414,62,63,64,400,335,335,137,0,0,0,0,0,NA
1185,540,C1G0003,Running Memory,51,0,1.24,ARES_JSC1,1,1.27,51,9/30/2004,2:07:34 AM,157,78,75,3,0,2,87,467,630,473,119,225,127,455,565,565,104,40,38,2,0,0,49,448,760,464,108,NA,126,445,760,760,122,38,37,1,0,2,38,486,370,483,129,0,128,460,370,370,91,0,0,0,0,0,NA
1186,549,C1G0003,Running Memory,52,0,1.24,ARES_JSC1,1,1.27,52,9/30/2004,2:18:55 AM,150,80,77,3,0,0,88,444,443,444,91,83,91,430,410,410,129,40,38,2,0,0,49,437,410,436,91,84,90,420,410,410,130,40,39,1,0,0,39,451,510,453,93,0,92,430,510,510,129,0,0,0,0,0,NA
1187,558,C1G0003,Running Memory,53,0,1.24,ARES_JSC1,1,1.27,53,10/1/2004,2:07:45 AM,166,66,62,4,0,14,76,540,782,554,160,108,167,520,770,770,47,35,33,2,0,5,44,502,795,519,174,176,185,455,795,795,59,31,29,2,0,9,32,583,770,595,132,56,137,550,770,770,38,0,0,0,0,0,NA
1188,573,C1G0003,Running Memory,54,0,1.24,ARES_JSC1,1,1.27,54,10/1/2004,2:12:56 AM,141,80,80,0,0,0,88,353,NA,353,66,NA,66,340,NA,NA,169,40,40,0,0,0,49,343,NA,343,64,NA,64,325,NA,NA,174,40,40,0,0,0,39,362,NA,362,68,NA,68,350,NA,NA,165,0,0,0,0,0,NA
1189,576,C1G0003,Running Memory,55,0,1.24,ARES_JSC1,1,1.27,55,10/1/2004,2:20:03 AM,148,80,79,1,0,0,88,405,280,404,102,0,102,390,280,280,146,40,39,1,0,0,49,420,280,416,104,0,105,400,280,280,140,40,40,0,0,0,39,391,NA,391,100,NA,100,365,NA,NA,153,0,0,0,0,0,NA
1190,588,C1G0003,Running Memory,56,0,1.24,ARES_JSC1,1,1.27,56,10/3/2004,2:08:34 AM,149,80,79,1,0,0,86,384,270,382,93,0,94,355,270,270,154,40,40,0,0,0,47,399,NA,399,103,NA,103,365,NA,NA,150,40,39,1,0,0,39,368,270,366,81,0,81,350,270,270,159,0,0,0,0,0,NA
1191,594,C1G0003,Running Memory,57,0,1.24,ARES_JSC1,1,1.27,57,10/3/2004,2:13:44 AM,144,80,80,0,0,0,88,386,NA,386,76,NA,76,370,NA,NA,155,40,40,0,0,0,49,390,NA,390,68,NA,68,380,NA,NA,153,40,40,0,0,0,39,382,NA,382,84,NA,84,360,NA,NA,156,0,0,0,0,0,NA
1192,603,C1G0003,Running Memory,58,0,1.24,ARES_JSC1,1,1.27,58,10/3/2004,2:18:36 AM,147,80,77,3,0,0,88,393,373,393,100,40,98,365,350,350,146,40,39,1,0,0,49,373,420,374,84,0,84,350,420,420,156,40,38,2,0,0,39,414,350,411,111,NA,109,380,350,350,138,0,0,0,0,0,NA
1193,612,C1G0003,Running Memory,59,0,1.24,ARES_JSC1,1,1.27,59,10/4/2004,2:07:13 AM,146,80,78,2,0,0,88,405,430,405,94,183,95,375,430,430,144,40,39,1,0,0,49,415,560,419,100,0,101,380,560,560,139,40,39,1,0,0,39,394,300,392,87,0,87,370,300,300,149,0,0,0,0,0,NA
1194,627,C1G0003,Running Memory,60,0,1.24,ARES_JSC1,1,1.27,60,10/4/2004,2:13:57 AM,158,56,56,0,0,24,65,418,NA,418,107,NA,107,395,NA,NA,35,40,40,0,0,0,49,396,NA,396,80,NA,80,385,NA,NA,151,16,16,0,0,24,16,474,NA,474,142,NA,142,470,NA,NA,12,0,0,0,0,0,NA
1195,636,C1G0003,Running Memory,61,0,1.24,ARES_JSC1,1,1.27,61,10/4/2004,2:19:31 AM,164,72,71,1,0,8,81,460,470,460,134,0,133,420,470,470,74,40,39,1,0,0,49,474,470,474,141,0,139,420,470,470,123,32,32,0,0,8,32,443,NA,443,125,NA,125,390,NA,NA,50,0,0,0,0,0,NA
1196,642,C1G0003,Running Memory,62,0,1.24,ARES_JSC1,1,1.27,62,10/5/2004,2:07:04 AM,143,14,14,0,0,30,22,594,NA,594,214,NA,214,525,NA,NA,8,14,14,0,0,26,22,594,NA,594,214,NA,214,525,NA,NA,9,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1197,654,C1G0003,Running Memory,63,0,1.24,ARES_JSC1,1,1.27,63,10/5/2004,2:12:51 AM,156,68,65,3,0,12,77,454,533,457,115,245,121,415,395,395,58,39,38,1,0,1,48,452,810,462,109,0,122,415,810,810,108,29,27,2,0,11,29,456,395,452,124,77,122,420,395,395,35,0,0,0,0,0,NA
1198,663,C1G0003,Running Memory,64,0,1.24,ARES_JSC1,1,1.27,64,10/5/2004,2:18:44 AM,150,74,72,2,0,6,83,405,455,407,89,91,88,395,455,455,89,37,36,1,0,3,46,385,390,385,90,0,89,365,390,390,92,37,36,1,0,3,37,426,520,428,83,0,84,415,520,520,86,0,0,0,0,0,NA
1199,669,C1G0003,Running Memory,65,0,1.24,ARES_JSC1,1,1.27,65,10/6/2004,2:13:25 AM,146,80,80,0,0,0,88,380,NA,380,87,NA,87,365,NA,NA,157,40,40,0,0,0,49,368,NA,368,100,NA,100,355,NA,NA,163,40,40,0,0,0,39,393,NA,393,72,NA,72,375,NA,NA,152,0,0,0,0,0,NA
1200,684,C1G0003,Running Memory,66,0,1.24,ARES_JSC1,1,1.27,66,10/6/2004,2:19:00 AM,156,80,80,0,0,0,88,392,NA,392,79,NA,79,370,NA,NA,152,40,40,0,0,0,49,380,NA,380,82,NA,82,355,NA,NA,157,40,40,0,0,0,39,404,NA,404,76,NA,76,390,NA,NA,148,0,0,0,0,0,NA
1201,690,C1G0003,Running Memory,67,0,1.24,ARES_JSC1,1,1.27,67,10/7/2004,2:09:26 AM,148,80,79,1,0,0,88,437,340,436,91,0,91,430,340,340,135,40,40,0,0,0,49,402,NA,402,74,NA,74,380,NA,NA,148,40,39,1,0,0,39,473,340,470,93,0,94,455,340,340,124,0,0,0,0,0,NA
1202,718,C1G0003,Running Memory,68,0,1.24,ARES_JSC1,1,1.27,68,10/8/2004,2:19:17 AM,159,64,63,1,0,16,74,416,620,419,85,0,88,400,620,620,50,29,29,0,0,11,39,390,NA,390,88,NA,88,345,NA,NA,39,35,34,1,0,5,35,438,620,444,77,0,82,400,620,620,66,0,0,0,0,0,NA
1203,730,C1G0003,Running Memory,69,0,1.24,ARES_JSC1,1,1.27,69,10/9/2004,2:07:37 AM,150,31,30,1,0,30,40,463,380,460,99,0,98,440,380,380,17,31,30,1,0,9,40,463,380,460,99,0,98,440,380,380,43,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1204,733,C1G0003,Running Memory,70,0,1.24,ARES_JSC1,1,1.27,70,10/9/2004,2:13:31 AM,141,18,18,0,0,30,27,466,NA,466,100,NA,100,430,NA,NA,10,18,18,0,0,22,27,466,NA,466,100,NA,100,430,NA,NA,14,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1205,742,C1G0003,Running Memory,71,0,1.24,ARES_JSC1,1,1.27,71,10/9/2004,2:19:09 AM,139,12,12,0,0,30,22,409,NA,409,72,NA,72,410,NA,NA,7,12,12,0,0,28,22,409,NA,409,72,NA,72,410,NA,NA,8,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1206,757,C1G0003,Running Memory,72,0,1.24,ARES_JSC1,1,1.27,72,10/10/2004,2:08:15 AM,139,14,13,1,0,29,23,364,310,360,80,0,78,340,310,310,8,14,13,1,0,26,23,364,310,360,80,0,78,340,310,310,9,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1207,774,C1G0003,Running Memory,73,0,1.24,ARES_JSC1,1,1.27,73,10/10/2004,2:19:24 AM,164,43,31,12,1,36,59,407,270,369,176,77,166,330,245,245,15,31,25,6,0,9,45,416,281,390,187,99,181,345,250,250,38,12,6,6,1,27,14,366,260,313,125,55,107,320,240,240,4,0,0,0,0,0,NA
1208,780,C1G0003,Running Memory,74,0,1.24,ARES_JSC1,1,1.27,74,10/11/2004,2:08:05 AM,170,37,36,1,0,43,46,498,820,507,126,0,135,485,820,820,14,30,29,1,0,10,39,512,820,523,131,0,140,490,820,820,38,7,7,0,0,33,7,440,NA,440,88,NA,88,390,NA,NA,4,0,0,0,0,0,NA
1209,786,C1G0003,Running Memory,75,0,1.24,ARES_JSC1,1,1.27,75,10/11/2004,2:12:50 AM,151,28,24,4,0,31,37,450,510,458,118,285,146,430,405,405,13,25,21,4,0,15,34,460,510,468,115,285,147,430,405,405,22,3,3,0,0,16,3,376,NA,376,135,NA,135,310,NA,NA,3,0,0,0,0,0,NA
1210,801,C1G0003,Running Memory,76,0,1.24,ARES_JSC1,1,1.27,76,10/11/2004,2:19:14 AM,166,23,21,2,0,47,32,473,475,473,170,176,166,420,475,475,8,23,21,2,0,17,32,473,475,473,170,176,166,420,475,475,20,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1211,807,C1G0003,Running Memory,77,0,1.24,ARES_JSC1,1,1.27,77,10/12/2004,2:07:18 AM,154,76,74,2,0,4,84,444,560,447,98,296,104,420,560,560,96,40,40,0,0,0,49,429,NA,429,108,NA,108,390,NA,NA,139,36,34,2,0,4,35,462,560,467,84,296,98,450,560,560,70,0,0,0,0,0,NA
1212,816,C1G0003,Running Memory,78,0,1.24,ARES_JSC1,1,1.27,78,10/12/2004,2:12:44 AM,156,67,67,0,0,13,75,471,NA,471,137,NA,137,430,NA,NA,56,27,27,0,0,13,36,425,NA,425,99,NA,99,405,NA,NA,32,40,40,0,0,0,39,502,NA,502,151,NA,151,480,NA,NA,119,0,0,0,0,0,NA
1213,825,C1G0003,Running Memory,79,0,1.24,ARES_JSC1,1,1.27,79,10/12/2004,2:18:43 AM,147,77,77,0,0,3,85,413,NA,413,112,NA,112,395,NA,NA,113,40,40,0,0,0,49,409,NA,409,126,NA,126,370,NA,NA,146,37,37,0,0,3,36,418,NA,418,97,NA,97,410,NA,NA,90,0,0,0,0,0,NA
1214,844,C1G0003,Running Memory,80,0,1.24,ARES_JSC1,1,1.27,80,10/13/2004,2:15:50 AM,156,63,56,7,0,17,71,405,354,399,98,93,99,370,330,330,44,32,26,6,0,8,41,402,356,394,105,102,105,370,350,350,42,31,30,1,0,9,30,407,340,405,94,0,93,375,340,340,45,0,0,0,0,0,NA
1215,853,C1G0003,Running Memory,81,0,1.24,ARES_JSC1,1,1.27,81,10/13/2004,2:19:15 AM,152,69,68,1,0,11,77,422,380,422,124,0,123,380,380,380,65,33,32,1,0,7,42,423,380,422,130,0,128,375,380,380,54,36,36,0,0,4,35,422,NA,422,121,NA,121,385,NA,NA,79,0,0,0,0,0,NA
1216,859,C1G0003,Running Memory,82,0,1.24,ARES_JSC1,1,1.27,82,10/14/2004,2:07:31 AM,155,71,68,3,0,9,80,468,630,475,133,268,141,430,550,550,67,40,39,1,0,0,49,458,320,454,121,0,122,435,320,320,128,31,29,2,0,9,31,482,785,501,148,7,162,425,785,785,40,0,0,0,0,0,NA
1217,871,C1G0003,Running Memory,83,0,1.24,ARES_JSC1,1,1.27,83,10/14/2004,2:13:45 AM,146,79,79,0,0,1,87,435,NA,435,114,NA,114,410,NA,NA,126,39,39,0,0,1,48,442,NA,442,134,NA,134,410,NA,NA,115,40,40,0,0,0,39,429,NA,429,91,NA,91,430,NA,NA,139,0,0,0,0,0,NA
1218,874,C1G0003,Running Memory,84,0,1.24,ARES_JSC1,1,1.27,84,10/14/2004,2:19:00 AM,180,16,15,1,0,64,25,358,360,358,89,0,86,335,360,360,4,14,13,1,0,26,23,363,360,363,95,0,91,335,360,360,9,2,2,0,0,38,2,325,NA,325,21,NA,21,325,NA,NA,1,0,0,0,0,0,NA
1219,883,C1G0003,Running Memory,85,0,1.24,ARES_JSC1,1,1.27,85,10/15/2004,2:07:38 AM,154,68,68,0,0,12,76,419,NA,419,88,NA,88,400,NA,NA,63,38,38,0,0,2,47,401,NA,401,73,NA,73,390,NA,NA,107,30,30,0,0,10,29,443,NA,443,100,NA,100,410,NA,NA,41,0,0,0,0,0,NA
1220,898,C1G0003,Running Memory,86,0,1.24,ARES_JSC1,1,1.27,86,10/15/2004,2:12:42 AM,154,62,61,1,0,18,70,433,350,432,104,0,104,405,350,350,45,26,25,1,0,14,35,449,350,445,124,0,123,410,350,350,27,36,36,0,0,4,35,423,NA,423,87,NA,87,405,NA,NA,79,0,0,0,0,0,NA
1221,907,C1G0003,Running Memory,87,0,1.24,ARES_JSC1,1,1.27,87,10/15/2004,2:20:31 AM,153,66,65,1,0,14,74,425,790,431,117,0,124,390,790,790,55,28,27,1,0,12,37,464,790,476,134,0,145,415,790,790,32,38,38,0,0,2,37,398,NA,398,96,NA,96,350,NA,NA,107,0,0,0,0,0,NA
1222,913,C1G0003,Running Memory,88,0,1.24,ARES_JSC1,1,1.27,88,10/16/2004,2:07:54 AM,161,54,53,1,0,26,62,395,510,397,99,0,99,355,510,510,31,17,16,1,0,23,25,391,510,398,105,0,105,345,510,510,12,37,37,0,0,3,37,397,NA,397,98,NA,98,360,NA,NA,93,0,0,0,0,0,NA
1223,925,C1G0003,Running Memory,89,0,1.24,ARES_JSC1,1,1.27,89,10/16/2004,2:12:55 AM,135,12,12,0,0,30,21,466,NA,466,148,NA,148,420,NA,NA,7,12,12,0,0,28,21,466,NA,466,148,NA,148,420,NA,NA,8,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
1224,931,C1G0003,Running Memory,90,0,1.24,ARES_JSC1,1,1.27,90,10/16/2004,2:19:44 AM,183,16,16,0,0,64,24,456,NA,456,121,NA,121,435,NA,NA,4,8,8,0,0,32,17,475,NA,475,159,NA,159,425,NA,NA,4,8,8,0,0,32,7,438,NA,438,73,NA,73,435,NA,NA,4,0,0,0,0,0,NA
1225,940,C1G0003,Running Memory,91,0,1.24,ARES_JSC1,1,1.27,91,10/17/2004,2:08:14 AM,160,48,48,0,0,32,55,414,NA,414,103,NA,103,400,NA,NA,24,23,23,0,0,17,31,423,NA,423,111,NA,111,370,NA,NA,22,25,25,0,0,15,24,406,NA,406,96,NA,96,400,NA,NA,27,0,0,0,0,0,NA
1226,959,C1G0003,Running Memory,92,0,1.24,ARES_JSC1,1,1.27,92,10/17/2004,2:19:27 AM,154,76,73,3,0,4,84,426,576,432,102,228,111,395,445,445,97,40,39,1,0,0,49,427,450,427,92,0,91,400,450,450,136,36,34,2,0,4,35,425,640,437,114,282,130,390,640,640,73,0,0,0,0,0,NA
1227,965,C1G0003,Running Memory,93,0,1.24,ARES_JSC1,1,1.27,93,10/18/2004,2:07:16 AM,187,27,26,1,0,53,35,498,260,490,144,0,149,465,260,260,9,19,19,0,0,21,28,516,NA,516,132,NA,132,545,NA,NA,15,8,7,1,0,32,7,450,260,426,174,0,175,385,260,260,4,0,0,0,0,0,NA
1228,971,C1G0003,Running Memory,94,0,1.24,ARES_JSC1,1,1.27,94,10/18/2004,2:12:24 AM,149,25,22,3,0,32,35,407,373,403,95,118,96,385,305,305,12,22,20,2,0,18,31,399,305,390,95,7,94,380,305,305,19,3,2,1,0,14,4,495,510,500,35,0,26,495,510,510,2,0,0,0,0,0,NA
1229,993,C1G0003,Running Memory,95,0,1.24,ARES_JSC1,1,1.27,95,10/19/2004,2:07:48 AM,165,34,34,0,0,46,43,417,NA,417,126,NA,126,395,NA,NA,13,17,17,0,0,23,26,455,NA,455,156,NA,156,400,NA,NA,13,17,17,0,0,23,17,378,NA,378,73,NA,73,355,NA,NA,13,0,0,0,0,0,NA
1230,1002,C1G0003,Running Memory,96,0,1.24,ARES_JSC1,1,1.27,96,10/19/2004,2:13:16 AM,169,24,24,0,0,56,33,393,NA,393,87,NA,87,380,NA,NA,8,20,20,0,0,20,29,401,NA,401,89,NA,89,380,NA,NA,17,4,4,0,0,36,4,352,NA,352,68,NA,68,345,NA,NA,2,0,0,0,0,0,NA
1231,1008,C1G0003,Running Memory,97,0,1.24,ARES_JSC1,1,1.27,97,10/19/2004,2:19:28 AM,171,13,13,0,0,62,23,453,NA,453,155,NA,155,375,NA,NA,4,11,11,0,0,29,20,434,NA,434,116,NA,116,375,NA,NA,7,2,2,0,0,33,3,555,NA,555,360,NA,360,555,NA,NA,1,0,0,0,0,0,NA
1232,1020,C1G0003,Running Memory,98,0,1.24,ARES_JSC1,1,1.27,98,10/20/2004,2:09:37 AM,176,14,14,0,0,66,23,420,NA,420,97,NA,97,395,NA,NA,4,10,10,0,0,30,19,417,NA,417,107,NA,107,380,NA,NA,6,4,4,0,0,36,4,430,NA,430,80,NA,80,455,NA,NA,2,0,0,0,0,0,NA
1233,1023,C1G0003,Running Memory,99,0,1.24,ARES_JSC1,1,1.27,99,10/20/2004,2:12:10 AM,172,26,26,0,0,54,35,450,NA,450,149,NA,149,395,NA,NA,8,13,13,0,0,27,22,383,NA,383,72,NA,72,360,NA,NA,9,13,13,0,0,27,13,516,NA,516,179,NA,179,480,NA,NA,8,0,0,0,0,0,NA
1234,1038,C1G0003,Running Memory,100,0,1.24,ARES_JSC1,1,1.27,100,10/20/2004,2:20:24 AM,176,8,8,0,0,72,17,435,NA,435,141,NA,141,410,NA,NA,2,5,5,0,0,35,14,408,NA,408,149,NA,149,340,NA,NA,2,3,3,0,0,37,3,480,NA,480,141,NA,141,400,NA,NA,1,0,0,0,0,0,NA
1235,1041,C1G0003,Running Memory,101,0,1.24,ARES_JSC1,1,1.27,101,10/21/2004,2:07:52 AM,164,44,44,0,0,36,53,409,NA,409,72,NA,72,395,NA,NA,20,35,35,0,0,5,44,418,NA,418,74,NA,74,400,NA,NA,70,9,9,0,0,31,9,372,NA,372,49,NA,49,355,NA,NA,5,0,0,0,0,0,NA
1236,1050,C1G0003,Running Memory,102,0,1.24,ARES_JSC1,1,1.27,102,10/21/2004,2:12:11 AM,175,20,20,0,0,60,29,528,NA,528,212,NA,212,455,NA,NA,6,12,12,0,0,28,21,531,NA,531,195,NA,195,510,NA,NA,7,8,8,0,0,32,8,523,NA,523,250,NA,250,415,NA,NA,4,0,0,0,0,0,NA
1237,1065,C1G0003,Running Memory,103,0,1.24,ARES_JSC1,1,1.27,103,10/21/2004,2:19:02 AM,169,24,24,0,0,56,33,456,NA,456,81,NA,81,465,NA,NA,8,11,11,0,0,29,20,430,NA,430,75,NA,75,405,NA,NA,7,13,13,0,0,27,13,478,NA,478,82,NA,82,475,NA,NA,8,0,0,0,0,0,NA
1238,1071,C1G0003,Running Memory,104,0,1.24,ARES_JSC1,1,1.27,104,10/22/2004,2:08:20 AM,173,28,28,0,0,52,38,492,NA,492,161,NA,161,430,NA,NA,9,8,8,0,0,32,17,388,NA,388,76,NA,76,370,NA,NA,4,20,20,0,0,20,21,534,NA,534,168,NA,168,465,NA,NA,16,0,0,0,0,0,NA
1239,1097,C1G0003,Running Memory,105,0,1.24,ARES_JSC1,1,1.27,105,10/23/2004,2:07:43 AM,177,15,15,0,0,65,22,447,NA,447,130,NA,130,385,NA,NA,4,8,8,0,0,32,15,466,NA,466,164,NA,164,385,NA,NA,4,7,7,0,0,33,7,425,NA,425,84,NA,84,380,NA,NA,4,0,0,0,0,0,NA
1240,1106,C1G0003,Running Memory,106,0,1.24,ARES_JSC1,1,1.27,106,10/23/2004,2:12:47 AM,170,22,21,1,0,58,30,480,560,483,139,0,137,475,560,560,6,9,9,0,0,31,18,456,NA,456,146,NA,146,385,NA,NA,5,13,12,1,0,27,12,497,560,502,138,0,133,480,560,560,8,0,0,0,0,0,NA
1241,1109,C1G0003,Running Memory,107,0,1.24,ARES_JSC1,1,1.27,107,10/23/2004,2:19:01 AM,175,13,12,1,0,67,22,467,390,461,104,0,102,490,390,390,3,8,7,1,0,32,17,450,390,442,97,0,92,405,390,390,4,5,5,0,0,35,5,492,NA,492,119,NA,119,500,NA,NA,2,0,0,0,0,0,NA
1242,1124,C1G0003,Running Memory,108,0,1.24,ARES_JSC1,1,1.27,108,10/24/2004,2:07:47 AM,178,18,16,2,0,62,28,504,840,541,167,56,191,465,840,840,4,11,10,1,0,29,20,531,800,555,192,0,199,465,800,800,6,7,6,1,0,33,8,460,880,520,115,0,190,440,880,880,3,0,0,0,0,0,NA
