ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Start_Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
72,785,C1G0003,Matching To Sample,75,0,1.23,ARES_JSC1,1,1.27,75,2020-10-11,12:46,172,10,7,3,0,0,11,3288,2583,3077,2746,1629,2394,1825,1900,1900,13,5,5,0,0,0,7,3874,NA,3874,3128,NA,3128,1980,NA,NA,15,5,2,3,0,0,4,1825,2583,2280,318,1629,1235,1825,1900,1900,10,1,0,0,0,0,NA
73,800,C1G0003,Matching To Sample,76,0,1.23,ARES_JSC1,1,1.27,76,2020-10-11,19:11,140,10,9,1,0,0,11,1772,2340,1829,1720,0,1632,1335,2340,2340,29,5,5,0,0,0,7,2242,NA,2242,2291,NA,2291,1335,NA,NA,26,5,4,1,0,0,4,1185,2340,1416,264,0,565,1205,2340,2340,33,0,0,0,0,0,NA
74,806,C1G0003,Matching To Sample,77,0,1.23,ARES_JSC1,1,1.27,77,2020-10-12,07:16,141,10,10,0,0,0,11,1677,NA,1677,564,NA,564,1585,NA,NA,35,5,5,0,0,0,7,1308,NA,1308,286,NA,286,1170,NA,NA,45,5,5,0,0,0,4,2046,NA,2046,542,NA,542,1825,NA,NA,29,0,0,0,0,0,NA
75,815,C1G0003,Matching To Sample,78,0,1.23,ARES_JSC1,1,1.27,78,2020-10-12,12:42,153,10,10,0,0,0,11,2344,NA,2344,2017,NA,2017,1475,NA,NA,25,5,5,0,0,0,7,1998,NA,1998,1250,NA,1250,1375,NA,NA,30,5,5,0,0,0,4,2690,NA,2690,2700,NA,2700,1435,NA,NA,22,0,0,0,0,0,NA
76,824,C1G0003,Matching To Sample,79,0,1.23,ARES_JSC1,1,1.27,79,2020-10-12,18:41,135,10,9,1,0,0,11,1054,2220,1171,330,0,482,995,2220,2220,46,5,4,1,0,0,7,1255,2220,1448,305,0,506,1290,2220,2220,33,5,5,0,0,0,4,894,NA,894,277,NA,277,770,NA,NA,67,0,0,0,0,0,NA
77,843,C1G0003,Matching To Sample,80,0,1.23,ARES_JSC1,1,1.27,80,2020-10-13,15:48,136,10,9,1,0,0,11,1578,1230,1544,404,0,397,1505,1230,1230,34,5,5,0,0,0,7,1368,NA,1368,330,NA,330,1365,NA,NA,43,5,4,1,0,0,4,1842,1230,1720,353,0,410,1750,1230,1230,27,0,0,0,0,0,NA
78,852,C1G0003,Matching To Sample,81,0,1.23,ARES_JSC1,1,1.27,81,2020-10-13,19:12,137,10,10,0,0,0,11,1353,NA,1353,396,NA,396,1375,NA,NA,44,5,5,0,0,0,7,1380,NA,1380,283,NA,283,1375,NA,NA,43,5,5,0,0,0,4,1326,NA,1326,520,NA,520,1055,NA,NA,45,0,0,0,0,0,NA
79,858,C1G0003,Matching To Sample,82,0,1.23,ARES_JSC1,1,1.27,82,2020-10-14,07:28,135,10,10,0,0,0,11,1409,NA,1409,236,NA,236,1410,NA,NA,42,5,5,0,0,0,7,1464,NA,1464,167,NA,167,1380,NA,NA,40,5,5,0,0,0,4,1354,NA,1354,299,NA,299,1305,NA,NA,44,0,0,0,0,0,NA
80,870,C1G0003,Matching To Sample,83,0,1.23,ARES_JSC1,1,1.27,83,2020-10-14,13:42,133,10,10,0,0,0,11,1121,NA,1121,400,NA,400,1025,NA,NA,53,5,5,0,0,0,7,1056,NA,1056,398,NA,398,855,NA,NA,56,5,5,0,0,0,4,1186,NA,1186,436,NA,436,1000,NA,NA,50,0,0,0,0,0,NA
81,873,C1G0003,Matching To Sample,84,0,1.23,ARES_JSC1,1,1.27,84,2020-10-14,18:57,165,10,10,0,0,0,11,4031,NA,4031,3391,NA,3391,2100,NA,NA,14,5,5,0,0,0,7,2984,NA,2984,1943,NA,1943,1750,NA,NA,20,5,5,0,0,0,4,5078,NA,5078,4400,NA,4400,1995,NA,NA,11,0,0,0,0,0,NA
82,882,C1G0003,Matching To Sample,85,0,1.23,ARES_JSC1,1,1.27,85,2020-10-15,07:35,143,10,10,0,0,0,11,1517,NA,1517,860,NA,860,1265,NA,NA,39,5,5,0,0,0,7,1364,NA,1364,308,NA,308,1285,NA,NA,43,5,5,0,0,0,4,1670,NA,1670,1230,NA,1230,1105,NA,NA,35,0,0,0,0,0,NA
83,897,C1G0003,Matching To Sample,86,0,1.23,ARES_JSC1,1,1.27,86,2020-10-15,12:39,136,10,10,0,0,0,11,1405,NA,1405,342,NA,342,1385,NA,NA,42,5,5,0,0,0,7,1428,NA,1428,436,NA,436,1225,NA,NA,42,5,5,0,0,0,4,1382,NA,1382,268,NA,268,1300,NA,NA,43,0,0,0,0,0,NA
84,906,C1G0003,Matching To Sample,87,0,1.23,ARES_JSC1,1,1.27,87,2020-10-15,20:29,150,10,8,2,0,0,11,1440,8090,2770,296,8287,3944,1405,8090,8090,17,5,4,1,0,0,7,1437,13950,3940,345,0,5603,1405,13950,13950,12,5,4,1,0,0,4,1442,2230,1600,293,0,434,1375,2230,2230,30,0,0,0,0,0,NA
85,912,C1G0003,Matching To Sample,88,0,1.23,ARES_JSC1,1,1.27,88,2020-10-16,07:52,137,10,9,1,0,0,11,1495,880,1434,563,0,565,1285,880,880,37,5,4,1,0,0,7,1580,880,1440,641,0,637,1285,880,880,33,5,5,0,0,0,4,1428,NA,1428,560,NA,560,1390,NA,NA,42,0,0,0,0,0,NA
86,924,C1G0003,Matching To Sample,89,0,1.23,ARES_JSC1,1,1.27,89,2020-10-16,12:53,138,10,8,2,0,0,11,1667,1415,1617,376,431,377,1665,1415,1415,29,5,4,1,0,0,7,1762,1720,1754,282,0,245,1720,1720,1720,27,5,4,1,0,0,4,1572,1110,1480,476,0,461,1600,1110,1110,32,0,0,0,0,0,NA
87,930,C1G0003,Matching To Sample,90,0,1.23,ARES_JSC1,1,1.27,90,2020-10-16,19:41,154,10,8,2,0,0,11,2852,2300,2742,1182,410,1077,2405,2300,2300,17,5,4,1,0,0,7,2312,2010,2252,474,0,432,2145,2010,2010,21,5,4,1,0,0,4,3392,2590,3232,1503,0,1350,2815,2590,2590,14,0,0,0,0,0,NA
88,939,C1G0003,Matching To Sample,91,0,1.23,ARES_JSC1,1,1.27,91,2020-10-17,08:11,150,10,9,1,0,0,11,1850,4700,2135,865,0,1216,1440,4700,4700,25,5,5,0,0,0,7,1846,NA,1846,1036,NA,1036,1440,NA,NA,32,5,4,1,0,0,4,1855,4700,2424,753,0,1429,1735,4700,4700,19,0,0,0,0,0,NA
89,958,C1G0003,Matching To Sample,92,0,1.23,ARES_JSC1,1,1.27,92,2020-10-17,19:24,159,10,10,0,0,0,11,3287,NA,3287,4783,NA,4783,1830,NA,NA,18,5,5,0,0,0,7,2072,NA,2072,526,NA,526,1830,NA,NA,28,5,5,0,0,0,4,4502,NA,4502,6892,NA,6892,1380,NA,NA,13,0,0,0,0,0,NA
90,964,C1G0003,Matching To Sample,93,0,1.23,ARES_JSC1,1,1.27,93,2020-10-18,07:14,148,10,10,0,0,0,11,2191,NA,2191,575,NA,575,2040,NA,NA,27,5,5,0,0,0,7,2120,NA,2120,442,NA,442,1945,NA,NA,28,5,5,0,0,0,4,2262,NA,2262,733,NA,733,1990,NA,NA,26,0,0,0,0,0,NA
91,970,C1G0003,Matching To Sample,94,0,1.23,ARES_JSC1,1,1.27,94,2020-10-18,12:21,142,10,10,0,0,0,11,1714,NA,1714,468,NA,468,1565,NA,NA,35,5,5,0,0,0,7,1398,NA,1398,167,NA,167,1350,NA,NA,42,5,5,0,0,0,4,2030,NA,2030,465,NA,465,1835,NA,NA,29,0,0,0,0,0,NA
92,992,C1G0003,Matching To Sample,95,0,1.23,ARES_JSC1,1,1.27,95,2020-10-19,07:45,145,10,10,0,0,0,11,1541,NA,1541,408,NA,408,1575,NA,NA,38,5,5,0,0,0,7,1630,NA,1630,546,NA,546,1495,NA,NA,36,5,5,0,0,0,4,1452,NA,1452,239,NA,239,1525,NA,NA,41,0,0,0,0,0,NA
93,1001,C1G0003,Matching To Sample,96,0,1.23,ARES_JSC1,1,1.27,96,2020-10-19,13:12,168,10,10,0,0,0,11,4501,NA,4501,6744,NA,6744,2210,NA,NA,13,5,5,0,0,0,7,6644,NA,6644,9501,NA,9501,2155,NA,NA,9,5,5,0,0,0,4,2358,NA,2358,764,NA,764,2155,NA,NA,25,0,0,0,0,0,NA
94,1007,C1G0003,Matching To Sample,97,0,1.23,ARES_JSC1,1,1.27,97,2020-10-19,19:25,191,10,10,0,0,0,11,6532,NA,6532,9197,NA,9197,2765,NA,NA,9,5,5,0,0,0,7,4578,NA,4578,5696,NA,5696,1950,NA,NA,13,5,5,0,0,0,4,8486,NA,8486,12180,NA,12180,3050,NA,NA,7,0,0,0,0,0,NA
95,1019,C1G0003,Matching To Sample,98,0,1.23,ARES_JSC1,1,1.27,98,2020-10-20,09:34,150,10,10,0,0,0,11,2764,NA,2764,1951,NA,1951,2075,NA,NA,21,5,5,0,0,0,7,3466,NA,3466,2181,NA,2181,2195,NA,NA,17,5,5,0,0,0,4,2062,NA,2062,1604,NA,1604,1195,NA,NA,29,0,0,0,0,0,NA
96,1022,C1G0003,Matching To Sample,99,0,1.23,ARES_JSC1,1,1.27,99,2020-10-20,12:07,159,10,10,0,0,0,11,3595,NA,3595,3470,NA,3470,2160,NA,NA,16,5,5,0,0,0,7,2612,NA,2612,1521,NA,1521,1670,NA,NA,22,5,5,0,0,0,4,4578,NA,4578,4729,NA,4729,2160,NA,NA,13,0,0,0,0,0,NA
97,1037,C1G0003,Matching To Sample,100,0,1.23,ARES_JSC1,1,1.27,100,2020-10-20,20:22,140,10,8,2,0,0,11,1536,2730,1775,909,240,950,1190,2730,2730,27,5,4,1,0,0,7,1845,2900,2056,1250,0,1181,1310,2900,2900,23,5,4,1,0,0,4,1227,2560,1494,332,0,661,1125,2560,2560,32,0,0,0,0,0,NA
98,1040,C1G0003,Matching To Sample,101,0,1.23,ARES_JSC1,1,1.27,101,2020-10-21,07:49,143,10,10,0,0,0,11,1960,NA,1960,935,NA,935,1675,NA,NA,30,5,5,0,0,0,7,1612,NA,1612,649,NA,649,1320,NA,NA,37,5,5,0,0,0,4,2308,NA,2308,1116,NA,1116,1770,NA,NA,25,0,0,0,0,0,NA
99,1049,C1G0003,Matching To Sample,102,0,1.23,ARES_JSC1,1,1.27,102,2020-10-21,12:08,180,10,10,0,0,0,11,4657,NA,4657,2612,NA,2612,4235,NA,NA,12,5,5,0,0,0,7,5322,NA,5322,2495,NA,2495,4235,NA,NA,11,5,5,0,0,0,4,3992,NA,3992,2832,NA,2832,2185,NA,NA,15,0,0,0,0,0,NA
100,1064,C1G0003,Matching To Sample,103,0,1.23,ARES_JSC1,1,1.27,103,2020-10-21,19:00,140,10,10,0,0,0,11,1450,NA,1450,389,NA,389,1410,NA,NA,41,5,5,0,0,0,7,1284,NA,1284,385,NA,385,1205,NA,NA,46,5,5,0,0,0,4,1616,NA,1616,352,NA,352,1410,NA,NA,37,0,0,0,0,0,NA
101,1070,C1G0003,Matching To Sample,104,0,1.23,ARES_JSC1,1,1.27,104,2020-10-22,08:16,194,10,10,0,0,0,11,6745,NA,6745,5857,NA,5857,4590,NA,NA,8,5,5,0,0,0,7,9460,NA,9460,6851,NA,6851,6215,NA,NA,6,5,5,0,0,0,4,4030,NA,4030,3438,NA,3438,2900,NA,NA,14,0,0,0,0,0,NA
102,1076,C1G0003,Matching To Sample,105,0,1.23,ARES_JSC1,1,1.27,105,2020-10-22,12:55,170,10,10,0,0,0,11,4201,NA,4201,2954,NA,2954,3115,NA,NA,14,5,5,0,0,0,7,3024,NA,3024,725,NA,725,2955,NA,NA,19,5,5,0,0,0,4,5378,NA,5378,3956,NA,3956,3185,NA,NA,11,0,0,0,0,0,NA
103,1096,C1G0003,Matching To Sample,105,0,1.23,ARES_JSC1,1,1.27,105,2020-10-23,07:41,143,10,10,0,0,0,11,1850,NA,1850,823,NA,823,1440,NA,NA,32,5,5,0,0,0,7,1928,NA,1928,933,NA,933,1440,NA,NA,31,5,5,0,0,0,4,1772,NA,1772,799,NA,799,1250,NA,NA,33,0,0,0,0,0,NA
104,1105,C1G0003,Matching To Sample,106,0,1.23,ARES_JSC1,1,1.27,106,2020-10-23,12:43,214,10,10,0,0,0,11,4155,NA,4155,4493,NA,4493,3145,NA,NA,14,5,5,0,0,0,7,3096,NA,3096,1997,NA,1997,2180,NA,NA,19,5,5,0,0,0,4,5214,NA,5214,6216,NA,6216,2555,NA,NA,11,0,0,0,0,0,NA
105,1108,C1G0003,Matching To Sample,107,0,1.23,ARES_JSC1,1,1.27,107,2020-10-23,18:59,141,10,10,0,0,0,11,1467,NA,1467,320,NA,320,1455,NA,NA,40,5,5,0,0,0,7,1346,NA,1346,370,NA,370,1320,NA,NA,44,5,5,0,0,0,4,1588,NA,1588,238,NA,238,1560,NA,NA,37,0,0,0,0,0,NA
106,1123,C1G0003,Matching To Sample,108,0,1.23,ARES_JSC1,1,1.27,108,2020-10-24,07:43,217,10,10,0,0,0,11,8341,NA,8341,4436,NA,4436,8030,NA,NA,7,5,5,0,0,0,7,8980,NA,8980,5179,NA,5179,8025,NA,NA,6,5,5,0,0,0,4,7702,NA,7702,4054,NA,4054,6845,NA,NA,7,0,0,0,0,0,NA
107,1132,C1G0003,Matching To Sample,109,0,1.23,ARES_JSC1,1,1.27,109,2020-10-24,12:56,145,10,10,0,0,0,11,2002,NA,2002,964,NA,964,1710,NA,NA,29,5,5,0,0,0,7,1626,NA,1626,312,NA,312,1550,NA,NA,36,5,5,0,0,0,4,2382,NA,2382,1279,NA,1279,1555,NA,NA,25,0,0,0,0,0,NA
108,1138,C1G0003,Matching To Sample,110,0,1.23,ARES_JSC1,1,1.27,110,2020-10-24,18:18,166,10,10,0,0,0,11,3850,NA,3850,5512,NA,5512,1710,NA,NA,15,5,5,0,0,0,7,5274,NA,5274,7863,NA,7863,1605,NA,NA,11,5,5,0,0,0,4,2426,NA,2426,1211,NA,1211,1680,NA,NA,24,0,0,0,0,0,NA
109,1147,C1G0003,Matching To Sample,111,0,1.23,ARES_JSC1,1,1.27,111,2020-10-25,08:47,187,10,10,0,0,0,11,5090,NA,5090,3049,NA,3049,4640,NA,NA,11,5,5,0,0,0,7,4532,NA,4532,3262,NA,3262,3145,NA,NA,13,5,5,0,0,0,4,5648,NA,5648,3083,NA,3083,4175,NA,NA,10,0,0,0,0,0,NA
110,1156,C1G0003,Matching To Sample,112,0,1.23,ARES_JSC1,1,1.27,112,2020-10-25,13:05,230,10,8,2,0,0,11,3532,5190,3864,1967,2206,2009,2835,5190,5190,12,5,4,1,0,0,7,3427,3630,3468,1550,0,1345,2835,3630,3630,13,5,4,1,0,0,4,3637,6750,4260,2568,0,2624,3160,6750,6750,11,0,0,0,0,0,NA
111,1168,C1G0003,Matching To Sample,113,0,1.23,ARES_JSC1,1,1.27,113,2020-10-25,19:25,194,10,10,0,0,0,11,2284,NA,2284,1014,NA,1014,2025,NA,NA,26,5,5,0,0,0,7,1978,NA,1978,1343,NA,1343,1285,NA,NA,30,5,5,0,0,0,4,2590,NA,2590,526,NA,526,2470,NA,NA,23,0,0,0,0,0,NA
112,1174,C1G0003,Matching To Sample,114,0,1.23,ARES_JSC1,1,1.27,114,2020-10-26,07:35,164,10,10,0,0,0,11,3766,NA,3766,2014,NA,2014,3395,NA,NA,15,5,5,0,0,0,7,4282,NA,4282,2703,NA,2703,3315,NA,NA,14,5,5,0,0,0,4,3250,NA,3250,1074,NA,1074,2785,NA,NA,18,0,0,0,0,0,NA
113,1186,C1G0003,Matching To Sample,115,0,1.23,ARES_JSC1,1,1.27,115,2020-10-26,12:56,149,10,10,0,0,0,11,2694,NA,2694,1777,NA,1777,2075,NA,NA,22,5,5,0,0,0,7,3216,NA,3216,2308,NA,2308,2110,NA,NA,18,5,5,0,0,0,4,2172,NA,2172,1050,NA,1050,1630,NA,NA,27,0,0,0,0,0,NA
114,1192,C1G0003,Matching To Sample,116,0,1.23,ARES_JSC1,1,1.27,116,2020-10-26,19:00,175,10,6,4,0,0,11,5240,3430,4516,3815,1367,3096,4180,3505,3505,7,5,3,2,0,0,7,2410,2320,2374,1385,678,1038,1610,2320,2320,15,5,3,2,0,0,4,8070,4540,6658,3233,466,3003,7000,4540,4540,5,0,0,0,0,0,NA
115,1198,C1G0003,Matching To Sample,117,0,1.23,ARES_JSC1,1,1.27,117,2020-10-27,06:24,141,10,10,0,0,0,11,1678,NA,1678,888,NA,888,1470,NA,NA,35,5,5,0,0,0,7,1936,NA,1936,1221,NA,1221,1470,NA,NA,30,5,5,0,0,0,4,1420,NA,1420,344,NA,344,1315,NA,NA,42,0,0,0,0,0,NA
116,1216,C1G0003,Matching To Sample,118,0,1.23,ARES_JSC1,1,1.27,118,2020-10-27,20:03,184,10,10,0,0,0,11,3607,NA,3607,2823,NA,2823,2200,NA,NA,16,5,5,0,0,0,7,4410,NA,4410,3381,NA,3381,2200,NA,NA,13,5,5,0,0,0,4,2804,NA,2804,2211,NA,2211,1515,NA,NA,21,0,0,0,0,0,NA
117,1225,C1G0003,Matching To Sample,119,0,1.23,ARES_JSC1,1,1.27,119,2020-10-28,10:05,175,10,10,0,0,0,11,3272,NA,3272,4436,NA,4436,1895,NA,NA,18,5,5,0,0,0,7,4618,NA,4618,6229,NA,6229,1960,NA,NA,12,5,5,0,0,0,4,1926,NA,1926,975,NA,975,1490,NA,NA,31,0,0,0,0,0,NA
118,1234,C1G0003,Matching To Sample,120,0,1.23,ARES_JSC1,1,1.27,120,2020-10-28,12:11,234,10,10,0,0,0,11,11146,NA,11146,14065,NA,14065,6175,NA,NA,5,5,5,0,0,0,7,13168,NA,13168,19384,NA,19384,2150,NA,NA,4,5,5,0,0,0,4,9124,NA,9124,7692,NA,7692,6175,NA,NA,6,0,0,0,0,0,NA
119,1236,C1G0003,Matching To Sample,120,0,1.23,ARES_JSC1,1,1.27,120,2020-10-28,19:49,152,10,10,0,0,0,11,2606,NA,2606,1975,NA,1975,1710,NA,NA,23,5,5,0,0,0,7,2740,NA,2740,2547,NA,2547,1580,NA,NA,21,5,5,0,0,0,4,2472,NA,2472,1498,NA,1498,1710,NA,NA,24,0,0,0,0,0,NA
120,1251,C1G0003,Matching To Sample,121,0,1.23,ARES_JSC1,1,1.27,121,2020-10-29,07:54,140,10,9,1,0,0,11,1626,3490,1813,1041,0,1144,1205,3490,3490,29,5,4,1,0,0,7,1530,3490,1922,562,0,1002,1595,3490,3490,24,5,5,0,0,0,4,1704,NA,1704,1383,NA,1383,1045,NA,NA,35,0,0,0,0,0,NA
121,1254,C1G0003,Matching To Sample,122,0,1.23,ARES_JSC1,1,1.27,122,2020-10-29,11:26,152,10,10,0,0,0,11,1971,NA,1971,679,NA,679,1790,NA,NA,30,5,5,0,0,0,7,2294,NA,2294,594,NA,594,1935,NA,NA,26,5,5,0,0,0,4,1648,NA,1648,652,NA,652,1330,NA,NA,36,0,0,0,0,0,NA
122,1269,C1G0003,Matching To Sample,123,0,1.23,ARES_JSC1,1,1.27,123,2020-10-29,18:17,200,10,9,1,0,0,11,5898,1500,5459,8525,0,8157,2235,1500,1500,9,5,5,0,0,0,7,7238,NA,7238,11088,NA,11088,2565,NA,NA,8,5,4,1,0,0,4,4225,1500,3680,4813,0,4342,1890,1500,1500,13,0,0,0,0,0,NA
123,1277,C1G0003,Matching To Sample,123,0,1.23,ARES_JSC1,1,1.27,123,2020-10-30,06:44,259,10,10,0,0,0,11,10470,NA,10470,9249,NA,9249,5805,NA,NA,5,5,5,0,0,0,7,17858,NA,17858,7396,NA,7396,16470,NA,NA,3,5,5,0,0,0,4,3082,NA,3082,1146,NA,1146,3005,NA,NA,19,0,0,0,0,0,NA
124,1286,C1G0003,Matching To Sample,124,0,1.23,ARES_JSC1,1,1.27,124,2020-10-30,12:19,155,10,10,0,0,0,11,2303,NA,2303,1022,NA,1022,1955,NA,NA,26,5,5,0,0,0,7,2382,NA,2382,1243,NA,1243,1880,NA,NA,25,5,5,0,0,0,4,2224,NA,2224,889,NA,889,1930,NA,NA,26,0,0,0,0,0,NA
125,1289,C1G0003,Matching To Sample,125,0,1.23,ARES_JSC1,1,1.27,125,2020-10-30,18:37,147,10,10,0,0,0,11,2286,NA,2286,1324,NA,1324,1940,NA,NA,26,5,5,0,0,0,7,2312,NA,2312,545,NA,545,2095,NA,NA,25,5,5,0,0,0,4,2260,NA,2260,1909,NA,1909,1365,NA,NA,26,0,0,0,0,0,NA
126,1301,C1G0003,Matching To Sample,126,0,1.23,ARES_JSC1,1,1.27,126,2020-10-31,08:34,143,10,10,0,0,0,11,1972,NA,1972,748,NA,748,1825,NA,NA,30,5,5,0,0,0,7,2336,NA,2336,869,NA,869,1860,NA,NA,25,5,5,0,0,0,4,1608,NA,1608,416,NA,416,1425,NA,NA,37,0,0,0,0,0,NA
127,1310,C1G0003,Matching To Sample,127,0,1.23,ARES_JSC1,1,1.27,127,2020-10-31,13:50,153,10,9,1,0,0,11,2427,2220,2407,1517,0,1432,1625,2220,2220,22,5,5,0,0,0,7,2028,NA,2028,1023,NA,1023,1405,NA,NA,29,5,4,1,0,0,4,2927,2220,2786,2036,0,1791,2270,2220,2220,17,0,0,0,0,0,NA
128,1316,C1G0003,Matching To Sample,128,0,1.23,ARES_JSC1,1,1.27,128,2020-10-31,18:15,170,10,10,0,0,0,11,4057,NA,4057,3079,NA,3079,2650,NA,NA,14,5,5,0,0,0,7,4768,NA,4768,3704,NA,3704,3135,NA,NA,12,5,5,0,0,0,4,3346,NA,3346,2520,NA,2520,2245,NA,NA,17,0,0,0,0,0,NA
129,1325,C1G0003,Matching To Sample,129,0,1.23,ARES_JSC1,1,1.27,129,2020-11-01,07:20,144,10,10,0,0,0,11,1802,NA,1802,529,NA,529,1830,NA,NA,33,5,5,0,0,0,7,1878,NA,1878,569,NA,569,1695,NA,NA,31,5,5,0,0,0,4,1726,NA,1726,541,NA,541,1545,NA,NA,34,0,0,0,0,0,NA
130,1340,C1G0003,Matching To Sample,130,0,1.23,ARES_JSC1,1,1.27,130,2020-11-01,11:50,161,10,10,0,0,0,11,2973,NA,2973,1948,NA,1948,2205,NA,NA,20,5,5,0,0,0,7,3396,NA,3396,2226,NA,2226,2205,NA,NA,17,5,5,0,0,0,4,2550,NA,2550,1771,NA,1771,1655,NA,NA,23,1,0,0,0,0,NA
131,1342,C1G0003,Matching To Sample,130,0,1.23,ARES_JSC1,1,1.27,130,2020-11-01,18:24,140,10,10,0,0,0,11,1539,NA,1539,887,NA,887,1230,NA,NA,38,5,5,0,0,0,7,1130,NA,1130,168,NA,168,1085,NA,NA,53,5,5,0,0,0,4,1948,NA,1948,1152,NA,1152,1290,NA,NA,30,0,0,0,0,0,NA
132,1351,C1G0003,Matching To Sample,131,0,1.23,ARES_JSC1,1,1.27,131,2020-11-02,07:25,208,10,8,2,0,0,11,5436,3395,5028,3984,417,3620,4215,3395,3395,9,5,5,0,0,0,7,3822,NA,3822,1761,NA,1761,3085,NA,NA,15,5,3,2,0,0,4,8126,3395,6234,5656,417,4770,4995,3395,3395,5,0,0,0,0,0,NA
133,1360,C1G0003,Matching To Sample,132,0,1.23,ARES_JSC1,1,1.27,132,2020-11-02,12:24,138,10,10,0,0,0,11,1634,NA,1634,479,NA,479,1580,NA,NA,36,5,5,0,0,0,7,1394,NA,1394,313,NA,313,1460,NA,NA,43,5,5,0,0,0,4,1874,NA,1874,524,NA,524,1785,NA,NA,32,0,0,0,0,0,NA
134,1369,C1G0003,Matching To Sample,133,0,1.23,ARES_JSC1,1,1.27,133,2020-11-02,18:34,154,10,10,0,0,0,11,2909,NA,2909,2436,NA,2436,1990,NA,NA,20,5,5,0,0,0,7,4008,NA,4008,3092,NA,3092,2085,NA,NA,14,5,5,0,0,0,4,1810,NA,1810,883,NA,883,1340,NA,NA,33,0,0,0,0,0,NA
135,1381,C1G0003,Matching To Sample,134,0,1.23,ARES_JSC1,1,1.27,134,2020-11-03,11:38,155,10,10,0,0,0,11,2082,NA,2082,1226,NA,1226,1575,NA,NA,28,5,5,0,0,0,7,2296,NA,2296,1701,NA,1701,1285,NA,NA,26,5,5,0,0,0,4,1868,NA,1868,614,NA,614,1575,NA,NA,32,0,0,0,0,0,NA
136,1387,C1G0003,Matching To Sample,135,0,1.23,ARES_JSC1,1,1.27,135,2020-11-03,18:27,168,10,10,0,0,0,11,3518,NA,3518,4843,NA,4843,2020,NA,NA,17,5,5,0,0,0,7,5348,NA,5348,6652,NA,6652,2230,NA,NA,11,5,5,0,0,0,4,1688,NA,1688,411,NA,411,1495,NA,NA,35,0,0,0,0,0,NA
137,1402,C1G0003,Matching To Sample,136,0,1.23,ARES_JSC1,1,1.27,136,2020-11-04,12:15,194,8,8,0,0,0,10,2066,NA,2066,1345,NA,1345,1800,NA,NA,29,4,4,0,0,0,6,2417,NA,2417,796,NA,796,2550,NA,NA,24,4,4,0,0,0,4,1715,NA,1715,1805,NA,1805,1100,NA,NA,34,0,0,0,0,0,NA
138,1408,C1G0003,Matching To Sample,137,0,1.23,ARES_JSC1,1,1.27,137,2020-11-04,18:11,162,10,9,1,0,0,11,1862,2190,1895,726,0,692,1550,2190,2190,28,5,4,1,0,0,7,2222,2190,2216,849,0,735,2080,2190,2190,21,5,5,0,0,0,4,1574,NA,1574,529,NA,529,1285,NA,NA,38,0,0,0,0,0,NA
139,1420,C1G0003,Matching To Sample,138,0,1.23,ARES_JSC1,1,1.27,138,2020-11-05,08:02,214,10,9,1,0,0,11,6036,8240,6257,4157,0,3981,4190,8240,8240,8,5,4,1,0,0,7,7837,8240,7918,4745,0,4113,7920,8240,8240,6,5,5,0,0,0,4,4596,NA,4596,3441,NA,3441,2935,NA,NA,13,0,0,0,0,0,NA
140,1429,C1G0003,Matching To Sample,139,0,1.23,ARES_JSC1,1,1.27,139,2020-11-05,12:40,344,10,9,1,0,0,11,19610,8610,18510,13037,0,12774,17835,8610,8610,2,5,5,0,0,0,7,22146,NA,22146,12397,NA,12397,22690,NA,NA,2,5,4,1,0,0,4,16440,8610,14874,14973,0,13431,11480,8610,8610,3,0,0,0,0,0,NA
141,1435,C1G0003,Matching To Sample,140,0,1.23,ARES_JSC1,1,1.27,140,2020-11-05,18:05,185,10,8,2,0,0,11,5903,6500,6023,3466,1456,3105,4995,6500,6500,7,5,5,0,0,0,7,7042,NA,7042,3758,NA,3758,5660,NA,NA,8,5,3,2,0,0,4,4006,6500,5004,2273,1456,2231,2730,6500,6500,7,0,0,0,0,0,NA
142,1450,C1G0003,Matching To Sample,141,0,1.23,ARES_JSC1,1,1.27,141,2020-11-06,07:44,218,10,10,0,0,0,11,9486,NA,9486,15132,NA,15132,3155,NA,NA,6,5,5,0,0,0,7,4458,NA,4458,3685,NA,3685,2025,NA,NA,13,5,5,0,0,0,4,14514,NA,14514,20938,NA,20938,3155,NA,NA,4,0,0,0,0,0,NA
143,1459,C1G0003,Matching To Sample,142,0,1.23,ARES_JSC1,1,1.27,142,2020-11-06,13:08,148,10,10,0,0,0,11,2641,NA,2641,2038,NA,2038,1965,NA,NA,22,5,5,0,0,0,7,3556,NA,3556,2300,NA,2300,2350,NA,NA,16,5,5,0,0,0,4,1726,NA,1726,1402,NA,1402,1075,NA,NA,34,0,0,0,0,0,NA
