ID,Record,Subject,Test,Session,Rep,TestVer,Battery,BatVer,AresVer,Seed,Start_Date,Start_Time,Dur,Stim,Cor,Err,Imp,Lap,ITI,mRTC,mRTE,mRTA,sdRTC,sdRTE,sdRTA,medRTC,medRTE,medRTA,TPut,Stim1,Cor1,Err1,Imp1,Lap1,ITI1,mRTC1,mRTE1,mRTA1,sdRTC1,sdRTE1,sdRTA1,medRTC1,medRTE1,medRTA1,TPut1,Stim2,Cor2,Err2,Imp2,Lap2,ITI2,mRTC2,mRTE2,mRTA2,sdRTC2,sdRTE2,sdRTA2,medRTC2,medRTE2,medRTA2,TPut2,spare1,spare2,spare3,spare4,spare5,sparestring
22,316,C1G0003,Matching To Sample,28,0,1.23,ARES_JSC1,1,1.27,28,2020-09-21,18:09,151,10,10,0,0,0,11,2186,NA,2186,857,NA,857,2190,NA,NA,27,5,5,0,0,0,7,2230,NA,2230,441,NA,441,2190,NA,NA,26,5,5,0,0,0,4,2142,NA,2142,1205,NA,1205,1290,NA,NA,28,0,0,0,0,0,NA
23,331,C1G0003,Matching To Sample,29,0,1.23,ARES_JSC1,1,1.27,29,2020-09-22,06:34,177,10,10,0,0,0,11,4755,NA,4755,2361,NA,2361,3880,NA,NA,12,5,5,0,0,0,7,4106,NA,4106,2412,NA,2412,3035,NA,NA,14,5,5,0,0,0,4,5404,NA,5404,2381,NA,2381,4150,NA,NA,11,0,0,0,0,0,NA
24,340,C1G0003,Matching To Sample,30,0,1.23,ARES_JSC1,1,1.27,30,2020-09-22,12:42,140,10,10,0,0,0,11,1654,NA,1654,335,NA,335,1580,NA,NA,36,5,5,0,0,0,7,1630,NA,1630,399,NA,399,1505,NA,NA,36,5,5,0,0,0,4,1678,NA,1678,303,NA,303,1635,NA,NA,35,0,0,0,0,0,NA
25,343,C1G0003,Matching To Sample,31,0,1.23,ARES_JSC1,1,1.27,31,2020-09-22,18:50,147,10,10,0,0,0,11,2094,NA,2094,785,NA,785,1870,NA,NA,28,5,5,0,0,0,7,2438,NA,2438,974,NA,974,2115,NA,NA,24,5,5,0,0,0,4,1750,NA,1750,376,NA,376,1640,NA,NA,34,0,0,0,0,0,NA
26,357,C1G0003,Matching To Sample,32,0,1.23,ARES_JSC1,1,1.27,32,2020-09-23,07:46,164,10,10,0,0,0,11,3645,NA,3645,2062,NA,2062,3035,NA,NA,16,5,5,0,0,0,7,2894,NA,2894,1275,NA,1275,2480,NA,NA,20,5,5,0,0,0,4,4396,NA,4396,2556,NA,2556,3390,NA,NA,13,0,0,0,0,0,NA
27,363,C1G0003,Matching To Sample,33,0,1.23,ARES_JSC1,1,1.27,33,2020-09-23,12:12,144,10,10,0,0,0,11,1959,NA,1959,663,NA,663,1780,NA,NA,30,5,5,0,0,0,7,2118,NA,2118,537,NA,537,1970,NA,NA,28,5,5,0,0,0,4,1800,NA,1800,798,NA,798,1510,NA,NA,33,0,0,0,0,0,NA
28,372,C1G0003,Matching To Sample,34,0,1.23,ARES_JSC1,1,1.27,34,2020-09-23,18:51,143,10,10,0,0,0,11,1428,NA,1428,305,NA,305,1370,NA,NA,42,5,5,0,0,0,7,1358,NA,1358,331,NA,331,1230,NA,NA,44,5,5,0,0,0,4,1498,NA,1498,296,NA,296,1390,NA,NA,40,0,0,0,0,0,NA
29,387,C1G0003,Matching To Sample,35,0,1.23,ARES_JSC1,1,1.27,35,2020-09-24,08:04,148,10,10,0,0,0,11,2204,NA,2204,919,NA,919,1820,NA,NA,27,5,5,0,0,0,7,2278,NA,2278,539,NA,539,1990,NA,NA,26,5,5,0,0,0,4,2130,NA,2130,1263,NA,1263,1585,NA,NA,28,0,0,0,0,0,NA
30,396,C1G0003,Matching To Sample,36,0,1.23,ARES_JSC1,1,1.27,36,2020-09-24,12:56,147,10,10,0,0,0,11,1906,NA,1906,353,NA,353,1940,NA,NA,31,5,5,0,0,0,7,2034,NA,2034,219,NA,219,1975,NA,NA,29,5,5,0,0,0,4,1778,NA,1778,438,NA,438,1530,NA,NA,33,0,0,0,0,0,NA
31,409,C1G0003,Matching To Sample,37,0,1.23,ARES_JSC1,1,1.27,37,2020-09-25,08:22,141,10,10,0,0,0,11,1714,NA,1714,654,NA,654,1720,NA,NA,35,5,5,0,0,0,7,1744,NA,1744,491,NA,491,1720,NA,NA,34,5,5,0,0,0,4,1684,NA,1684,848,NA,848,1265,NA,NA,35,0,0,0,0,0,NA
32,421,C1G0003,Matching To Sample,38,0,1.23,ARES_JSC1,1,1.27,38,2020-09-25,13:25,134,10,10,0,0,0,11,1261,NA,1261,299,NA,299,1230,NA,NA,47,5,5,0,0,0,7,1314,NA,1314,338,NA,338,1230,NA,NA,45,5,5,0,0,0,4,1208,NA,1208,283,NA,283,1050,NA,NA,49,0,0,0,0,0,NA
33,427,C1G0003,Matching To Sample,39,0,1.23,ARES_JSC1,1,1.27,39,2020-09-25,18:41,181,10,10,0,0,0,11,5776,NA,5776,6945,NA,6945,2980,NA,NA,10,5,5,0,0,0,7,8052,NA,8052,9360,NA,9360,2980,NA,NA,7,5,5,0,0,0,4,3500,NA,3500,2821,NA,2821,1760,NA,NA,17,0,0,0,0,0,NA
34,433,C1G0003,Matching To Sample,40,0,1.23,ARES_JSC1,1,1.27,40,2020-09-26,10:00,138,10,10,0,0,0,11,1567,NA,1567,233,NA,233,1615,NA,NA,38,5,5,0,0,0,7,1644,NA,1644,76,NA,76,1635,NA,NA,36,5,5,0,0,0,4,1490,NA,1490,318,NA,318,1445,NA,NA,40,0,0,0,0,0,NA
35,448,C1G0003,Matching To Sample,41,0,1.23,ARES_JSC1,1,1.27,41,2020-09-26,13:16,154,10,7,3,0,0,11,2104,4020,2679,517,2331,1497,1760,2675,2675,15,5,3,2,0,0,7,2253,4645,3210,475,2920,1990,2050,4645,4645,11,5,4,1,0,0,4,1992,2770,2148,588,0,616,1725,2770,2770,22,0,0,0,0,0,NA
36,457,C1G0003,Matching To Sample,42,0,1.23,ARES_JSC1,1,1.27,42,2020-09-26,20:49,140,10,7,3,0,0,11,1282,1863,1457,624,804,694,1170,1400,1400,28,5,5,0,0,0,7,1444,NA,1444,588,NA,588,1170,NA,NA,41,5,2,3,0,0,4,880,1863,1470,707,804,859,880,1400,1400,16,0,0,0,0,0,NA
37,460,C1G0003,Matching To Sample,43,0,1.23,ARES_JSC1,1,1.27,43,2020-09-27,07:13,144,10,10,0,0,0,11,1973,NA,1973,550,NA,550,1940,NA,NA,30,5,5,0,0,0,7,2110,NA,2110,562,NA,562,2120,NA,NA,28,5,5,0,0,0,4,1836,NA,1836,564,NA,564,1740,NA,NA,32,0,0,0,0,0,NA
38,469,C1G0003,Matching To Sample,44,0,1.23,ARES_JSC1,1,1.27,44,2020-09-27,12:08,143,10,10,0,0,0,11,1692,NA,1692,369,NA,369,1785,NA,NA,35,5,5,0,0,0,7,1904,NA,1904,277,NA,277,1970,NA,NA,31,5,5,0,0,0,4,1480,NA,1480,343,NA,343,1350,NA,NA,40,0,0,0,0,0,NA
39,491,C1G0003,Matching To Sample,45,0,1.23,ARES_JSC1,1,1.27,45,2020-09-28,08:51,140,10,10,0,0,0,11,1708,NA,1708,492,NA,492,1660,NA,NA,35,5,5,0,0,0,7,1788,NA,1788,209,NA,209,1660,NA,NA,33,5,5,0,0,0,4,1628,NA,1628,697,NA,697,1220,NA,NA,36,0,0,0,0,0,NA
40,500,C1G0003,Matching To Sample,46,0,1.23,ARES_JSC1,1,1.27,46,2020-09-28,14:53,145,10,10,0,0,0,11,1815,NA,1815,503,NA,503,1845,NA,NA,33,5,5,0,0,0,7,2030,NA,2030,602,NA,602,1925,NA,NA,29,5,5,0,0,0,4,1600,NA,1600,303,NA,303,1425,NA,NA,37,0,0,0,0,0,NA
41,509,C1G0003,Matching To Sample,47,0,1.23,ARES_JSC1,1,1.27,47,2020-09-28,18:35,159,10,9,1,0,0,11,2893,5830,3187,1484,0,1679,2410,5830,5830,16,5,4,1,0,0,7,2097,5830,2844,306,0,1690,2035,5830,5830,16,5,5,0,0,0,4,3530,NA,3530,1787,NA,1787,2465,NA,NA,16,0,0,0,0,0,NA
42,515,C1G0003,Matching To Sample,48,0,1.23,ARES_JSC1,1,1.27,48,2020-09-29,06:44,153,10,8,2,0,0,11,3060,780,2604,1582,169,1695,2865,780,780,18,5,3,2,0,0,7,3860,780,2628,2274,169,2332,2560,780,780,13,5,5,0,0,0,4,2580,NA,2580,1013,NA,1013,2510,NA,NA,23,1,0,0,0,0,NA
43,521,C1G0003,Matching To Sample,49,0,1.23,ARES_JSC1,1,1.27,49,2020-09-29,12:13,173,10,10,0,0,0,11,4847,NA,4847,5786,NA,5786,2505,NA,NA,12,5,5,0,0,0,7,3832,NA,3832,2785,NA,2785,2340,NA,NA,15,5,5,0,0,0,4,5862,NA,5862,8061,NA,8061,2080,NA,NA,10,0,0,0,0,0,NA
44,536,C1G0003,Matching To Sample,50,0,1.23,ARES_JSC1,1,1.27,50,2020-09-29,18:35,136,10,10,0,0,0,11,1548,NA,1548,377,NA,377,1555,NA,NA,38,5,5,0,0,0,7,1708,NA,1708,462,NA,462,1620,NA,NA,35,5,5,0,0,0,4,1388,NA,1388,204,NA,204,1300,NA,NA,43,0,0,0,0,0,NA
45,539,C1G0003,Matching To Sample,51,0,1.23,ARES_JSC1,1,1.27,51,2020-09-30,07:32,155,10,8,2,0,0,11,2536,1950,2419,855,98,794,2430,1950,1950,19,5,4,1,0,0,7,1935,1880,1924,368,0,320,1795,1880,1880,24,5,4,1,0,0,4,3137,2020,2914,780,0,840,3005,2020,2020,16,0,0,0,0,0,NA
46,548,C1G0003,Matching To Sample,52,0,1.23,ARES_JSC1,1,1.27,52,2020-09-30,18:53,159,10,10,0,0,0,11,2358,NA,2358,2874,NA,2874,1405,NA,NA,25,5,5,0,0,0,7,1458,NA,1458,545,NA,545,1170,NA,NA,41,5,5,0,0,0,4,3258,NA,3258,4033,NA,4033,1535,NA,NA,18,0,0,0,0,0,NA
47,557,C1G0003,Matching To Sample,53,0,1.23,ARES_JSC1,1,1.27,53,2020-10-01,07:42,156,10,10,0,0,0,11,2364,NA,2364,1193,NA,1193,2045,NA,NA,25,5,5,0,0,0,7,2812,NA,2812,1597,NA,1597,2130,NA,NA,21,5,5,0,0,0,4,1916,NA,1916,392,NA,392,1690,NA,NA,31,0,0,0,0,0,NA
48,572,C1G0003,Matching To Sample,54,0,1.23,ARES_JSC1,1,1.27,54,2020-10-01,12:53,139,10,10,0,0,0,11,1388,NA,1388,481,NA,481,1345,NA,NA,43,5,5,0,0,0,7,1622,NA,1622,473,NA,473,1375,NA,NA,36,5,5,0,0,0,4,1154,NA,1154,400,NA,400,1025,NA,NA,51,0,0,0,0,0,NA
49,575,C1G0003,Matching To Sample,55,0,1.23,ARES_JSC1,1,1.27,55,2020-10-01,19:58,135,10,10,0,0,0,11,1165,NA,1165,559,NA,559,1080,NA,NA,51,5,5,0,0,0,7,1116,NA,1116,466,NA,466,950,NA,NA,53,5,5,0,0,0,4,1214,NA,1214,693,NA,693,895,NA,NA,49,0,0,0,0,0,NA
50,587,C1G0003,Matching To Sample,56,0,1.23,ARES_JSC1,1,1.27,56,2020-10-03,08:31,145,10,10,0,0,0,11,1776,NA,1776,622,NA,622,1660,NA,NA,33,5,5,0,0,0,7,1646,NA,1646,585,NA,585,1390,NA,NA,36,5,5,0,0,0,4,1906,NA,1906,697,NA,697,1660,NA,NA,31,0,0,0,0,0,NA
51,593,C1G0003,Matching To Sample,57,0,1.23,ARES_JSC1,1,1.27,57,2020-10-03,13:42,135,10,10,0,0,0,11,1243,NA,1243,462,NA,462,1030,NA,NA,48,5,5,0,0,0,7,948,NA,948,85,NA,85,920,NA,NA,63,5,5,0,0,0,4,1538,NA,1538,506,NA,506,1295,NA,NA,39,0,0,0,0,0,NA
52,602,C1G0003,Matching To Sample,58,0,1.23,ARES_JSC1,1,1.27,58,2020-10-03,18:34,137,10,10,0,0,0,11,1529,NA,1529,518,NA,518,1350,NA,NA,39,5,5,0,0,0,7,1490,NA,1490,413,NA,413,1395,NA,NA,40,5,5,0,0,0,4,1568,NA,1568,655,NA,655,1305,NA,NA,38,0,0,0,0,0,NA
53,611,C1G0003,Matching To Sample,59,0,1.23,ARES_JSC1,1,1.27,59,2020-10-04,07:10,138,10,10,0,0,0,11,1068,NA,1068,350,NA,350,965,NA,NA,56,5,5,0,0,0,7,1168,NA,1168,425,NA,425,985,NA,NA,51,5,5,0,0,0,4,968,NA,968,264,NA,264,835,NA,NA,61,0,0,0,0,0,NA
54,626,C1G0003,Matching To Sample,60,0,1.23,ARES_JSC1,1,1.27,60,2020-10-04,13:55,137,10,10,0,0,0,11,1503,NA,1503,407,NA,407,1465,NA,NA,39,5,5,0,0,0,7,1356,NA,1356,137,NA,137,1300,NA,NA,44,5,5,0,0,0,4,1650,NA,1650,548,NA,548,1630,NA,NA,36,0,0,0,0,0,NA
55,635,C1G0003,Matching To Sample,61,0,1.23,ARES_JSC1,1,1.27,61,2020-10-04,19:28,148,10,10,0,0,0,11,1335,NA,1335,287,NA,287,1295,NA,NA,44,5,5,0,0,0,7,1368,NA,1368,405,NA,405,1200,NA,NA,43,5,5,0,0,0,4,1302,NA,1302,133,NA,133,1245,NA,NA,46,0,0,0,0,0,NA
56,641,C1G0003,Matching To Sample,62,0,1.23,ARES_JSC1,1,1.27,62,2020-10-05,07:01,153,10,10,0,0,0,11,2537,NA,2537,953,NA,953,2420,NA,NA,23,5,5,0,0,0,7,2244,NA,2244,898,NA,898,2070,NA,NA,26,5,5,0,0,0,4,2830,NA,2830,1012,NA,1012,2360,NA,NA,21,0,0,0,0,0,NA
57,653,C1G0003,Matching To Sample,63,0,1.23,ARES_JSC1,1,1.27,63,2020-10-05,12:49,144,10,10,0,0,0,11,1749,NA,1749,563,NA,563,1855,NA,NA,34,5,5,0,0,0,7,1880,NA,1880,640,NA,640,1965,NA,NA,31,5,5,0,0,0,4,1618,NA,1618,510,NA,510,1365,NA,NA,37,0,0,0,0,0,NA
58,662,C1G0003,Matching To Sample,64,0,1.23,ARES_JSC1,1,1.27,64,2020-10-05,18:41,149,10,9,1,0,0,11,1848,3570,2021,481,0,708,1645,3570,3570,26,5,5,0,0,0,7,1942,NA,1942,458,NA,458,1740,NA,NA,30,5,4,1,0,0,4,1732,3570,2100,552,0,950,1525,3570,3570,22,0,0,0,0,0,NA
59,668,C1G0003,Matching To Sample,65,0,1.23,ARES_JSC1,1,1.27,65,2020-10-06,13:22,138,10,10,0,0,0,11,1304,NA,1304,227,NA,227,1230,NA,NA,46,5,5,0,0,0,7,1252,NA,1252,237,NA,237,1160,NA,NA,47,5,5,0,0,0,4,1356,NA,1356,231,NA,231,1215,NA,NA,44,0,0,0,0,0,NA
60,683,C1G0003,Matching To Sample,66,0,1.23,ARES_JSC1,1,1.27,66,2020-10-06,18:58,136,10,10,0,0,0,11,1337,NA,1337,357,NA,357,1220,NA,NA,44,5,5,0,0,0,7,1314,NA,1314,341,NA,341,1200,NA,NA,45,5,5,0,0,0,4,1360,NA,1360,412,NA,412,1195,NA,NA,44,0,0,0,0,0,NA
61,689,C1G0003,Matching To Sample,67,0,1.23,ARES_JSC1,1,1.27,67,2020-10-07,09:24,134,10,9,1,0,0,11,1251,1350,1261,578,0,546,1095,1350,1350,42,5,4,1,0,0,7,1427,1350,1412,884,0,766,1270,1350,1350,33,5,5,0,0,0,4,1110,NA,1110,160,NA,160,1095,NA,NA,54,0,0,0,0,0,NA
62,698,C1G0003,Matching To Sample,68,0,1.23,ARES_JSC1,1,1.27,68,2020-10-07,19:06,174,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
63,709,C1G0003,Matching To Sample,68,0,1.23,ARES_JSC1,1,1.27,68,2020-10-08,07:45,214,7,6,1,0,0,9,5173,6630,5381,3876,0,3581,4010,6630,6630,9,5,4,1,0,0,7,4695,6630,5082,4857,0,4294,2435,6630,6630,9,2,2,0,0,0,2,6130,NA,6130,1272,NA,1272,6130,NA,NA,9,0,0,0,0,0,NA
64,717,C1G0003,Matching To Sample,68,0,1.23,ARES_JSC1,1,1.27,68,2020-10-08,19:15,144,10,10,0,0,0,11,2108,NA,2108,1468,NA,1468,1800,NA,NA,28,5,5,0,0,0,7,1478,NA,1478,342,NA,342,1305,NA,NA,40,5,5,0,0,0,4,2738,NA,2738,1934,NA,1934,1865,NA,NA,21,0,0,0,0,0,NA
65,729,C1G0003,Matching To Sample,69,0,1.23,ARES_JSC1,1,1.27,69,2020-10-09,07:35,139,10,10,0,0,0,11,1541,NA,1541,448,NA,448,1555,NA,NA,38,5,5,0,0,0,7,1654,NA,1654,221,NA,221,1555,NA,NA,36,5,5,0,0,0,4,1428,NA,1428,610,NA,610,1225,NA,NA,42,0,0,0,0,0,NA
66,732,C1G0003,Matching To Sample,70,0,1.23,ARES_JSC1,1,1.27,70,2020-10-09,13:29,135,10,10,0,0,0,11,1291,NA,1291,329,NA,329,1165,NA,NA,46,5,5,0,0,0,7,1070,NA,1070,77,NA,77,1055,NA,NA,56,5,5,0,0,0,4,1512,NA,1512,340,NA,340,1370,NA,NA,39,0,0,0,0,0,NA
67,741,C1G0003,Matching To Sample,71,0,1.23,ARES_JSC1,1,1.27,71,2020-10-09,19:07,151,10,10,0,0,0,11,2701,NA,2701,4082,NA,4082,1455,NA,NA,22,5,5,0,0,0,7,1198,NA,1198,250,NA,250,1085,NA,NA,50,5,5,0,0,0,4,4204,NA,4204,5637,NA,5637,1795,NA,NA,14,0,0,0,0,0,NA
68,756,C1G0003,Matching To Sample,72,0,1.23,ARES_JSC1,1,1.27,72,2020-10-10,08:12,141,10,10,0,0,0,11,1888,NA,1888,732,NA,732,1680,NA,NA,31,5,5,0,0,0,7,1932,NA,1932,645,NA,645,1505,NA,NA,31,5,5,0,0,0,4,1844,NA,1844,886,NA,886,1540,NA,NA,32,0,0,0,0,0,NA
69,762,C1G0003,Matching To Sample,73,0,1.23,ARES_JSC1,1,1.27,73,2020-10-10,12:31,175,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
70,773,C1G0003,Matching To Sample,73,0,1.23,ARES_JSC1,1,1.27,73,2020-10-10,19:21,157,10,8,2,0,0,11,3025,2740,2968,3418,749,3027,1640,2740,2740,16,5,4,1,0,0,7,4402,3270,4176,4697,0,4099,2680,3270,3270,11,5,4,1,0,0,4,1647,2210,1760,368,0,406,1640,2210,2210,27,1,0,0,0,0,NA
71,779,C1G0003,Matching To Sample,74,0,1.23,ARES_JSC1,1,1.27,74,2020-10-11,08:03,146,10,9,1,0,0,11,1906,1720,1888,628,0,595,1540,1720,1720,28,5,4,1,0,0,7,1755,1720,1748,633,0,549,1515,1720,1720,27,5,5,0,0,0,4,2028,NA,2028,668,NA,668,1680,NA,NA,29,0,0,0,0,0,NA
